Name	Mean(log(uterus_black))	Mean(log(uterus_white))	logFC	M-W U test pval	Adj pval
TNFSF12	10.611538366240202	10.7986763201023	-0.18713795386209853	0.2685050970594166	0.8874800050174402
GRK4	6.573075478335033	6.760148539895557	-0.1870730615605236	0.3124887749640277	0.9057847476754533
UBXN6	11.547692414035716	11.734706028324966	-0.1870136142892509	0.24950843609217843	0.8830251920153038
RNASEL	7.024608133524376	7.211617143241915	-0.18700900971753853	0.507573710268038	0.9492639568085344
EGLN2	10.66923067624934	10.856176513431322	-0.1869458371819821	0.15139960275063602	0.8504903039156642
GTPBP6	9.196922460390697	9.38382156319395	-0.1868991028032525	0.4029765961643966	0.9327298137663504
PCDHGA11	3.8914456213306354	4.078317457453144	-0.18687183612250857	0.2797954841857424	0.8927181776437878
RP11-366L20.2	3.2435504588715416	3.4303858328866776	-0.18683537401513606	0.6067929984663029	0.9645556505252952
PACRG	7.286147239328329	7.472963198607022	-0.1868159592786931	0.6617791426885202	0.9743186537302612
IDE	7.642308182936843	7.829116791646519	-0.18680860870967564	0.18939385449923118	0.8697026924205744
TMEM98	11.846153640048927	12.032940945735008	-0.1867873056860816	0.545364048371985	0.9569486510213501
ARSK	6.434608111109243	6.621328434659828	-0.18672032355058565	0.22649268358454477	0.8736914204489142
C2orf49	7.954621666193419	8.141324458574328	-0.1867027923809088	0.3281497242444399	0.9131035565988905
MEI1	5.646875477221152	5.833552042369563	-0.18667656514841102	0.8419268358036625	0.9849792210224385
SCD5	8.34230448377023	8.5289691340568	-0.18666465028656987	0.666450257073971	0.9755961805185402
ITSN2	8.606922345119473	8.793530888289856	-0.186608543170383	0.17670388861935304	0.8650890375095853
PIAS1	8.51461883573372	8.701174451290175	-0.18655561555645583	0.19821926248257216	0.8728165397322544
ABCF3	9.70769187303411	9.894117712931038	-0.18642583989692874	0.25753163783370514	0.8860700970270424
RASGEF1B	6.39919352834814	6.585593048398936	-0.18639952005079596	0.4555151495987463	0.936959781397376
CLEC4M	4.396930646855757	4.583306337287454	-0.18637569043169755	0.9231249713370293	0.9933032143273546
IGSF11	2.7160869190020733	2.902433270484464	-0.18634635148239065	0.6294574938722749	0.9687095878760558
MYLK2	2.397764226418001	2.5840623353728636	-0.18629810895486276	0.666450257073971	0.9755961805185402
ZNF197	7.637700432171544	7.823971786390782	-0.18627135421923846	0.0882317272199602	0.8159621337305715
TMEM170A	7.711551892590275	7.897794041209967	-0.18624214861969257	0.2602453848560098	0.8860700970270424
RHOXF1	3.7048975489657443	3.8910452031510867	-0.1861476541853424	0.46725507723129034	0.9419580990188465
TMEM109	11.815385045104883	12.00147049959565	-0.18608545449076708	0.11499449390645644	0.8353728452430733
PLAG1	4.316010930805321	4.501955427299114	-0.18594449649379285	0.7282959320349587	0.9808940091906584
RBM8A	11.112308734334212	11.298235191848851	-0.18592645751463976	0.31558091013114764	0.9062377066080828
ACYP2	8.466149900618436	8.652058234885413	-0.18590833426697628	0.23147161781605596	0.8736914204489142
COA1	9.509997639200183	9.695883193414774	-0.1858855542145914	0.3377865308837339	0.9185856802231688
ATP6V1G1	11.66153875757219	11.847352858867328	-0.1858141012951382	0.14597266709129952	0.8463719239308332
PPP2R2D	9.056151374498247	9.241910013647898	-0.1857586391496504	0.10776907286203796	0.8232761556054679
FKSG52	3.837470824112311	4.02305226793503	-0.18558144382271857	0.37120640742165145	0.929010731340266
SERF2	14.464615458568893	14.650147056430919	-0.18553159786202578	0.520015986108257	0.9513341174287872
KTN1	10.86230720847257	11.047794099582877	-0.18548689111030647	0.18939385449923118	0.8697026924205744
CCDC116	3.461579515828658	3.6470647841232013	-0.18548526829454337	0.4029765961643966	0.9327298137663504
PPP1R11	10.473076083147019	10.658529048348566	-0.18545296520154686	0.4401233613549981	0.9359559384630108
SUMO4	1.2107040076182671	1.396143787526671	-0.18543977990840377	0.8168522225223376	0.982466825820685
C9orf92	2.1753847912004285	2.3607640885902135	-0.18537929738978498	0.5582640703175633	0.9592513679237157
C11orf58	12.061538282341088	12.246911726566688	-0.18537344422560054	0.0823931615775313	0.8159621337305715
MRPL55	10.840769729964945	11.0260291255248	-0.18525939555985538	0.195985212527647	0.8705567537935384
CDAN1	7.917695733164168	8.102942582066797	-0.18524684890262932	0.24950843609217843	0.8830251920153038
RBL1	0.5279115472913024	0.7131562439812567	-0.18524469668995425	0.5582640703175633	0.9592513679237157
NUDT15	8.027697966681968	8.212941505187473	-0.1852435385055049	0.20047188086502143	0.8728170916360914
FAM8A1	9.07230515557231	9.257500629372764	-0.18519547380045331	0.30333251233340364	0.9029571289009394
NUCB1	12.432307907674739	12.617500058151533	-0.18519215047679438	0.1424382684225094	0.8449790698732056
KLHL21	9.086154707569346	9.271324684377667	-0.18516997680832148	0.5582640703175633	0.9592513679237157
DAZAP1	10.473846183145797	10.658970118234706	-0.18512393508890845	0.06965239566094505	0.8059145043056744
NTN4	8.432314146203378	8.617351768921738	-0.18503762271835988	0.8419268358036625	0.9849792210224385
SAFB2	10.497692414124852	10.682646947905269	-0.1849545337804166	0.18939385449923118	0.8697026924205744
FLVCR1	5.871535606763554	6.0564605249339305	-0.1849249181703767	0.545364048371985	0.9569486510213501
GRSF1	10.019229891619403	10.204117908001802	-0.1848880163823985	0.16078411527717162	0.8587097675741494
PRCD	6.413058647515787	6.597942092898998	-0.18488344538321044	0.5117036972995214	0.949770458134823
ERCC6L	2.453719650423164	2.638594417878529	-0.1848747674553648	0.4712053486803298	0.9436542566710102
ZDHHC22	0.6341549537144158	0.8190281008130337	-0.1848731470986179	0.6432275028102314	0.9704630338149229
STARD6	0.8724101500907552	1.0571838460645626	-0.18477369597380744	0.6158151105877381	0.9658305885311649
RP11-152F13.10	0.0	0.18471961452027863	-0.18471961452027863	0.8018952146527233	0.9808940091906584
TCEA2	10.933846488400244	11.118529292371324	-0.1846828039710804	0.4633232365702429	0.9397530665349443
TMEM2	8.120775227174509	8.305440168043171	-0.1846649408686627	0.6067929984663029	0.9645556505252952
MPV17L	6.134602548481137	6.319216847341137	-0.1846142988599997	0.5713106640586307	0.9601532974471874
IVL	0.49172999178214255	0.6763400005631555	-0.1846100087810129	0.9180174782412999	0.9926929292085592
NUP35	7.9076924646778926	8.092204452664557	-0.18451198798666457	0.13388987825124432	0.8445463187987361
NAPB	7.275389739421129	7.459701654990022	-0.18431191556889281	0.3094166661370834	0.90509096108072
MYPN	0.6912465985691353	0.8755572063913762	-0.18431060782224096	0.704272614364361	0.9807472742624057
OST4	12.879230949709868	13.06352942359309	-0.1842984738832225	0.25483758576400584	0.8860700970270424
PKP4	9.806152562236413	9.990441338859391	-0.18428877662297793	0.39220987638368776	0.9317670582702481
RSBN1L	7.8584690293528645	8.04264637449858	-0.1841773451457147	0.241661572704448	0.8798761619538998
MPDZ	9.043844567418828	9.227792246337625	-0.1839476789187966	0.37812871109544055	0.9303539700716243
KHDRBS1	11.341539019619919	11.525440858840723	-0.1839018392208036	0.08353511666676461	0.8159621337305715
CAPG	10.615384418572429	10.799264819138584	-0.18388040056615473	0.5756915428526264	0.9601532974471874
SLC22A14	1.1806347385693297	1.3643531343241992	-0.1837183957548696	0.5669457112732286	0.9601532974471874
KIAA0020	8.863074722279922	9.046763263922605	-0.18368854164268278	0.36777493630744684	0.929010731340266
GLO1	10.823077105446988	11.006763720910024	-0.18368661546303677	0.18509130609836566	0.8678895125292059
PMAIP1	5.899251589252462	6.082936503496964	-0.18368491424450184	0.37812871109544055	0.9303539700716243
C1orf172	3.972260792398002	4.155856743669542	-0.18359595127154016	0.25753163783370514	0.8860700970270424
CRYAB	11.883076113946967	12.0666178588876	-0.18354174494063358	0.9794704375391787	0.9964314383009453
CCDC137	8.152312122612612	8.335733937765646	-0.18342181515303402	0.1627126712853364	0.8599493053002827
EIF1	14.354615417783615	14.537941202025472	-0.1833257842418572	0.0882317272199602	0.8159621337305715
KAT7	8.973081396355074	9.156323285699418	-0.1832418893443446	0.14776485203992706	0.8497295501582417
FBF1	7.057687208495441	7.240884358909444	-0.18319715041400286	0.22403206930233066	0.8736914204489142
TMUB1	9.896921042924207	10.080000835308441	-0.183079792384234	0.3643632897949032	0.9283413869256824
HAUS5	8.066922324645756	8.250001756219008	-0.1830794315732529	0.4516390495668987	0.936959781397376
ZCCHC2	7.300778077308479	7.483828767475133	-0.1830506901666542	0.4213098000488852	0.9327298137663504
GSTP1	13.808461362130855	13.991470629692817	-0.18300926756196212	0.1495738034955988	0.8504903039156642
SKP1	13.603076981865119	13.786029406024028	-0.1829524241589091	0.11499449390645644	0.8353728452430733
KIAA1586	6.8030822629894425	6.986020207306938	-0.18293794431749522	0.3509154398446691	0.9240705596372344
TM4SF20	0.44597871235428815	0.6289058925192063	-0.1829271801649181	0.989734369141546	0.99828546360245
EBF1	7.788460657280045	7.971317551052736	-0.18285689377269065	0.6899971941996159	0.9794410678693223
PARP6	10.00231087877099	10.185146727854386	-0.18283584908339634	0.2602453848560098	0.8860700970270424
RCE1	8.566151372937481	8.748971614215542	-0.18282024127806018	0.2602453848560098	0.8860700970270424
AC138517.1	0.0	0.1827965403218917	-0.1827965403218917	0.8671628021524037	0.9878506882341637
NAIF1	7.876920064425859	8.059705135984688	-0.18278507155882906	0.0982628333367016	0.81979487117949
ANKRD30BL	2.3460906542224182	2.5287794381079136	-0.18268878388549536	0.40660449359175344	0.9327298137663504
FAM161A	6.026145136593229	6.2088144299267976	-0.18266929333356874	0.7919636927743121	0.9808940091906584
C11orf57	8.810000139845503	8.992646822905662	-0.18264668306015963	0.08353511666676461	0.8159621337305715
CEMP1	6.506927909174956	6.689533296449667	-0.18260538727471154	0.34760326833224175	0.9224174155422974
ACAA1	9.877691187755419	10.060294802453665	-0.18260361469824637	0.2050330631938454	0.8731858049525212
GRIN1	1.124496118974978	1.3070810549764165	-0.18258493600143844	0.7919636927743121	0.9808940091906584
CHORDC1	8.642305970985417	8.824852304086207	-0.18254633310078994	0.5582640703175633	0.9592513679237157
CHM	7.866924459883267	8.049410200290884	-0.18248574040761767	0.29435634181949877	0.897057847593158
MLYCD	7.895384024728688	8.077795819886907	-0.18241179515821848	0.20047188086502143	0.8728170916360914
SART1	10.511539746699052	10.693823514972841	-0.18228376827378945	0.20966922948715616	0.8731858049525212
NSMCE1	10.72846202859613	10.910735140451814	-0.18227311185568418	0.22897251752470782	0.8736914204489142
RNASEK	12.631538730768641	12.813676524823917	-0.18213779405527575	0.29435634181949877	0.897057847593158
LRRN1	5.820090096958015	6.002190352869241	-0.1821002559112257	0.8772967321755846	0.9893794946318687
ASB9	5.976158358358002	6.158212788996182	-0.18205443063818016	0.7919636927743121	0.9808940091906584
YY1AP1	10.16461571973472	10.346617711414536	-0.182001991679817	0.13222882682924997	0.8443728591214237
HNRNPA1	15.258461528098074	15.440441203594837	-0.18197967549676264	0.3281497242444399	0.9131035565988905
COA3	11.105384421717408	11.287352811371873	-0.1819683896544646	0.3377865308837339	0.9185856802231688
ZFP14	6.227649123412821	6.409552499886714	-0.1819033764738931	0.6294574938722749	0.9687095878760558
POLR2M	9.68692266575007	9.86882493716935	-0.18190227141928084	0.22897251752470782	0.8736914204489142
VDAC2	11.754615376134458	11.93647048000198	-0.18185510386752135	0.07904305377246801	0.8159621337305715
GP5	1.243758581856805	1.425575470407904	-0.1818168885510989	0.37812871109544055	0.9303539700716243
PAPLN	8.376163984550459	8.557944466621976	-0.18178048207151676	0.2769430888490504	0.892530089208796
LRRC3	4.8024068718724395	4.984146345891834	-0.18173947401939472	0.7820658175664381	0.9808940091906584
SMIM11	9.563846794949383	9.745440695798917	-0.18159390084953486	0.12895466270401057	0.8443728591214237
SNRNP40	9.55846258957201	9.739999723505077	-0.1815371339330678	0.12416195345355441	0.8412341876101684
RNF214	8.50922834003883	8.690440175529277	-0.18121183549044773	0.36777493630744684	0.929010731340266
SPIN2B	8.049243707039368	8.230438563537989	-0.181194856498621	0.47517397306405784	0.9456746145167327
ZNF177	5.890813974965267	6.071942864291988	-0.1811288893267209	0.6617791426885202	0.9743186537302612
UBE4B	9.371535439725161	9.552647650317144	-0.18111221059198357	0.28847215360018297	0.8965281333389986
PTPRM	10.156924537522201	10.337939781441177	-0.18101524391897605	0.4791608706448579	0.9469453682399468
DDT	11.040770031292908	11.22176446094949	-0.1809944296565824	0.46725507723129034	0.9419580990188465
MAP3K1	7.913855225254226	8.09484869381724	-0.18099346856301501	0.2914042633003331	0.897057847593158
NUP210	5.717716307648658	5.898666809998407	-0.18095050234974952	0.4477816728800389	0.936959781397376
EFCAB8	1.1171132759789106	1.2979326468129684	-0.18081937083405775	0.7870104540182498	0.9808940091906584
LGALS9B	0.8217433617122711	1.0025263101810198	-0.18078294846874865	0.7771299727584178	0.9808940091906584
PRPS1	9.236154645781344	9.416911691622753	-0.18075704584140873	0.39220987638368776	0.9317670582702481
PEX12	7.1599878579550955	7.340734280643586	-0.1807464226884905	0.07370638215106295	0.8132242648758496
BRDT	0.34692403580373193	0.5275697414600294	-0.1806457056562975	0.4477816728800389	0.936959781397376
TRIM65	8.286162367831208	8.46676231312812	-0.1805999452969118	0.19821926248257216	0.8728165397322544
SCLT1	6.44770234697207	6.628230577133759	-0.18052823016168862	0.2657320857467431	0.8874800050174402
ELOF1	11.02538538552872	11.205882522964506	-0.18049713743578621	0.1627126712853364	0.8599493053002827
BLOC1S6	9.122303251419124	9.30279345933535	-0.1804902079162254	0.0982628333367016	0.81979487117949
HRG	0.5583194475375829	0.7387380332796808	-0.1804185857420979	0.43632255771227413	0.9347496084055918
ZMAT4	2.1369482619494544	2.3172015938687465	-0.18025333191929205	0.9846020847529213	0.9980282277241722
TATDN1	9.737690873846267	9.917941156121632	-0.18025028227536488	0.2712979181854811	0.8899275371026625
ALDOC	8.681538893014777	8.861764124443871	-0.18022523142909463	0.545364048371985	0.9569486510213501
NVL	8.528460380896245	8.708677878676319	-0.1802174977800739	0.17465198533225113	0.8619951102631321
TRMT44	8.244613091196236	8.424705176203659	-0.18009208500742346	0.37120640742165145	0.929010731340266
TPRA1	9.971538847107764	10.151617675461269	-0.18007882835350486	0.1627126712853364	0.8599493053002827
FLT4	8.055386050135178	8.23544124278674	-0.18005519265156167	0.6158151105877381	0.9658305885311649
ZBTB21	6.84152774006742	7.021475720608141	-0.17994798054072092	0.3186930733826404	0.9095812964182177
SS18L2	8.875384966237016	9.05529454832424	-0.17990958208722319	0.1646586252098079	0.8599493053002827
PHRF1	8.339238039786789	8.519118937431973	-0.17988089764518378	0.22403206930233066	0.8736914204489142
NPRL2	8.822300345529829	9.002057839257025	-0.1797574937271964	0.2657320857467431	0.8874800050174402
MRFAP1	13.113076549603486	13.292794095205538	-0.17971754560205255	0.09065863317003886	0.8159621337305715
HERC2	9.58000000732414	9.75970666437967	-0.17970665705553124	0.17060162750109387	0.8599493053002827
GNPTG	10.839230805236044	11.018823119419508	-0.17959231418346455	0.21916830684042599	0.8736914204489142
C21orf37	0.0	0.1795609733287627	-0.1795609733287627	0.8671628021524037	0.9878506882341637
KDM1B	6.836928723123265	7.016475215283552	-0.17954649216028695	0.3993681650734089	0.9327298137663504
KLK13	3.5162395972711877	3.6957659021746903	-0.17952630490350252	0.6571211555027494	0.9739961328246173
YAE1D1	9.154615234886382	9.334116881057943	-0.17950164617156084	0.17877370284850735	0.8661417069106188
ASAH1	11.071539193783895	11.251029057703182	-0.17948986391928656	0.4250343029017649	0.9327298137663504
SIAH3	1.5461725312324701	1.7255341002579603	-0.17936156902549016	0.9078128437303326	0.9908952658086195
MAGI2	6.211548639982171	6.390876863979539	-0.17932822399736814	0.4555151495987463	0.936959781397376
POF1B	2.5086130765341292	2.687906536697883	-0.1792934601637537	0.9384656415857509	0.9939712861040823
DNAJA3	9.190004375422445	9.369263753063757	-0.17925937764131206	0.43632255771227413	0.9347496084055918
EEFSEC	8.820764672979347	8.999999995269762	-0.17923532229041506	0.20047188086502143	0.8728170916360914
PLEKHF1	8.59615966375132	8.775296265386581	-0.17913660163526046	0.7919636927743121	0.9808940091906584
PDPR	7.523070141291026	7.702056933922488	-0.1789867926314619	0.4029765961643966	0.9327298137663504
NPW	5.016959992981207	5.195945078664075	-0.17898508568286786	0.8068731139734929	0.9808940091906584
TCF19	7.0000007289517425	7.178955698706723	-0.17895496975498038	0.4477816728800389	0.936959781397376
KCTD12	10.509234871947674	10.68808857305388	-0.17885370110620613	0.5539476209967757	0.9581626055269522
ZBTB2	7.794615895194544	7.973384611958587	-0.1787687167640435	0.19376966963431652	0.8705567537935384
AJUBA	8.101548513501475	8.280300245316292	-0.17875173181481685	0.46725507723129034	0.9419580990188465
EIF2S1	9.766924441760581	9.945588499237957	-0.17866405747737524	0.37812871109544055	0.9303539700716243
NECAB2	3.6740533534722717	3.85267034992924	-0.17861699645696838	0.9384656415857509	0.9939712861040823
KIAA1199	5.493914080585315	5.672506966951106	-0.17859288636579151	0.6995022543981966	0.9801750447872553
RBBP5	7.376158335752431	7.554707223549887	-0.17854888779745526	0.09439937229987727	0.819057345557582
RP4-734P14.4	3.773289712152466	3.9518257378592105	-0.17853602570674454	0.8925348972027772	0.9893794946318687
RGS5	10.140768394952655	10.319265834989505	-0.17849744003684975	0.6340335101846356	0.9687095878760558
C1orf226	5.83917215413303	6.017626961456839	-0.17845480732380903	0.7282959320349587	0.9808940091906584
RNF133	1.4123382322752935	1.5907579050817466	-0.1784196728064531	0.6023042033360446	0.9645556505252952
ZNF211	7.710759489151015	7.889119527159509	-0.17836003800849376	0.4712053486803298	0.9436542566710102
AURKAIP1	11.116153238182356	11.294411782492345	-0.17825854430998866	0.3003204557081782	0.9009118990870272
RTKN2	2.970811601052275	3.149013337707157	-0.17820173665488204	0.5625968065874452	0.9601532974471874
PITRM1	10.007692281342079	10.185882647811242	-0.1781903664691633	0.2143808324161166	0.8736914204489142
RBM18	8.044621733773232	8.222795418783035	-0.1781736850098028	0.15887288073823558	0.8570476611388468
MRPS30	8.722306194168867	8.900438989911239	-0.17813279574237129	0.25483758576400584	0.8860700970270424
SLC29A1	10.092309319776367	10.270440656468582	-0.17813133669221415	0.5669457112732286	0.9601532974471874
MAOA	8.825378971639243	9.003385996705461	-0.17800702506621846	0.5713106640586307	0.9601532974471874
JAM2	9.824614181322808	10.002353416987262	-0.17773923566445404	0.7379820733946929	0.9808940091906584
PAX7	0.0	0.177657773549729	-0.177657773549729	0.7379820733946929	0.9808940091906584
IER5L	8.133081661920034	8.31073751935628	-0.17765585743624612	0.7282959320349587	0.9808940091906584
KIAA1549L	1.01673773582877	1.1943469861193068	-0.17760925029053687	0.8168522225223376	0.982466825820685
RPS10-NUDT3	8.13230399591109	8.309851259221384	-0.17754726331029325	0.6571211555027494	0.9739961328246173
MED12	8.839230505908393	9.016764976046073	-0.17753447013767953	0.31558091013114764	0.9062377066080828
APOPT1	9.976154286875657	10.153676910689688	-0.17752262381403128	0.19376966963431652	0.8705567537935384
RNF10	11.473077275876266	11.650588303765252	-0.1775110278889862	0.12259564111209487	0.8368485067216911
LTA	2.6338423630108343	2.8113475483751555	-0.17750518536432125	0.545364048371985	0.9569486510213501
PUM2	9.654614593547784	9.832059500944986	-0.1774449073972022	0.11648430145264732	0.8355104126264463
SFR1	7.388459532929807	7.5658857420772145	-0.17742620914740748	0.3377865308837339	0.9185856802231688
SOS1	8.052319931001929	8.229706167031347	-0.1773862360294185	0.37812871109544055	0.9303539700716243
FRMD8	8.430003676028905	8.607352080570156	-0.17734840454125056	0.29435634181949877	0.897057847593158
SLU7	9.294615047064765	9.471765000921954	-0.1771499538571888	0.14069588904213515	0.8445463187987361
SURF6	9.13845980419335	9.315590407696211	-0.17713060350286192	0.195985212527647	0.8705567537935384
GPCPD1	8.584617492588315	8.761470244067862	-0.17685275147954727	0.5756915428526264	0.9601532974471874
RP11-585F1.10	0.1051823896652715	0.28201960833333545	-0.17683721866806396	0.5800882237981223	0.9601532974471874
NAA15	7.539993166689379	7.71677081021571	-0.1767776435263313	0.23399002991371576	0.8755755958061622
NFE2L3	6.80691446494376	6.983673314905144	-0.17675884996138436	0.4712053486803298	0.9436542566710102
ZNF488	2.59407674648956	2.7708288725828982	-0.176752126093338	0.545364048371985	0.9569486510213501
KLRF1	4.7884134186576235	4.965136553387334	-0.1767231347297109	0.5368470010200745	0.9569486510213501
ZNF581	9.297693518138033	9.474412049290681	-0.17671853115264824	0.3003204557081782	0.9009118990870272
RYBP	8.441535118935235	8.618238551156168	-0.17670343222093265	0.19376966963431652	0.8705567537935384
PRLR	7.069205053099395	7.245760312178778	-0.1765552590793824	0.9948670783573779	0.9986506769026382
MGAT4A	7.442302762290926	7.6188199154521214	-0.17651715316119532	0.8118588480397005	0.982430122292294
MMAB	9.622308139586783	9.798676555408733	-0.1763684158219494	0.45940990266528814	0.9391371812033031
CRYBB3	1.9013566204365426	2.0777005549601424	-0.17634393452359975	0.7919636927743121	0.9808940091906584
C7orf10	6.239971163623212	6.416298680931341	-0.17632751730812934	0.7771299727584178	0.9808940091906584
RP11-159G9.5	5.32155192258676	5.497811945247711	-0.17626002266095053	0.38161948296156434	0.931107309505867
GFOD1	5.620844722222203	5.797055589413833	-0.17621086719162982	0.5326137014911195	0.9557553189039579
CCDC146	8.213850025277175	8.389999263980638	-0.17614923870346288	0.6203481506362145	0.9680216364824555
MUTYH	8.731535919378999	8.90764643915754	-0.17611051977854153	0.2602453848560098	0.8860700970270424
GLRX2	7.6292297651516305	7.8052968890504415	-0.17606712389881096	0.3281497242444399	0.9131035565988905
FGFR1OP	7.466914871935517	7.642942185580313	-0.17602731364479585	0.45940990266528814	0.9391371812033031
RP11-159D12.5	6.3084396965194	6.484411246780989	-0.17597155026158884	0.7771299727584178	0.9808940091906584
LATS1	7.572311862920439	7.748241595735868	-0.17592973281542879	0.43632255771227413	0.9347496084055918
GINM1	10.211537180035542	10.387352614349778	-0.17581543431423619	0.08353511666676461	0.8159621337305715
LDLR	8.989229681720136	9.164998672701088	-0.1757689909809521	0.8068731139734929	0.9808940091906584
CTNNA3	3.613225831816974	3.7889910990898663	-0.17576526727289243	0.9487058131156659	0.9950947571538621
NOVA2	6.354619522513699	6.530311598887872	-0.1756920763741725	0.7282959320349587	0.9808940091906584
AUP1	11.188461069349428	11.364117251170638	-0.17565618182121057	0.13058378393327652	0.8443728591214237
EBAG9	9.2261557737693	9.401766437958171	-0.17561066418887172	0.08014722490989534	0.8159621337305715
CYB5R1	10.191539147546315	10.367058624606178	-0.17551947705986315	0.4176045152359017	0.9327298137663504
BTNL3	0.45284062136389763	0.6282795520375136	-0.175438930673616	0.6158151105877381	0.9658305885311649
ACOT6	0.4836969086855674	0.6590429279220221	-0.1753460192364547	0.5496475753671602	0.9580037939120225
MIER1	8.529999849530528	8.705294976789636	-0.17529512725910834	0.3003204557081782	0.9009118990870272
PSIP1	10.56846173998135	10.743676788563294	-0.17521504858194348	0.155102066592696	0.8551979524027185
EP400	7.589998057639031	7.7651477383014935	-0.17514968066246261	0.16078411527717162	0.8587097675741494
POLR2L	11.396923349584245	11.571912016413211	-0.1749886668289662	0.3063645802651961	0.9041503379986633
RRNAD1	9.633846685853268	9.808675790136189	-0.17482910428292087	0.24687326984382685	0.8819254590811642
C1orf186	7.828466683575569	8.003238003073372	-0.1747713194978031	0.7919636927743121	0.9808940091906584
ITFG2	9.57307702583661	9.747794591558371	-0.17471756572176034	0.14597266709129952	0.8463719239308332
HDGFRP2	10.580766725032525	10.755440420609954	-0.17467369557742884	0.3313419840804541	0.9148575218425152
PTBP3	7.937698507823702	8.112353423108893	-0.17465491528519017	0.3186930733826404	0.9095812964182177
DROSHA	10.08615129767666	10.260735895916252	-0.17458459823959238	0.3186930733826404	0.9095812964182177
WDR48	9.156155055509885	9.330734847389829	-0.17457979187994432	0.20047188086502143	0.8728170916360914
PPM1K	8.7469220732611	8.921471362345997	-0.1745492890848972	0.28555999816847455	0.8958860786639549
CHTOP	10.671537711835601	10.846029197869997	-0.17449148603439646	0.13726035166395412	0.8445463187987361
COG7	8.698463211424631	8.872940399668565	-0.17447718824393377	0.24950843609217843	0.8830251920153038
EMC2	9.586155566342729	9.760587681817059	-0.17443211547433002	0.17060162750109387	0.8599493053002827
ING2	8.139996464038301	8.314413613946803	-0.17441714990850166	0.25753163783370514	0.8860700970270424
TRIM39-RPP21	0.7563764333112937	0.9307788855953886	-0.1744024522840949	0.7186529876661424	0.9808940091906584
ODF1	0.5279635749066213	0.7023266820364501	-0.17436310712982883	0.6112966800950675	0.9658305885311649
SNRPA	10.684615620460743	10.858970213423383	-0.17435459296264	0.21676505922224387	0.8736914204489142
FOXRED2	7.398453758012521	7.5727972971687105	-0.1743435391561894	0.4633232365702429	0.9397530665349443
C14orf144	1.3073778215105358	1.4817017713749834	-0.17432394986444755	0.7138481515555499	0.9808940091906584
LENG1	8.343077211095924	8.517350554845773	-0.17427334374984937	0.21201557377004443	0.8731858049525212
PDS5A	8.76768829126005	8.941913366387285	-0.17422507512723406	0.2712979181854811	0.8899275371026625
SLC25A1	10.058461830348127	10.232646168159576	-0.1741843378114485	0.2769430888490504	0.892530089208796
GGT1	7.118462415541544	7.292644246340947	-0.17418183079940253	0.5368470010200745	0.9569486510213501
MRPS33	10.336151626069942	10.510293792876459	-0.17414216680651684	0.2973284021488968	0.8996419438338109
GABPB1	7.784621561261558	7.958676959915425	-0.17405539865386732	0.06866802350639178	0.8059145043056744
ATP6C	0.6630657451757723	0.8370718336531864	-0.17400608847741406	0.6478451825435806	0.9709147847665972
IDI1	8.936153090629347	9.110000819560664	-0.1738477289313174	0.4176045152359017	0.9327298137663504
FAM13C	7.944620700491139	8.118384345400372	-0.1737636449092328	0.9846020847529213	0.9980282277241722
FADS2	10.139229185014399	10.31293996394581	-0.17371077893141162	0.9435845619009471	0.9949375892392339
CASD1	8.43691881864562	8.610587536110094	-0.17366871746447465	0.4516390495668987	0.936959781397376
WAC	10.412308052457245	10.585881652556694	-0.17357360009944856	0.19157257141952122	0.8705567537935384
SMC2	6.5323190372995015	6.705881575663492	-0.17356253836399027	0.1666220527407819	0.8599493053002827
ANKRD37	7.847696064368633	8.021027360182925	-0.1733312958142923	0.6248956592707766	0.9687095878760558
CATSPER3	4.000652368122891	4.1739508337435645	-0.17329846562067353	0.37120640742165145	0.929010731340266
C15ORF37	0.5692327321472326	0.7424908580607809	-0.17325812591354828	0.7771299727584178	0.9808940091906584
ZNF576	8.546918961421284	8.720146055840427	-0.1732270944191434	0.4176045152359017	0.9327298137663504
TCP1	11.700768196375861	11.873970774263018	-0.17320257788715665	0.195985212527647	0.8705567537935384
DGCR6	6.3953641717119805	6.568527903446619	-0.17316373173463884	0.4401233613549981	0.9359559384630108
ZW10	7.337696330969347	7.510737145098543	-0.17304081412919547	0.18939385449923118	0.8697026924205744
COX5B	11.94153870500608	12.114558868328407	-0.1730201633223274	0.38866010140915885	0.931107309505867
MRPL11	10.608463163809063	10.781470251450527	-0.173007087641464	0.22897251752470782	0.8736914204489142
CYP46A1	5.409979710476439	5.5829284197701	-0.17294870929366102	0.4712053486803298	0.9436542566710102
LACE1	5.467660583083305	5.640583001114967	-0.17292241803166242	0.38512995802929595	0.931107309505867
TMEM70	9.09922893006025	9.272059003513068	-0.1728300734528183	0.28555999816847455	0.8958860786639549
NKPD1	1.4087436972052576	1.5814992698431356	-0.172755572637878	0.6203481506362145	0.9680216364824555
ESPN	5.069187430760045	5.241620127392084	-0.17243269663203886	0.22897251752470782	0.8736914204489142
LRRC16B	2.5529307883618677	2.7252810187578427	-0.17235023039597497	0.6899971941996159	0.9794410678693223
ZNF396	5.352290477203866	5.524570322020597	-0.17227984481673086	0.5368470010200745	0.9569486510213501
CPXM1	10.19767834891193	10.369854046294812	-0.1721756973828814	0.7574782590772212	0.9808940091906584
