Name	Mean(log(lung_black))	Mean(log(lung_white))	logFC	M-W U test pval	Adj pval
FCER1G	13.08179489711001	13.187695133868994	-0.10590023675898408	0.5867667742314253	0.8091312555692222
IRS2	7.96692223417487	8.072711332126364	-0.10578909795149372	0.63257073538715	0.8359609776410112
MILR1	6.9115349407757	7.017323013848861	-0.10578807307316129	0.478927539969219	0.7416230216749781
NFKBIZ	9.89333168463892	9.999107559538395	-0.10577587489947504	0.4945963194200672	0.7529984426803223
MELK	4.207959502551944	4.313734959539081	-0.10577545698713742	0.5954039510156337	0.8134656230980285
GLTP	9.940769570087443	10.046542324769426	-0.10577275468198266	0.2719431811385704	0.5702509170864299
MKNK2	11.640256349234168	11.745947893818341	-0.10569154458417351	0.4037110033377258	0.6881033966108248
UIMC1	8.789744880589051	8.895428360335568	-0.10568347974651715	0.24598109846371952	0.5436000200486907
HSDL2	9.534359925528118	9.640000473783832	-0.1056405482557139	0.38134775448049085	0.6686343799555886
ERICH1	8.63564080592491	8.741263071751364	-0.10562226582645451	0.46765093146463477	0.7340853959518986
TAF7	10.563077600576664	10.668698646104936	-0.105621045528272	0.34728455769351574	0.639638588664473
FARP1	10.328975197875158	10.434572312022937	-0.10559711414777873	0.3198806735262031	0.6168528652389771
MKLN1	8.250259824657086	8.355835642532906	-0.10557581787582038	0.24092726199250103	0.5395680392778442
RBP7	8.060506603154252	8.16602177789056	-0.10551517473630767	0.6671869898680116	0.8552089991185408
TRAM2	8.045643138160354	8.151153411277086	-0.10551027311673167	0.6223365305755885	0.8299035582369934
LY96	9.465383670503403	9.57085516054221	-0.1054714900388074	0.5508832771093337	0.7873713893199801
CSDE1	12.28205107924539	12.387509394441214	-0.10545831519582372	0.13492992552107497	0.40724955313056305
DNAJC1	9.313845044266841	9.419255377956041	-0.10541033368919983	0.2961492172242455	0.5951086333540725
GNL2	9.733077397465724	9.838475734287526	-0.10539833682180166	0.34975767879812336	0.6419214800233218
GTSF1	5.013560125557095	5.118872283116284	-0.10531215755918844	0.9539718878309246	0.9832891516880864
TSHB	0.567629881418421	0.6729276147518163	-0.10529773333339532	0.4285227210832081	0.7082544510724554
CARKD	9.142052163539214	9.247285704680076	-0.10523354114086203	0.41408045771305035	0.6956215566709781
SH3GL1	9.738462076528377	9.84356897823131	-0.1051069017029338	0.25711749108312065	0.555207937823784
LIG4	7.2946218813536845	7.3996685097259585	-0.10504662837227396	0.25110879444526224	0.5490687194665765
CAPN6	3.791654110866461	3.896671363303205	-0.10501725243674365	0.7928398501125572	0.9202217417787197
DEFA1B	2.7668937633330843	2.8718714623835857	-0.10497769905050136	0.600078637575075	0.8161786517936718
DENND1B	7.08281380655527	7.187770529218597	-0.104956722663327	0.22071842889366788	0.517472197092106
TET2	6.872564891241186	6.977474631418854	-0.10490974017766774	0.34139459193167554	0.634630836813277
P2RX1	7.052312850017281	7.157217239222264	-0.10490438920498324	0.41133648662043143	0.6937636686730225
SP7	0.5258131004317003	0.6306931995286412	-0.10488009909694096	0.9355949606779383	0.977010058707948
C5orf48	0.0	0.1048649335123739	-0.1048649335123739	0.7075279703789321	0.8775197082907322
CLIP2	7.621799480379589	7.72665418428923	-0.10485470390964124	0.5062176089887088	0.7602238884227233
PGRMC1	10.963077602395536	11.067917959406037	-0.10484035701050054	0.3517442027177847	0.6435569037468651
PDE6H	0.8106953494145862	0.9154825379815469	-0.10478718856696068	0.529254186323599	0.774385574140386
C8orf56	2.913122473412589	3.017860214797708	-0.10473774138511871	0.44211047668721903	0.7181978415331044
GNB1	12.1151283424084	12.21985143569383	-0.10472309328542906	0.3735487760957106	0.6622282011345353
PSMD7	10.543845612977863	10.648512939992143	-0.10466732701427972	0.1346790203016084	0.40696437991254225
RCN3	8.70128312268559	8.80594763755649	-0.10466451487089934	0.7943233087331438	0.9210630395166188
IL7	6.607434587227733	6.712075521960578	-0.10464093473284564	0.5775306602873567	0.8032677856387155
ADNP2	7.466929748397797	7.571562251114617	-0.10463250271681979	0.31801219501125866	0.6150847595098813
SNRPD1	9.893075067078467	9.9976952387722	-0.10462017169373361	0.5703220795109145	0.7987930256135334
GART	9.117946948666123	9.222564962134937	-0.10461801346881394	0.46119022523963404	0.7295402051649627
AMMECR1	6.51178572386797	6.616391881870609	-0.10460615800263895	0.23254206754084905	0.5316414931024281
SFT2D1	10.358205374890868	10.462714001547369	-0.10450862665650007	0.2034591980939109	0.4974357518708961
KDM5C	9.345385078779568	9.449887868794903	-0.10450279001533502	0.4831192055531076	0.7442536771724916
SYN3	4.380258112821268	4.484736677095262	-0.10447856427399405	0.5381077311440576	0.7794494551495726
PTPLAD2	8.354104624939334	8.458400783627274	-0.10429615868794073	0.348272467898603	0.640421868474289
COQ10B	9.073076802840761	9.177359903748075	-0.1042831009073133	0.08897910919173724	0.33474231286922507
KRT8	12.928205203953704	13.032304852287103	-0.10409964833339913	0.7032402511255726	0.8752416765870928
FAM228A	3.876011888221798	3.9801103306100125	-0.10409844238821453	0.701099915480607	0.8738318957523142
PLCZ1	0.3302237015569682	0.4343218975372362	-0.10409819598026804	0.5987413190502037	0.8155169323567653
ASB14	2.9847335631121936	3.0887729521069573	-0.10403938899476373	0.6477085936336304	0.8443253100891617
ASAP3	8.815387172864153	8.919404257646088	-0.10401708478193505	0.4629472731604243	0.7310496608686071
ABCA7	8.767691361157688	8.871636294265226	-0.10394493310753816	0.4313332978025508	0.7104496716632048
ACAD11	7.7266725278342125	7.830560308391968	-0.1038877805577556	0.386074754216826	0.6725840275298293
NKAP	8.501282174398085	8.605166070535551	-0.10388389613746618	0.19938639305880512	0.4927035265111206
NCBP2	9.874104504234728	9.977881094574998	-0.10377659034027076	0.4958128593898562	0.7534204251320868
PIANP	3.5942793066567718	3.6980304210379917	-0.10375111438121998	0.8166616166969092	0.9325960222776593
C10orf11	8.567693731218258	8.671412421457454	-0.10371869023919622	0.24169997906625207	0.5402356429497525
GANC	9.067689813837045	9.171337454746002	-0.10364764090895662	0.49156196434137367	0.7507192029002178
SPECC1	7.946155130340226	8.049666493792731	-0.10351136345250556	0.48914169459876	0.7485294128251926
ZNF260	6.539224285066371	6.642673277277097	-0.10344899221072534	0.4096952970583977	0.6923420942773999
MKI67IP	9.45281894821626	9.556245291465961	-0.10342634324970135	0.528624637267809	0.7742731135532682
JAK3	7.052566046225161	7.155985529714131	-0.10341948348896945	0.5834603110154346	0.8070772584090153
DAGLB	8.520771099700541	8.624163628960822	-0.10339252926028131	0.16479590009577483	0.44956005580351277
AHCY	10.41794905617993	10.521337787688593	-0.10338873150866235	0.3133723484081079	0.609932372470713
CFL2	10.14948647428849	10.252862255318638	-0.103375781030147	0.3096927145556484	0.6065301341528625
ANKRD2	3.0697004502084533	3.1729617244790345	-0.10326127427058118	0.8106893441599865	0.9297401974711382
AMPD2	9.133075682890658	9.236318910059095	-0.10324322716843781	0.2974854504138479	0.5961493203055676
POLQ	2.1360371007381067	2.239245346162557	-0.1032082454244505	0.5954039510156337	0.8134656230980285
AP1M1	9.875131420802774	9.97832764708155	-0.10319622627877578	0.2640471219771897	0.562654464955357
MTR	7.6117960673935405	7.71498456589564	-0.10318849850209943	0.32742623733693743	0.623232298743761
PUS7L	5.2977127468389815	5.400884014135499	-0.10317126729651704	0.5381077311440576	0.7794494551495726
PELI2	6.953842517087142	7.0569889015798974	-0.1031463844927556	0.5425622102000567	0.7827267880357598
LIX1L	8.450001500404	8.553121967241903	-0.10312046683790399	0.33701933371972825	0.6313306012861233
STX1B	3.214133750940359	3.317243236846185	-0.10310948590582569	0.4873307129941452	0.7468877341621958
CHST1	6.083797045202108	6.186874641965794	-0.10307759676368544	0.48492171335815115	0.7453282339166721
RAB9A	9.366922734285234	9.469851197186813	-0.10292846290157875	0.1307134104068446	0.40171323495265837
BFAR	10.244358861547607	10.347286443511546	-0.10292758196393947	0.33316061920865603	0.6278478059838621
TMEM244	0.30948465834780997	0.4124071183396831	-0.1029224599918731	0.7950653174639994	0.9215127322379149
TRAF6	7.2546222585015885	7.357473140704625	-0.10285088220303695	0.22473319394044722	0.5215138797201102
RP11-212D19.4	0.9503977195235339	1.053182619820257	-0.10278490029672305	0.6904340841732965	0.8686829389267066
FAM57B	1.2209775603108588	1.3237379554808617	-0.1027603951700029	0.46060537174799854	0.7291850686956319
MMP20	0.0	0.102712882400968	-0.102712882400968	0.8807083906603121	0.9560386964716937
ITPR1	8.849227995290265	8.951933847244625	-0.10270585195435977	0.6650889610071227	0.8539622220714691
BTF3L4	9.617691773503717	9.720334608471461	-0.10264283496774418	0.3443315376796643	0.6372285300499996
INTS6	8.085131881610366	8.187770337536097	-0.10263845592573162	0.23405104198108662	0.5335508294604517
EMC2	10.036409450397048	10.138996535967614	-0.1025870855705655	0.3208175998593876	0.6172332694526904
GDAP2	7.281034060679933	7.383609813906165	-0.10257575322623236	0.23104000920991064	0.5295369554154157
CNOT2	9.516921635712919	9.61936784711019	-0.10244621139727172	0.18432565628358144	0.4739430823431576
CD82	11.302820629734379	11.405241682571992	-0.10242105283761305	0.513010793796469	0.7649379872786387
GIF	0.39784160360478243	0.5001991192826973	-0.1023575156779149	0.5742487165671226	0.8016417006071161
INPP4B	6.403330958891471	6.505685700469527	-0.1023547415780568	0.5801625570545128	0.8050838531756163
COX19	6.991543730167527	7.093794605382861	-0.10225087521533371	0.285604075098955	0.5845607345136176
NKIRAS1	7.536928230964188	7.639148108362488	-0.10221987739830052	0.32600271289246785	0.6219527977370233
CTPS1	8.37717872175455	8.479295112944358	-0.1021163911898082	0.3527401390637851	0.6442787496369125
ANKRD28	8.781536799111622	8.883643777144789	-0.10210697803316648	0.4381221196930031	0.7152276841026328
LRRC59	10.325641282363446	10.427695026582969	-0.10205374421952307	0.27026756254677553	0.5682420744749338
SPRR1A	3.4774935509523877	3.5795042531362817	-0.10201070218389408	0.9394209856144261	0.9779773059340304
NOP14	8.360765645730702	8.462714419894715	-0.10194877416401305	0.3046800051692098	0.6023482690123371
CS	10.882563105172617	10.984460710706665	-0.10189760553404881	0.18720403814160635	0.4776351838939387
PAPSS1	10.212307024956484	10.314089168738457	-0.10178214378197303	0.38134775448049085	0.6686343799555886
MDN1	8.27717724960875	8.37892074325331	-0.1017434936445607	0.3876583376959404	0.6738602315661416
ZNF81	5.389004417895522	5.490699354077943	-0.10169493618242154	0.5907459506622765	0.8115459948300053
ITGAX	9.758719779805528	9.860334894960934	-0.10161511515540589	0.5273666839821036	0.7734881250448636
SH2D1A	5.84746745559368	5.9490362734494715	-0.10156881785579142	0.7111081754539728	0.878728598952894
UBE2N	10.703077006334986	10.804609284691894	-0.10153227835690792	0.2970395923149808	0.595714685083188
SPRR2D	3.4715355903790703	3.57306666377731	-0.10153107339823952	0.9762091296391373	0.9918947036927008
SF3B2	11.537436084490214	11.638884855594677	-0.10144877110446338	0.15902417191267348	0.44135145060554853
SLC20A1	9.13640985419838	9.237619530745764	-0.10120967654738422	0.699674340576251	0.8728914296872643
TRIM6-TRIM34	1.708135491413795	1.8093271254014054	-0.10119163398761044	0.6713908491640057	0.8572789837323755
SLC12A7	9.145383004982472	9.246542682748348	-0.10115967776587631	0.6463262652588182	0.8434289153692746
UBE2A	10.228973936711665	10.329999714207128	-0.10102577749546349	0.18496244823288077	0.4745085374302331
KCNN4	6.976949846086042	7.077958826026634	-0.10100897994059199	0.9815801679844521	0.9938035367652236
IQCF5	0.025825525677030867	0.126815145399487	-0.10098961972245613	0.4819195579083557	0.7437897447988961
C3orf52	7.473582522675106	7.5744999106069075	-0.10091738793180127	0.4069686504363563	0.6910043876325678
PCBP1	12.70230774346966	12.803159943371115	-0.10085219990145511	0.29659418126393233	0.5954115111528588
RNF126	9.53769214471734	9.638512428043082	-0.10082028332574211	0.4010082607945896	0.6859361740951504
FKBP14	6.876670352430742	6.97747214772155	-0.10080179529080802	0.6088039446056013	0.8216033671105751
SNRK	9.206923301533775	9.307694204808827	-0.10077090327505189	0.41463054870528404	0.6960320354890435
SS18L2	9.02538413057018	9.126133409977925	-0.10074927940774536	0.14767217976623437	0.4259432590913304
ZNF706	11.185640526920777	11.286319474381841	-0.10067894746106454	0.3001699889529049	0.5983031453223492
HSPA9	11.014615121473653	11.115278697686271	-0.10066357621261801	0.2665233470673958	0.5640817195573983
DCAF13	8.327692610242703	8.428326999891636	-0.10063438964893301	0.58544314725894	0.8081014550462191
FARP2	8.350256592525302	8.450890802479943	-0.10063420995464156	0.28085675185136316	0.5796649098727364
AC020922.1	2.7288538476699133	2.8294344309375017	-0.10058058326758834	0.5994098093800817	0.8158782846360275
RP11-404P21.8	1.0425890475566335	1.1431451462976607	-0.10055609874102722	0.5729384160545085	0.8007946610272224
CD96	7.05512215142377	7.155613955373549	-0.10049180394977864	0.529884116519461	0.7746848783858411
LCE6A	0.19064391461094077	0.2911250072709893	-0.10048109266004851	0.5814806101141967	0.8057463951456859
BEND6	3.6306487991899927	3.731060565031878	-0.10041176584188527	0.6387453721760559	0.8408869971136569
MYOF	10.049487551849325	10.14988811884037	-0.10040056699104483	0.6560279538130955	0.8495755596134605
SEC14L4	6.551296688877266	6.651632124146373	-0.10033543526910726	0.6463262652588182	0.8434289153692746
TROVE2	7.818464003771657	7.91877620453787	-0.10031220076621228	0.2232672846415824	0.5200337367812379
TNKS	7.251283784641726	7.351562044280088	-0.10027825963836268	0.4157320261099082	0.696917494432405
WEE1	8.498717657452302	8.598995722548434	-0.10027806509613235	0.5086823709528412	0.7619149058140591
TBKBP1	7.473079941090639	7.573346994008537	-0.10026705291789817	0.26487076136252563	0.5630706555310281
DDX31	7.1297368510345205	7.230001098859236	-0.10026424782471555	0.4313332978025508	0.7104496716632048
CEP112	8.027177659358639	8.127436273871162	-0.10025861451252283	0.3298077310773495	0.6249566536656632
CDCA5	5.266407130049563	5.366660499781143	-0.10025336973157994	0.9325352070182094	0.975997424873032
PCP4	3.867362378950492	3.9676129215671807	-0.10025054261668886	0.5954039510156337	0.8134656230980285
RP11-17M16.1	1.8346571004511039	1.934865549325477	-0.10020844887437308	0.5387429598646474	0.7799973594924047
DNAJC9	7.607438129291855	7.707622082034531	-0.10018395274267622	0.19109332899415854	0.48228820782173165
NCL	12.41692300505576	12.517100452919117	-0.1001774478633557	0.3409066644550899	0.6341769328964348
RABEP1	8.766408718599102	8.866542455119616	-0.1001337365205135	0.1410606349840159	0.4161665777302604
CST1	1.346403687815127	1.446504284779111	-0.10010059696398388	0.864795313735166	0.9502052641776677
NKRF	6.7815330940355745	6.881597580210478	-0.1000644861749036	0.336051971628202	0.6308811985664173
PPP2CB	11.310512824950871	11.41044595764977	-0.09993313269889903	0.2740476872012788	0.5726857692839575
SGCD	6.3084632438003645	6.408371332642667	-0.09990808884230251	0.4795251308794164	0.7421697699988044
C22orf42	0.39191942847389344	0.49177703962066915	-0.09985761114677572	0.33653542909013856	0.6313306012861233
ERP44	9.058714170783672	9.15851268150646	-0.09979851072278834	0.12852290096393382	0.3989533104406277
MADCAM1	2.703080627767214	2.80283723477455	-0.09975660700733568	0.8263891577165705	0.936015880361601
CD47	11.80897456916991	11.908699060490754	-0.09972449132084371	0.38502122964193164	0.6719055801302087
ZNF721	8.156920184121478	8.25661661466988	-0.09969643054840205	0.48012312840601146	0.7424643300102132
CMTM6	10.131539045266514	10.231226521720833	-0.09968747645431897	0.28085675185136316	0.5796649098727364
BAG2	7.897953138073628	7.997585488272743	-0.09963235019911476	0.5618585408850841	0.7945157035949337
DHX36	9.271024629622335	9.370594724901308	-0.0995700952789722	0.3993918440569323	0.6843281836452019
RPS14	14.971794867353479	15.071301127247695	-0.09950625989421624	0.5677114508730817	0.7975901367970812
VHL	8.35102556879779	8.450519942702714	-0.09949437390492477	0.3881870774634606	0.6743287919462557
PMEPA1	9.187693599594741	9.28713701484373	-0.09944341524898803	0.677012007417806	0.8610155502159974
ZNF300	4.88824777428761	4.987690491168889	-0.09944271688127948	0.6727944316292728	0.8584091487202127
PSMA7	12.255640959926605	12.355018651216492	-0.09937769128988627	0.2723631947223487	0.57073737225675
LMOD2	0.7824014495656053	0.8817637227263311	-0.09936227316072577	0.19972350118575288	0.49293459867121986
SCOC	9.981280271920765	10.08059477780654	-0.09931450588577562	0.6911432587264449	0.8689148852634277
EIF2A	10.51589771777836	10.615204140037378	-0.09930642225901742	0.3198806735262031	0.6168528652389771
APOA4	0.4183111562862569	0.5175961492322098	-0.09928499294595283	0.862526330875462	0.9493158601501127
SERINC5	7.868713860730239	7.967992412295818	-0.09927855156557897	0.5599140724406444	0.7933677030490169
COX7A2L	11.211281960148494	11.310520304219652	-0.09923834407115883	0.5006949471381623	0.7573005877651534
SYNRG	8.227687734151106	8.32691441081043	-0.09922667665932394	0.2551036030679039	0.5527598832924052
CTD-2006C1.10	0.462534560356452	0.5617440268737514	-0.09920946651729934	0.9065720663811762	0.9654692984582176
DCAF16	7.753849785422513	7.852973607018056	-0.09912382159554323	0.23405104198108662	0.5335508294604517
ADH6	3.5619567447033673	3.6610753459347327	-0.0991186012313654	0.7552788093161374	0.9012670472589107
CCDC9	8.937181482881238	9.036282260335279	-0.09910077745404067	0.35724390067755774	0.6476979511338657
NNAT	5.002377275947317	5.101410240629504	-0.0990329646821877	0.9961622088650601	0.9984098920175265
CLASP1	8.063846735309113	8.162825727182062	-0.0989789918729489	0.27616329443090215	0.5747327069107062
WWP1	9.052818263738683	9.151783773995975	-0.09896551025729217	0.26445872062474496	0.562654464955357
MAGEA2	0.6456463375374485	0.744563992758329	-0.09891765522088047	0.8338901390540823	0.939022272457364
AP000304.12	0.09993569612965034	0.1988382133969828	-0.09890251726733246	0.592075096394343	0.8123302437497194
AP2B1	10.58538448756561	10.684275211957871	-0.09889072439226076	0.18784816203026977	0.47834042602003257
PLAC1	1.343330855294691	1.4421957679590924	-0.09886491266440145	0.9310057010880907	0.9752373075012255
IQCH	4.86430099022132	4.963068619651221	-0.0987676294299007	0.5117721467439243	0.764468039411118
ADRA1B	5.534149838255207	5.632887446990515	-0.09873760873530824	0.677012007417806	0.8610155502159974
ELF4	8.634615193904196	8.733346724783754	-0.098731530879558	0.32034891277345956	0.6168528652389771
NAA16	7.509999377098156	7.608702989323818	-0.09870361222566171	0.35124690305056816	0.6432933023287357
PNO1	8.087693611192508	8.186321718588298	-0.09862810739578975	0.44439883513974954	0.7198604985826842
BOD1L1	8.585384534359813	8.683977776107255	-0.09859324174744266	0.3720009097630145	0.6612865367109829
DDX60L	8.107439542890477	8.206022438455005	-0.09858289556452782	0.6989619494686996	0.8726602470503844
RP11-422N16.3	0.7986515661804913	0.8972042152106673	-0.09855264903017602	0.850444680458468	0.9446964635870461
RNF24	7.690770846865428	7.789293662970971	-0.09852281610554314	0.45419942611984343	0.7257308254513589
ZC3H7A	9.625383160729331	9.723866328026055	-0.0984831672967239	0.2203560167832922	0.5172217782777829
DENND1A	7.520767521883042	7.6192207749916525	-0.09845325310861064	0.27110448485661975	0.5691475363929405
ARSJ	6.937427255525715	7.035834316930124	-0.09840706140440947	0.6525562909244507	0.8479739686276201
ZNF106	9.080253999429013	9.178661015240378	-0.09840701581136457	0.40208805135503833	0.6870733337659934
GMDS	8.239230806817766	8.33762167956008	-0.09839087274231417	0.9256544734347083	0.9724845266912551
GRAMD1A	10.861538170474141	10.959851382002778	-0.09831321152863737	0.35124690305056816	0.6432933023287357
KLF7	8.067436494366179	8.16565383685201	-0.0982173424858317	0.27573928443592877	0.5741127070020733
MGEA5	10.242050700286203	10.340260365498079	-0.09820966521187557	0.4010082607945896	0.6859361740951504
MUCL1	3.2560017887964157	3.3541820165691925	-0.0981802277727768	0.980812819984915	0.9935237264344664
TFAM	8.2848678372795	8.38293789472805	-0.09807005744855068	0.4246058661002452	0.7045942627259832
DAP	10.90333392525044	11.001375403472792	-0.09804147822235265	0.4257228271286627	0.7054193547145123
PACS1	9.630510632827876	9.728550028695867	-0.09803939586799082	0.2869081590932736	0.5856502346342412
FAM159B	0.37666502586844647	0.47460136362513755	-0.09793633775669108	0.7706807417663594	0.9085731272041
SGOL1	3.1714413340318375	3.2693229007746964	-0.09788156674285897	0.529884116519461	0.7746848783858411
LRRC42	8.696153453982447	8.794014258543493	-0.09786080456104607	0.2961492172242455	0.5951086333540725
DUSP18	7.523593887839488	7.621376390566412	-0.09778250272692368	0.4741614838208126	0.7385758589928701
WDR3	7.284874300408839	7.382639446198962	-0.09776514579012296	0.7706807417663594	0.9085731272041
BTAF1	7.936920354373638	8.03468471932857	-0.09776436495493268	0.5317761904172575	0.7760182676185171
TRIM8	10.857948196173142	10.955687675097977	-0.0977394789248347	0.2948170067969571	0.5936105392798433
MDGA1	6.713356135899183	6.811057105732618	-0.09770096983343546	0.5031455134402609	0.7588014318295819
THEMIS2	10.684614904765056	10.782267434592127	-0.09765252982707118	0.4086033372071609	0.6917163020279619
UFL1	8.187436521248312	8.284980555649632	-0.09754403440132009	0.214970983678768	0.5110366211666522
CCDC117	7.921021080280555	8.018550944811201	-0.09752986453064594	0.2873437457072353	0.5858827022861811
RNF144A	6.974609529992589	7.072121908007139	-0.09751237801454948	0.6692876240144583	0.856334565726522
PRPF38B	9.21692047264181	9.314423263960082	-0.09750279131827178	0.20655331186115833	0.5007652976058861
CCDC50	9.336154949919813	9.43364285578179	-0.09748790586197664	0.17496768673984409	0.4619471601777385
PIKFYVE	7.137957340159685	7.2354294198596385	-0.09747207969995308	0.39349860447166307	0.6790861920437722
CYP3A4	0.8351435826941244	0.9326126986936207	-0.09746911599949637	0.3808247339766966	0.6681676353741424
VSTM2L	7.93457218389622	8.032002682474683	-0.09743049857846309	0.9141991844683165	0.9682695869460296
COL6A6	7.847958954410641	7.945354322496722	-0.0973953680860804	0.5261102594644723	0.7730772991259456
NUP205	8.927181705801084	9.024572536450787	-0.09739083064970266	0.4207100145774445	0.7005550686188552
KPNA6	8.535124248286438	8.632490758162096	-0.09736650987565731	0.19837756334978196	0.4917452271302884
LSM14A	10.348205596859897	10.445538882313883	-0.09733328545398656	0.33653542909013856	0.6313306012861233
NUP160	8.520254705548831	8.617584272994543	-0.09732956744571197	0.3119891272572505	0.6082802682377739
SRSF3	11.4489741613673	11.546208085260254	-0.09723392389295427	0.19670448389562767	0.4892627780261091
SUCLG2	9.802051277279002	9.8992563287438	-0.09720505146479752	0.46119022523963404	0.7295402051649627
RP11-93B14.6	1.4493823332747442	1.5465407622026597	-0.09715842892791549	0.5432000614846604	0.7830886978357188
ATXN2	9.441281798995567	9.538438777898502	-0.09715697890293562	0.26117830199849457	0.5599269259560428
TMEM213	4.870267385188326	4.967380788746011	-0.09711340355768527	0.8166616166969092	0.9325960222776593
GZMB	8.645387482741206	8.742483219417403	-0.09709573667619686	0.6847705135483118	0.8655636169310004
PTPN4	7.6607691443946	7.757804991915566	-0.09703584752096539	0.18400786957804238	0.4736609640643545
HNMT	10.409487140262781	10.506505632083533	-0.0970184918207515	0.4324605141932045	0.7110202116535742
POLR3G	4.819962665095168	4.916968696154747	-0.09700603105957928	0.4330247613882027	0.7114982817035319
DMRT2	4.422700249987734	4.519586632278746	-0.09688638229101176	0.651169724933049	0.8468368345101892
EPC2	8.305124454079138	8.402008197560187	-0.09688374348104922	0.4759456942972293	0.7395838724011212
PNN	9.565128992266308	9.661970227860078	-0.09684123559376978	0.5419247324594834	0.7825510012331202
RP11-108K14.8	1.316220119681343	1.4130060815805183	-0.09678596189917532	0.7516257198452795	0.9000925571950441
C4orf3	11.399744081676022	11.496505442692087	-0.09676136101606403	0.48492171335815115	0.7453282339166721
RP11-187E13.1	0.5117834017681756	0.6084369553069108	-0.09665355353873517	0.821896115607029	0.9349389167667216
ZRANB1	8.199740713253167	8.296357335795149	-0.09661662254198156	0.22253690080748256	0.5190627609510595
GLYAT	0.382643181810976	0.4792102513344186	-0.09656706952344257	0.3643213706175674	0.6538898986584347
PDIA3	12.778204946509913	12.874721228291039	-0.09651628178112581	0.5677114508730817	0.7975901367970812
SCYL2	8.635126829672275	8.731599829271389	-0.09647299959911315	0.41960078080488095	0.6996675901866408
FAM160B1	7.732566849631674	7.829035156161808	-0.09646830653013438	0.5987413190502037	0.8155169323567653
CASP8	8.937178816896509	9.033642555673541	-0.0964637387770324	0.5406508990928807	0.7815171183649133
SLC5A11	1.3237351815163236	1.4201888806122105	-0.09645369909588686	0.45477970138229196	0.725957395176992
TXNDC16	6.559741104492959	6.6561720652814325	-0.09643096078847346	0.2817158924750103	0.5808456734693634
PNPLA6	11.311538092292267	11.407955399018531	-0.09641730672626458	0.513010793796469	0.7649379872786387
SMCO4	10.25410338836258	10.350483047755995	-0.0963796593934152	0.4700126558400536	0.7353208906587969
SNX33	8.95179432965572	9.048140772102457	-0.09634644244673751	0.2218082291029687	0.5182924645141476
AC073343.1	2.3989906641329233	2.4952914172000127	-0.0963007530670894	0.529884116519461	0.7746848783858411
TBRG1	9.362306436062187	9.458586523634144	-0.09628008757195694	0.2583311065387668	0.5563772602038813
TRMT11	7.713596900541433	7.809816154064274	-0.09621925352284055	0.48012312840601146	0.7424643300102132
PROK2	5.111123029618422	5.2073199285299445	-0.09619689891152294	0.6602037717683267	0.8519543039357164
IKZF5	7.845386361291915	7.941563514732902	-0.09617715344098698	0.2873437457072353	0.5858827022861811
PDAP1	11.208974817901245	11.305130029313208	-0.09615521141196304	0.44211047668721903	0.7181978415331044
ZC3H6	5.928970438253979	6.025058466896343	-0.09608802864236399	0.36330497172650844	0.6529021260196538
ANKRD42	7.439997382213901	7.536060606591061	-0.09606322437715953	0.5000832956838239	0.7569412384469583
TBC1D9	8.796666718813714	8.892713233075796	-0.09604651426208122	0.46177549347101077	0.730022160338025
HINT1	12.469487170523424	12.565464762725322	-0.09597759220189772	0.3808247339766966	0.6681676353741424
PAPOLG	7.1302637954971555	7.226211713551943	-0.09594791805478753	0.22917214749571035	0.5272464818332335
ZZEF1	8.237951695890697	8.333865103723486	-0.09591340783278923	0.5560349522981987	0.7911952926990229
ECT2	6.9315378316967005	7.027431570795801	-0.09589373909910037	0.40914910037245134	0.6919969739954572
SMAD1	8.035893731503487	8.13174860740002	-0.09585487589653319	0.285604075098955	0.5845607345136176
PROSC	9.794357649354943	9.890186212916786	-0.09582856356184344	0.4873307129941452	0.7468877341621958
PPP1R18	10.504358958878552	10.600185957170176	-0.09582699829162422	0.26117830199849457	0.5599269259560428
FAM207A	8.280513743911532	8.376281925543669	-0.09576818163213652	0.2455897230961097	0.5433284787446976
OAF	8.06487306118628	8.160635614861759	-0.09576255367547937	0.7728885777247332	0.9097625890332756
DYRK3	7.391788977370407	7.48754934914602	-0.09576037177561325	0.7218868053210864	0.884426673293483
LAMP2	11.107179390480878	11.202899315924224	-0.09571992544334584	0.24755097166017592	0.5448873937485043
PTDSS1	10.409487534519538	10.50516717516588	-0.09567964064634182	0.6101512973087171	0.8223248299109269
C15orf57	9.27769134281876	9.373346375582031	-0.09565503276327014	0.18369048875261162	0.4734462469802665
RAB20	9.937178721206964	10.032825883903062	-0.09564716269609796	0.27957137959898715	0.5783228038683274
PLIN3	9.667178824343939	9.762825149006005	-0.09564632466206646	0.29216464997273606	0.5911457177317485
TOPORS	7.70410089111597	7.799703188123298	-0.09560229700732847	0.22217235102145727	0.5188104701631978
C10orf54	11.353333528046957	11.448884681897347	-0.09555115385039059	0.6243776247626807	0.830193860128345
AK3	9.864616087060176	9.960148903674806	-0.09553281661463053	0.32458321786422906	0.6212621717018749
NDUFV2	11.453590166764874	11.54910764098343	-0.09551747421855517	0.42684150123427	0.7068228241933556
GABARAPL2	11.747691954806674	11.843197079461062	-0.09550512465438743	0.3892458741642486	0.6753949943101463
IL20	1.083598594606398	1.1790824311149628	-0.09548383650856485	0.7545477505128813	0.9011031890059406
PTGR2	7.224106614250477	7.319519236176061	-0.09541262192558353	0.5874291072693488	0.8092480258388336
