Name	Mean(log(Gtex_black))	Mean(log(Gtex_white))	logFC	M-W U test pval	Adj pval
PIP4K2B	8.989040759296055	8.903700577932602	0.08534018136345267	0.023035736928942452	0.12489155343733366
CNOT11	9.331711432236832	9.246372505572474	0.08533892666435783	0.00578252981708316	0.04904997404312486
CAPN8	6.069122763553578	5.9838278094290525	0.08529495412452537	0.966297062848093	0.9896330458024223
KLHL35	4.165369412768858	4.08007917942795	0.08529023334090802	0.3678606884954452	0.6434382307797779
KDSR	9.658288076579847	9.57300227498925	0.08528580159059729	0.0028431479263030246	0.029301224452680425
CLINT1	10.352841928664262	10.267559091825385	0.08528283683887672	0.02696576257125205	0.13806215387986157
MGME1	7.980274623647278	7.89502552811209	0.08524909553518878	0.029403625696614588	0.14589103587572722
HEATR2	8.375787807548633	8.290593823494303	0.08519398405432987	0.00906673584973916	0.06759041886837888
GIGYF1	8.756370581920974	8.671191875479296	0.08517870644167758	0.12651476830050767	0.3551852875425999
LPIN2	8.573767556809853	8.48859339297971	0.08517416383014265	0.0908350669355329	0.29248377634899664
ACOXL	3.0524366619581254	2.9672982673474784	0.08513839461064698	0.46168030200666843	0.7174202605048302
SLC47A2	2.6786733847439974	2.593542212996801	0.08513117174719653	0.9313153428713525	0.9761231022314153
SCG3	3.500836691975755	3.4157139381469377	0.08512275382881729	0.6056807493982316	0.815635744457305
KIAA0232	8.318014762080333	8.2328927149559	0.0851220471244325	0.06664438292869879	0.242696960987295
RP11-849H4.2	5.876599841398369	5.791481827995152	0.08511801340321767	0.0836758315928976	0.27780997100046606
UCP3	4.884025641567447	4.798916210842552	0.08510943072489496	0.10271839086241707	0.3131939284088967
ACKR2	5.612654979176939	5.527564903600245	0.08509007557669346	0.42904994454440926	0.6933644434900093
C14orf93	7.54588995928018	7.460805489691737	0.08508446958844296	0.019905629060130492	0.11321715066929934
USP13	6.462731651092789	6.377664414711427	0.08506723638136204	0.16724169938910183	0.41933964338891355
SYNE4	6.737222048798518	6.652168816153439	0.08505323264507947	0.4226026055712705	0.6879042395943922
FABP9	0.36311063063393734	0.2781257969249261	0.08498483370901122	0.3980780471774876	0.6699748077993165
TYW1	8.014007766614684	7.9290294628851985	0.08497830372948556	8.223378125733483E-4	0.011981132994068654
ANO3	2.205099419612669	2.1201383385038586	0.08496108110881062	0.316040376816787	0.5949972341218763
RABL3	8.294279628009319	8.20934972745389	0.08492990055542826	0.10098695173746863	0.31056642435710546
UBB	15.271472594204125	15.1865511875326	0.08492140667152448	0.02218666605932129	0.12170094784992565
VSTM4	7.420100937639698	7.335208311271175	0.08489262636852324	0.259696723707749	0.5360005597975728
STAM2	8.236336832901994	8.151449386662101	0.0848874462398932	0.012452127833759374	0.08340498422523933
CABLES1	7.609211012877476	7.52437214206371	0.0848388708137664	0.4147087909827797	0.6827902713527303
PSPC1	9.246437947422274	9.161611049978523	0.08482689744375094	0.0038355543187967855	0.036668301970565385
CPN1	0.9574042362263728	0.8726032897349844	0.08480094649138847	0.33299320381544806	0.6114612046669631
PMM2	9.074040731291372	8.989249637148033	0.08479109414333941	0.0352336822400674	0.16356763215806971
LTN1	7.422193672864056	7.3374077382186425	0.08478593464541362	0.0650574301687864	0.2387149566055317
FBXO3	9.367431211936557	9.282676945225242	0.08475426671131459	0.009122017773089075	0.06786363875959896
PNPLA4	8.818733040610827	8.733999286609654	0.08473375400117256	0.18215061261623533	0.4411339038519784
RNF115	8.642123996401683	8.557417757544838	0.08470623885684425	0.04210306407493225	0.18388033643469212
CTD-2267D19.3	6.919757345853217	6.835079494605523	0.08467785124769378	0.13372888000276972	0.36673247441807594
ARHGEF9	7.919967223009839	7.835303096384727	0.08466412662511136	0.11642750092844945	0.3395320491447432
ELAVL2	2.046959587360714	1.9623117339198368	0.08464785344087722	0.5946226385371804	0.8093018080142838
AQP8	3.186352718879864	3.1017070975777403	0.08464562130212361	0.47848598454979874	0.7301371387198102
MYNN	7.949726224037958	7.865087359563255	0.08463886447470337	0.002319645099277401	0.025418397441660665
RGS17	3.738697734210115	3.6540748103715095	0.08462292383860559	0.44447151469048385	0.7050239411650976
PLA2G15	8.270410206769428	8.185837832005122	0.08457237476430635	0.10561026226089731	0.31828133316158563
RBM26	8.969416259408092	8.884891653125123	0.08452460628296876	0.004358084098678772	0.04012610091260758
SPRYD3	10.115924731965066	10.031401716227238	0.08452301573782783	0.027438181225469593	0.13942638294594092
DEFB103A	0.6209142543137378	0.5364032866275218	0.08451096768621602	0.758568128880001	0.8966149249196896
PLCH1	4.611050179080954	4.526562611949231	0.08448756713172312	0.48493517248472806	0.7358329908655629
CNTFR	6.893201585076214	6.808725500820054	0.08447608425615982	0.21064763724512203	0.47737260019206695
HEG1	8.795377136400903	8.710912409591913	0.08446472680899042	0.2749253602162761	0.5531308727638998
KRTAP5-2	1.3861418721953573	1.3016894762277496	0.08445239596760779	0.3371656190923362	0.6155849879608648
TEPP	4.046804473009861	3.9623599256384283	0.08444454737143303	0.7572866835437433	0.8956815872644922
GSAP	8.404453617064686	8.320021975079984	0.08443164198470221	0.2601996358028763	0.5365871444642016
BACE1	8.577876918362838	8.493453870287995	0.08442304807484291	0.027140799553307504	0.13835375278302026
NSG2	3.472885454268546	3.3884999415195467	0.08438551274899941	0.5310113359029534	0.7665071047746856
APITD1-CORT	4.034199473689031	3.949842742829559	0.08435673085947215	0.12657627383067016	0.3553031903520599
SDHB	11.290479354634641	11.206125663828045	0.08435369080659605	0.06174193306604692	0.23127192204830244
FAM83B	4.194516315108604	4.110166212800975	0.08435010230762963	0.7039608381495126	0.8726795170089799
ZNF575	6.006953945493629	5.92262644035485	0.08432750513877973	0.10583454046180918	0.31879898294582676
ATP6AP1L	6.23647367931883	6.1521650982427545	0.0843085810760753	0.25379667639513925	0.5293164337113472
MEF2A	9.22037701641482	9.136073276597916	0.08430373981690487	0.050398798819029866	0.2042418611687076
IQGAP1	11.439075148937672	11.354776950487485	0.08429819845018649	0.04081751065698502	0.1799488027317868
RNF182	3.427822489002974	3.3435989985582792	0.08422349044469479	0.34759040709954925	0.6245995554116419
MED4	10.168630190016332	10.084414861167302	0.08421532884903016	0.0010316124870678456	0.014083753084317543
CELA3B	2.8745620536899494	2.7903680158134505	0.08419403787649893	0.6671530056387412	0.8531238968328013
RUNX2	5.4105759402128975	5.326420739340174	0.08415520087272377	0.47913186415430187	0.7308777544164624
GDF11	6.314007600360877	6.229860129886136	0.0841474704747407	0.31584914437918166	0.5949777221176723
THAP5	8.157705257530726	8.073559984397182	0.0841452731335437	0.07283036638338092	0.25537530182846857
ISY1-RAB43	7.171890766258796	7.087781044425252	0.0841097218335447	0.04310489527497097	0.1865556921929114
SPRYD4	8.099489171172774	8.015397523688717	0.08409164748405651	0.15690797896230413	0.4034460133928396
KCTD1	8.110992593693881	8.026904197236036	0.0840883964578456	0.41179592576321344	0.6801149360659875
C6orf120	8.33215803405672	8.248115682070912	0.08404235198580778	0.004871762905122923	0.04357538979312358
ZNF527	6.156713429868985	6.072692877262663	0.08402055260632135	0.01857613736151964	0.10860305048064721
FILIP1L	9.469348601411918	9.38533856074577	0.08401004066614703	0.5926002281472137	0.808119457507829
MIEF1	8.237809317433902	8.153800853093763	0.08400846434013864	0.002316589786129364	0.025400200593009015
PF4	3.112435665410423	3.0284682217718104	0.08396744363861242	0.7929106234746778	0.9135666099193493
USHBP1	6.460101273209379	6.376136539225681	0.08396473398369864	0.45645200048153245	0.7135539770617741
CCDC112	6.91186694292531	6.82790313393261	0.08396380899270017	0.06638746939166384	0.24205177028247887
PIGC	9.162294449685744	9.078382874613123	0.08391157507262115	0.019442351269075453	0.11159284630078858
ACSM3	7.983631289593445	7.899727029269583	0.08390426032386245	0.44852402381197753	0.7077826463619906
NOP9	8.220616869314302	8.136741278676901	0.08387559063740113	8.735504190812149E-4	0.012467946890522795
ABCD2	2.9341928087093923	2.850318921012059	0.08387388769733306	0.2976606870438383	0.5775619467763033
EMILIN2	7.78260152195555	7.698766042141744	0.08383547981380612	0.21344131610155448	0.4809692215839532
NDST4	0.6739106115067311	0.5900816712209004	0.08382894028583077	0.29041345822136366	0.5700592693605815
TNIP3	2.5031902027262065	2.419409452904419	0.08378074982178774	0.34809915795351887	0.6249428644033552
AAMDC	10.441027225294095	10.357249129268501	0.08377809602559338	0.08309311787663087	0.27698082016436776
STT3A	10.856677701176393	10.772907924332014	0.08376977684437925	0.03419214299587603	0.1603872639617915
TMEM67	7.024758271253815	6.941043407724737	0.08371486352907809	0.1776480443433608	0.43473880456614983
AFM	1.189442909411842	1.10574494851438	0.08369796089746195	0.9023078289070952	0.9625039641572082
LIN37	8.285548414491652	8.201858413002542	0.08369000148910999	0.013692399997623617	0.08896396316686454
TAPT1	8.993047336781574	8.909359335219076	0.08368800156249812	0.012244804076812499	0.08274670569458599
CCDC101	9.385479866844669	9.30180571500096	0.08367415184370941	0.0076252970854412405	0.05970417477216504
CALM3	12.329897391373022	12.246236264164347	0.08366112720867491	0.023110495011728793	0.1250499003733377
REC8	8.202738218145418	8.119118748688736	0.08361946945668208	0.2551594207032777	0.5312460123294545
PPP1R3D	6.7421900876738805	6.6585774377987965	0.08361264987508399	0.19110582767387552	0.4532976469909639
AL626787.1	3.325073618338492	3.2415275258644662	0.08354609247402589	0.38409776176701704	0.6586950481468372
CSNK2A3	3.7986661335611087	3.715124939719081	0.08354119384202763	0.29759175711366104	0.5775619467763033
RNF5	10.811677953767955	10.728157252299663	0.08352070146829149	0.007095061382757839	0.056797915561664074
TMEM123	11.333767044155485	11.250246619189635	0.08352042496584922	0.08535383782856076	0.2808934034213496
LINGO1	5.038646222887587	4.955131040478617	0.08351518240896993	0.5135241028634764	0.7556053011302721
HSD17B8	9.197740354213122	9.114225636881216	0.08351471733190685	0.3118745179649408	0.5904219044883059
LOXL4	6.623775298902673	6.540321113324014	0.0834541855786588	0.3501899823502912	0.6268885013661147
GLCE	7.896236286105418	7.812783072705095	0.08345321340032275	0.11350637323315282	0.3335234058280379
ZSCAN32	7.904660426374167	7.82122489507533	0.08343553129883663	0.003092912145060911	0.031214504520953434
SPDYE1	3.0404261273651825	2.957010399612939	0.08341572775224337	0.0926372982475514	0.2959323760190153
TMEM14A	9.427876993438588	9.34450396309207	0.0833730303465181	0.08694929272679042	0.2846522594176356
THEMIS2	8.426164196956657	8.342792824691722	0.08337137226493496	0.15953669676248206	0.4075957320059347
WARS	11.226061860678044	11.142718964900862	0.08334289577718224	0.4382125818161611	0.7004058053456009
CEPT1	8.929109388809568	8.845789877901568	0.08331951090799983	0.004231466583445198	0.03935660655281192
SLFN5	7.417497261481253	7.334188357987159	0.08330890349409348	0.5041192964834815	0.7492264262736384
B2M	17.16277397271475	17.07947506653152	0.08329890618323077	0.30896827381120784	0.5873009291983841
ABCA2	9.369008356784343	9.285731960769413	0.08327639601493075	0.212331547746608	0.4793622949386508
OSBPL1A	9.297465855412167	9.214194518361937	0.08327133705022938	0.5036451324995628	0.7487661349454724
FAN1	7.999794949278254	7.916562705747077	0.0832322435311772	0.08289082514379886	0.2765355756583376
PPEF2	0.8544116765532144	0.7711811821672927	0.08323049438592167	0.09825703664939722	0.30589011136048244
HIRA	8.85284179831042	8.769632340697818	0.08320945761260212	0.05111412627376044	0.20604038682995246
NT5DC2	9.802089803742206	9.718891667693418	0.08319813604878767	0.19692084377028884	0.46108542128368485
KATNA1	8.397876064753598	8.314687825237922	0.08318823951567644	8.398393138396854E-4	0.012119773045680151
NRK	3.2078221473163415	3.1246352500524317	0.08318689726390982	0.4899039948889389	0.7389540794200228
LEPREL4	7.719111804539974	7.63592713818357	0.08318466635640398	0.29229347934513294	0.5720780691193513
ZFAT	7.121787020930901	7.038630538562045	0.08315648236885576	0.03262878651421186	0.15559747198200768
TFAM	8.502569346987109	8.419453721961464	0.08311562502564485	0.0285983291133024	0.14339772290508607
HPS5	7.764728699674081	7.681644401119889	0.08308429855419242	0.04538214036639665	0.1922539056415017
SIX2	3.4459566694193207	3.3628894083036176	0.08306726111570306	0.4259918711278917	0.6907197255147048
CAPZA2	11.287088879569593	11.204062853978352	0.08302602559124139	0.10162702771654775	0.3117452297075573
PKLR	1.8609295947144027	1.7779066319589536	0.08302296275544907	0.33751483097290713	0.6157904329471634
RNF219	6.8878115492833	6.804857453106547	0.08295409617675276	0.15322609573531631	0.39876445492020307
ITPKA	4.782515792576935	4.699612035939566	0.08290375663736871	0.7730482868019435	0.9040490206920309
MMP10	1.9436001025318195	1.8607282242883256	0.08287187824349385	0.6045742592494361	0.8146878586349042
MRPL13	9.639452205341536	9.556582395776998	0.0828698095645386	0.010743646449766775	0.07598574335656408
PHACTR1	5.900723925366939	5.817858545194917	0.08286538017202183	0.41794689983223043	0.6854103582701538
RGS5	10.653733156100909	10.5708871506839	0.08284600541700904	0.420656665197669	0.6863930890571838
C2orf42	7.609625804951112	7.52682487719101	0.08280092776010228	0.015063178172381564	0.09472741742935532
TMEM117	6.642086178838755	6.559292612386837	0.08279356645191793	0.13628988359133565	0.3713511908984747
UMPS	8.735306859060344	8.65253012557914	0.08277673348120373	0.010123443449308489	0.07295930039525374
DCBLD2	7.975342303359312	7.892593429592692	0.08274887376662043	0.11169903062875208	0.3300231579835874
GALNT3	8.136819242836983	8.054071934407073	0.0827473084299104	0.6950097120602552	0.8674879635420031
KLF8	7.174997502905858	7.092269452500101	0.08272805040575637	0.49186795921394033	0.7400164620573548
JAGN1	9.44917808590306	9.366493312426265	0.08268477347679593	0.01229462508410828	0.08292952297473333
PRPF38A	9.226369747960518	9.143695209341544	0.08267453861897422	0.005839771560572582	0.04937507876562111
COPZ2	9.685102626446833	9.602436034112621	0.08266659233421159	0.3075571109793198	0.5861479808659871
AURKA	6.097001542115815	6.014337891902922	0.08266365021289346	0.15062059482690582	0.39503200935881466
IL23R	0.9485836682168621	0.8659390642048205	0.08264460401204166	0.2873954503647683	0.5667339097713132
AL020996.1	4.144117299616284	4.0615030587051875	0.08261424091109681	0.22723859048026762	0.4981124599139203
NLRP1	8.744690805940005	8.66209574974412	0.08259505619588481	0.2968342319834325	0.5768017443237091
CAPN6	5.849665015018574	5.767071628096192	0.08259338692238227	0.35021552927832955	0.6268885013661147
TMSB15B	6.380250825055201	6.297662327825701	0.08258849722950057	0.6020879788597858	0.8131013691276918
KCTD4	1.4977840646588425	1.4152099406148584	0.08257412404398412	0.21998292452043033	0.48965155479908057
ITPR2	7.086918904466208	7.004346991473214	0.08257191299299471	0.1931655161188106	0.45557243972491307
ARID4B	8.453116037549718	8.370562165282973	0.08255387226674493	0.050720237259127665	0.2050426106466666
AK9	6.775644779437201	6.6930920896568	0.08255268978040053	0.025952423915893807	0.13488742704231108
SLC3A2	11.299691683713151	11.217159949712393	0.0825317340007583	0.06806086065982098	0.24520759531882486
GON4L	8.821883407779344	8.739359850138154	0.08252355764119024	0.028461793062238394	0.14294921236039715
EMG1	9.627396793625445	9.544876530793708	0.08252026283173741	0.009844517595620994	0.07149684343684419
ABHD6	8.012262714673247	7.929754561695354	0.08250815297789238	0.06467635827953844	0.23776460173333752
FAM103A1	8.840787938345283	8.758288569872928	0.08249936847235517	0.013532323286052694	0.0884286586600616
AL138847.1	1.294975446553261	1.2124923668899008	0.08248307966336021	0.8694512907837375	0.9472768908510746
ARFGAP2	10.787294169907929	10.704834280179906	0.08245988972802287	4.507398897013459E-6	1.887097671549635E-4
CDYL2	5.227964284673236	5.145555587945576	0.08240869672766049	0.2829748732929105	0.5623064257949248
CHRNA4	1.9486753619398443	1.8662701868892397	0.08240517505060452	0.20856084392339524	0.47508568974770155
COMMD3	10.217466104484222	10.135086802514564	0.0823793019696577	0.008784574045054505	0.06594586253443226
KRT23	4.00135301117024	3.918982438193646	0.08237057297659378	0.7277808558247343	0.8828578529461175
SMCO3	3.0463466890525837	2.963999906603569	0.08234678244901472	0.6779605145208514	0.8575829976206956
CORIN	3.9086214876412235	3.8263373751008736	0.08228411254034995	0.5692197084640598	0.7918293103076273
RFC1	9.008765914467245	8.92648799810008	0.08227791636716475	0.011354029017701772	0.07901397648849243
KIAA2026	7.786885446200216	7.704610153729291	0.08227529247092491	0.028720970741610174	0.14389719921491184
GLT8D2	7.974006951199427	7.891744348596765	0.08226260260266205	0.41134453347281097	0.6797392835139128
CPNE8	7.2857504850261385	7.203512896252675	0.08223758877346388	0.10061677114369627	0.31018286684816476
ANO1	8.911913805872379	8.829699338631073	0.08221446724130566	0.31296602082839065	0.5915658714402335
GSX2	0.3402072317554955	0.25799400814807744	0.08221322360741806	0.3315851685202029	0.6100443569138232
PDCL3	9.09866378370424	9.016450999655111	0.08221278404912802	0.02969618739758273	0.14688402088125382
AMBRA1	8.279417329401468	8.197238715788808	0.0821786136126601	0.0021363291664684425	0.02397216683901619
SLC12A3	1.445039373587028	1.362882876896414	0.08215649669061387	0.6392164611216287	0.8356172776368743
C17orf59	7.960515613020324	7.878373891578751	0.08214172144157317	0.04676589036548695	0.19592831730762555
CCNO	4.848095872014494	4.7659591270849715	0.08213674492952272	0.4334573038814197	0.6968068159845012
PARD3	9.451266652379505	9.369143966647515	0.08212268573199033	0.17950323543306757	0.4375736747031223
KCNN1	1.960433238368036	1.878326814258397	0.08210642410963898	0.3358705807895316	0.6141895611423898
DPH6	7.832157405662987	7.750074004332848	0.0820834013301388	0.021178270405780464	0.11804860803971558
CUEDC1	9.559348614176246	9.477275714395473	0.0820728997807727	0.38947875224587303	0.6641560895039176
UGT2B11	1.5152988703285586	1.4332882082921357	0.08201066203642293	0.28779961929447573	0.5667611014912405
CLCN3	8.71691786078952	8.634923762604549	0.08199409818497116	0.13709954929064494	0.3728878422463001
CDC23	8.61075307620042	8.528776348319134	0.08197672788128507	0.0026552797714490817	0.027920297458216326
SOBP	6.742676935311952	6.66070289006647	0.0819740452454818	0.3075336278019072	0.5861479808659871
CTC1	9.004075501063	8.922110311348032	0.08196518971496758	0.05875277809067847	0.22474387619983957
APOA5	1.5656177067336132	1.4836565565310176	0.08196115020259565	0.739978956098913	0.887972887611938
SCAP	9.98150658675371	9.899595904795284	0.08191068195842632	1.1289320702168038E-4	0.0026224631202536263
LY96	7.909967370300646	7.828057459939898	0.08190991036074813	0.22247039578862005	0.49236004959318846
RYR2	5.953008900238501	5.871112502599698	0.08189639763880319	0.5264415795337948	0.7642440830151829
METTL6	7.634863995601981	7.552977382327047	0.08188661327493385	0.024745686360587382	0.13030538046222587
PSMB10	10.547363150351302	10.465490640385783	0.08187250996551931	0.35024107738854693	0.6268885013661147
MYH15	2.034731059669031	1.952869811552572	0.0818612481164589	0.15832045629710434	0.40568349134520715
ANKFY1	8.785889593296393	8.704036873041254	0.08185272025513868	0.013381320523118467	0.0877884039506605
ANKRD27	8.544449856575467	8.462624172896843	0.0818256836786233	0.05884558004320062	0.22482614558758973
FAM173B	7.883493769355271	7.801671024220829	0.08182274513444199	0.03675063536300882	0.16820873868588002
ZNF444	9.440547522865838	9.358729523094812	0.081817999771026	0.08461862605911552	0.27958534430127213
RP1-4G17.5	1.3879833429645043	1.3061799397754392	0.0818034031890651	0.5480694885112285	0.7785835822750775
UBLCP1	8.813218562895367	8.731443462917555	0.0817750999778113	0.01191107416610182	0.08133651395314824
SYCP2L	3.4750206261686722	3.3932528142092204	0.08176781195945182	0.35321267825983227	0.629346223499181
FAM161B	6.3667815467139475	6.285023420206333	0.08175812650761483	0.06404058967033333	0.23628590337846647
MS4A7	8.148285154541604	8.06655235313045	0.08173280141115313	0.43337006402132694	0.696789582939561
C1orf174	8.706814212693532	8.62510767743851	0.08170653525502125	4.991982132445116E-4	0.008161039371282805
ERGIC3	12.386815126559448	12.305118145793342	0.08169698076610565	0.010132136270731618	0.07296420156685023
AC010327.2	4.297468180527754	4.215780404653666	0.08168777587408815	0.3626927117317069	0.6380286544020483
ST3GAL5	8.45767181141761	8.376014867187282	0.08165694423032832	0.4894370070188412	0.738616736147426
ACBD5	8.42650667303281	8.344871220536193	0.08163545249661652	0.07484556629419548	0.259685169241739
AC106873.4	0.2435860719096941	0.16198216672150198	0.08160390518819213	0.5111006711491345	0.7542049214425949
MSMB	4.275689048402353	4.194103817245141	0.08158523115721206	0.8089522322107223	0.9211929002076956
RASGRP2	8.527673215281414	8.446094221562657	0.08157899371875743	0.43546662200499986	0.6986185799819465
MSMP	2.7002488736941537	2.6186740534169917	0.08157482027716201	0.6262067180573743	0.8288137172427981
KEAP1	10.214829228620317	10.133259944695592	0.08156928392472551	0.006747773025242876	0.054642259820241554
ANXA6	11.462123422582822	11.380561734122256	0.08156168846056566	0.27115390214217217	0.5480860006451986
ZFYVE9	7.997808498804188	7.916247998504332	0.08156050029985629	0.05222706021399637	0.20881651385670733
ZNF570	5.650789733021495	5.56923162237952	0.08155811064197493	0.12724201780594424	0.35613775346721877
TSSK3	5.1880113220439705	5.106453347072824	0.08155797497114659	0.33193064466407485	0.6103716579788097
NELFCD	10.278938230390725	10.19739097805052	0.0815472523402061	0.02245395653480242	0.12258137182608565
PPP1R8	9.311609327657004	9.23006844117453	0.0815408864824736	0.007102442190420777	0.056832019847075206
SLC39A3	9.286781043949935	9.205286030914689	0.08149501303524609	0.012424306241901495	0.08340498422523933
ATPAF1	10.463698285080017	10.382241320311122	0.08145696476889519	0.06599998243352678	0.24114834794594797
NAA60	10.150479435703817	10.069034186155609	0.08144524954820831	0.0024642435947237473	0.026517140016084965
AL353354.2	1.8329110937780695	1.7514836035142558	0.08142749026381368	0.9940716314853465	0.9979162181991799
HAGH	10.508390414681175	10.42696582334985	0.0814245913313254	0.052173036133055795	0.20873799078541566
CTD-2349B8.1	0.701889907220158	0.6205007744879544	0.0813891327322036	0.24558560487737813	0.5202518362250564
KIAA1598	8.252054847626587	8.170677626035015	0.08137722159157157	0.1043570360117857	0.31565360236615864
RP11-248J23.7	1.3607825007042362	1.279410222843792	0.08137227786044421	0.41607039361951903	0.6841962987448019
XIRP2	1.2293570333753954	1.1479914340947528	0.08136559928064258	0.07068985072897871	0.2506138916636481
GBP4	7.8618115587302055	7.7804510649788465	0.08136049375135901	0.6223856446332687	0.8267983940974518
SLC2A9	7.376058761405445	7.294718644910151	0.08134011649529427	0.6556267253655799	0.8463477404563327
SATB1	8.65743300101721	8.576094881919238	0.08133811909797295	0.17283833917285907	0.4271586148753032
KRTCAP3	8.796781805020641	8.715472739718564	0.0813090653020776	0.364392834068647	0.6393990070390403
CCDC159	9.939212812751512	9.857936840535643	0.08127597221586846	0.09592194628494144	0.3016940920562524
E2F1	5.997191962181153	5.91591928056076	0.08127268162039325	0.20922482528951347	0.47592478170963454
TPMT	8.635856382789143	8.55458905196972	0.08126733081942383	0.43284683816309255	0.6962876502965161
CHPF2	8.915170707091157	8.833905218827253	0.08126548826390412	0.011991637241168251	0.08158076108933739
NNT	9.552191416442302	9.470929046132863	0.08126237030943884	0.1640367381046205	0.4142888745474065
WIBG	9.819486406416264	9.738246570272858	0.08123983614340524	0.01674907921213964	0.10137395500547926
ZNF180	6.602779518779346	6.521553375221866	0.0812261435574797	0.04434094202144878	0.1900982194196387
FBXL13	3.9145617860556308	3.8333621404936356	0.08119964556199522	0.25445676688488406	0.5303463765744459
HIST1H4D	1.7913135801355462	1.7101365942238236	0.08117698591172262	0.441467935279954	0.7031672238340495
ACTR8	8.174486493774932	8.093324048490608	0.08116244528432404	0.0020517898655411093	0.023238306611464355
PARP9	9.288595835700923	9.207469474479892	0.08112636122103112	0.23770042105424605	0.5117868873847027
AIG1	9.895034005170974	9.81392642821889	0.0811075769520837	0.23919970432730941	0.5132734564940895
UQCRC2	11.973904184453955	11.892797975830677	0.08110620862327877	0.016955908113804208	0.1020492394476544
AKR1CL1	1.0718304052026193	0.9907441174343894	0.0810862877682299	0.5520695695694784	0.7809158059028614
PPIP5K2	8.84260278322112	8.76151653118597	0.08108625203514919	0.01891295260039505	0.1098846860988782
RBM45	7.600069078838928	7.5189979618228575	0.08107111701607028	4.88595082955956E-4	0.00800502731930144
EHD1	9.982088741030708	9.901034061965255	0.08105467906545272	0.04298749626874887	0.18622461513949914
MYD88	9.533595144177392	9.452545802346716	0.08104934183067591	0.12431602907111516	0.3517780487015459
TCF23	1.0076557551283845	0.9266091807611391	0.08104657436724538	0.6724217978505869	0.8550583565462148
GPR171	5.031347543702444	4.950368088477375	0.08097945522506933	0.4988221399954682	0.7448793714002515
SMPD3	6.337255895067731	6.256289701037151	0.08096619403058014	0.5402108269857064	0.7731488865275981
EDC3	8.633219956659246	8.552268297690212	0.08095165896903467	0.002171317966153774	0.024289952579602293
SPEF2	6.494996248003562	6.414064694421698	0.08093155358186443	0.34888865677436	0.6258826061046734
MOAP1	9.350924511604097	9.269994933714237	0.08092957788985977	0.07150394308334318	0.25251693066392206
NPL	7.632807568071545	7.551879574695193	0.08092799337635181	0.37121651478023754	0.6465756663329846
NCOA5	8.964212655257004	8.88330708528117	0.0809055699758332	9.156262149423444E-4	0.012916641848590222
PITPNA	10.348355750482852	10.267464522946149	0.08089122753670352	0.021612304558379924	0.11959990599125347
C16orf70	8.379384719165765	8.29849959098222	0.08088512818354587	0.0018199148620358097	0.02116493580293497
C1orf116	7.437449718690108	7.356567956797141	0.08088176189296714	0.7607179212273891	0.8975113014414061
IL17C	1.2098824456606005	1.129025398955854	0.08085704670474647	0.423692335807349	0.688892493502673
CCDC155	1.3161614367306842	1.2353066774495824	0.08085475928110175	0.4527763028204913	0.7101709472019391
MTM1	7.758768211206419	7.677922193449544	0.08084601775687528	0.02244227726231829	0.12255434887596421
KIAA1468	8.338049379057882	8.257217879637912	0.08083149941997014	0.06004288198397445	0.22738635198422597
PSAPL1	1.880546138246678	1.7997183329400428	0.08082780530663514	0.968074085074589	0.989909856347642
KIF6	4.141617055844827	4.060795695971063	0.08082135987376393	0.6359622304702882	0.8343282049650548
C7orf31	6.5958835685850365	6.515073944895912	0.0808096236891247	0.1195955726350536	0.34480900930534486
AC132192.1	4.548836743323123	4.468052327532947	0.08078441579017603	0.3871359437098144	0.661709977179084
OMD	6.458776434775768	6.3779971776869635	0.08077925708880418	0.5142906379408937	0.7561974082173063
B3GNTL1	6.8451019945352805	6.764347488154153	0.08075450638112702	0.020749122631693595	0.11655861239000734
ZNF420	6.95852691081101	6.8778117918217045	0.08071511898930517	0.10838105913864338	0.3236327019237536
NUDT10	4.553836422182747	4.473124165284391	0.08071225689835604	0.6074807269268596	0.8167776341482432
HBZ	1.3048100227593038	1.2241211475517078	0.08068887520759604	0.30887406334178646	0.5873009291983841
MPDU1	10.451472509449394	10.370797709118282	0.08067480033111174	0.057537838852907974	0.22198637856918754
KIF3B	8.487842886281852	8.407197041390612	0.08064584489124016	0.03217188449060704	0.15445095310222234
KIAA0556	8.08277279851694	8.00212768057952	0.08064511793742035	0.1687543738906715	0.42152717834273895
TRIM24	7.788425061331176	7.707807710187126	0.08061735114405	0.019452657637078374	0.1116056635343368
C2CD4B	5.636820406215189	5.55620507758461	0.08061532863057863	0.3695494457201931	0.6450291839616789
RP11-159G9.5	6.381473625929187	6.3008677803534034	0.08060584557578387	0.34386561236244284	0.6214627897533799
HTRA4	2.0266382575104886	1.9460430004660063	0.08059525704448234	0.7776017208124988	0.9069281165185544
TGM7	0.6590269657327575	0.5784707237553317	0.08055624197742584	0.7264420854879226	0.8822369216183541
ATRNL1	4.2028775406547805	4.122321863493133	0.08055567716164713	0.3126810387390292	0.5911499094275096
EXOSC2	8.61328833185759	8.532745586109094	0.08054274574849529	0.0014719119118846713	0.018319815807468148
HYAL3	5.981093807529295	5.900551112943721	0.08054269458557428	0.11978401252147608	0.34490220332665966
CDC42SE2	9.139348253362025	9.05881900107743	0.08052925228459529	0.14640380535420394	0.38918495155608845
TRIM14	8.050140033844071	7.969623246642359	0.08051678720171207	0.39027070957902243	0.6645731802574246
