Name	Mean(log(stomach_black))	Mean(log(stomach_white))	logFC	M-W U test pval	Adj pval
ACAD11	7.518268428163979	7.675408917838618	-0.15714048967463867	0.3263489833023555	0.9785791402878176
RFTN2	4.911007540974174	5.0680874581131805	-0.15707991713900693	0.5841477717008314	0.9854763185071321
S100Z	1.5520103326242245	1.7090443146169412	-0.15703398199271668	0.5136965198974439	0.9854763185071321
KLF12	6.052751140072231	6.209746513980226	-0.15699537390799545	0.3681959111290033	0.9832234506570979
SDF2L1	9.894482613345888	10.051446346545845	-0.15696373319995693	0.30839197218418635	0.9779028442757544
GNAO1	7.823782172929997	7.98069400585901	-0.1569118329290129	0.4613749655067262	0.9854763185071321
UBE2C	7.557587298629425	7.71446715631942	-0.15687985768999457	0.4970947928466034	0.9854763185071321
CTNNAL1	8.988278666109334	9.145094321416751	-0.15681565530741715	0.2835368633895028	0.9741879059851506
ETS1	8.698622371670654	8.855408145002013	-0.15678577333135912	0.316390168357937	0.9779028442757544
RAET1E	4.065110614875898	4.221814937659804	-0.15670432278390578	0.5702078889112947	0.9854763185071321
SEMA3A	5.5207743574254735	5.677408234420445	-0.1566338769949711	0.4006360755200634	0.9854763185071321
PRIMPOL	7.489306973329765	7.645914005790916	-0.15660703246115038	0.2902538613199923	0.9741879059851506
MLH1	8.512410398821816	8.668993737605893	-0.1565833387840776	0.48078331957900944	0.9854763185071321
PFDN2	10.251724256177997	10.408302006474562	-0.15657775029656484	0.22214734266807157	0.960611187493939
ANKRD37	8.37758130769186	8.534151514949793	-0.15657020725793203	0.5391295702624224	0.9854763185071321
NGFRAP1	10.724137728961695	10.880566165194553	-0.15642843623285785	0.40271904203616815	0.9854763185071321
RNF224	2.7517865598006903	2.9080620922080866	-0.15627553240739633	0.39545705491772043	0.9854763185071321
KDR	6.835151150997332	6.991320451683784	-0.15616930068645196	0.35260730224692327	0.9828105583901081
GLB1L3	1.4509809201629869	1.6070762557236749	-0.156095335560688	0.4380161628719388	0.9854763185071321
GPR123	1.187920710002746	1.3440009681153515	-0.1560802581126055	0.544044531043933	0.9854763185071321
PRKCH	8.08448431862598	8.240564254239569	-0.15607993561358846	0.3421361274433945	0.9806517378423915
NFATC4	8.45241488710334	8.60848853947208	-0.15607365236874138	0.3642590946805526	0.982825927591554
MAGEH1	8.573791673942905	8.729811176722427	-0.1560195027795217	0.40376295500658954	0.9854763185071321
DNAJC5G	0.7229637106645378	0.8789464232150147	-0.1559827125504769	0.6059977342744519	0.9854763185071321
APBA1	5.454842768237051	5.6108191382794095	-0.15597637004235843	0.3985595953071702	0.9854763185071321
GLI2	5.418967822128894	5.574902618632388	-0.15593479650349362	0.524519452205374	0.9854763185071321
NOS3	7.300016074232396	7.455912595724332	-0.1558965214919361	0.35646475517819454	0.982825927591554
DGKQ	7.511377068061375	7.66716908531078	-0.1557920172494054	0.21246595117477307	0.9582363728313963
HIST1H3B	0.7151855940173403	0.8708810473320961	-0.15569545331475587	0.783626798688981	0.9922481746219167
ATRNL1	3.635387899353497	3.790997472896517	-0.15560957354301985	0.22568040648254695	0.960611187493939
PLOD1	10.041725946563227	10.197232485233485	-0.15550653867025765	0.14373105426508404	0.919643637486018
CCDC137	8.024137513939671	8.179622186288118	-0.15548467234844665	0.14526248004211362	0.919643637486018
CUL7	7.715862369573237	7.8712569892553095	-0.15539461968207213	0.16238384257544702	0.931150674113363
DHRS7C	0.7121151234407695	0.8674580133495222	-0.15534288990875267	0.48193867394901335	0.9854763185071321
ADAMTS3	2.713423345881753	2.8687041664897452	-0.1552808206079921	0.6348037182572526	0.9859918953379686
TNFSF9	4.018651488822017	4.1739179923737	-0.15526650355168314	0.6427593409830528	0.9859918953379686
MEGF9	7.552071854506235	7.707298329012115	-0.15522647450587979	0.10291640950696956	0.8883003080288766
KNG1	0.722572412436044	0.877640294169422	-0.15506788173337804	0.3421361274433945	0.9806517378423915
B3GNT4	4.095215376987209	4.250242003054979	-0.1550266260677695	0.6804173461320366	0.9895991620952445
MDN1	7.811377224218739	7.966353108936564	-0.15497588471782464	0.10174701111638129	0.8866107973452326
POLQ	3.3575810679203473	3.5125137895268854	-0.15493272160653815	0.30751161168920915	0.9779028442757544
RAD9A	7.9227570312740525	8.077672781704067	-0.15491575043001404	0.17442054969274057	0.9378644969011488
TIMD4	2.314826448868979	2.46972606887818	-0.1548996200092012	0.5018087889217174	0.9854763185071321
C4orf48	7.94482895811248	8.099690173951112	-0.15486121583863177	0.4457258837381991	0.9854763185071321
CDKN3	6.994475744807826	7.149249721305217	-0.154773976497391	0.2546191341216427	0.9731634146114075
RNF180	5.7117071029797195	5.866460037979027	-0.15475293499930753	0.30839197218418635	0.9779028442757544
C17orf49	10.259310244044588	10.414024856247124	-0.15471461220253602	0.1422120404579862	0.919643637486018
TMEM5	7.606202767904806	7.760690235510735	-0.15448746760592869	0.03839612569150752	0.7223866127001395
FAM120C	5.8603437327499535	6.014821006737255	-0.15447727398730127	0.16406393999183666	0.9335301419996158
DEF6	7.984833310099257	8.139305700607245	-0.15447239050798878	0.664173554852739	0.9874227576308638
CDCA7	6.902068051938967	7.0563573426677895	-0.1542892907288227	0.32910000074029944	0.9785791402878176
VWDE	1.9161321979167905	2.0703636713116076	-0.15423147339481713	0.6467526456022058	0.9859918953379686
FOXP3	3.985258530009884	4.139482099244736	-0.15422356923485214	0.32361295400359424	0.9785791402878176
COPZ2	8.718620923981911	8.872831303377838	-0.15421037939592708	0.6021153619512456	0.9854763185071321
PCYOX1L	6.797590956429035	6.951762404894601	-0.15417144846556585	0.08050470809454757	0.8534061372630386
CTNNA3	3.729406726361347	3.8835469356255468	-0.1541402092641997	0.6790578886867439	0.9894393366479702
PTPRT	2.004227020920014	2.1583223971286225	-0.15409537620860858	0.48657515467421364	0.9854763185071321
RGS2	11.311379459216067	11.46547166736666	-0.154092208150594	0.6374509685618392	0.9859918953379686
HLA-DOA	6.523098706057665	6.677178875279424	-0.15408016922175882	0.6059977342744519	0.9854763185071321
FMNL2	7.4944836297164805	7.648551726416754	-0.15406809670027322	0.26640877074222113	0.9737054895812489
VASH2	4.415994436012252	4.57002334988613	-0.15402891387387818	0.721666544391554	0.9922481746219167
SLC9A9	7.081730450887147	7.23573178392829	-0.15400133304114316	0.47847714389586726	0.9854763185071321
NCAM2	4.253445458477251	4.407443193262335	-0.15399773478508383	0.6574510534932946	0.9874227576308638
DUOX1	7.953429212908104	8.107374131119055	-0.1539449182109509	0.7300191043886706	0.9922481746219167
ECSIT	10.153103742981873	10.306980845432884	-0.15387710245101083	0.08147363151178977	0.8562018332906608
HMX2	0.8036716090809758	0.9575338286074437	-0.15386221952646795	0.4501659259865416	0.9854763185071321
TEKT4	0.6650529141003514	0.8188423490281761	-0.1537894349278247	0.728624753771923	0.9922481746219167
PITPNM2	7.503114452047136	7.656857869033752	-0.1537434169866163	0.2530750382526079	0.9713387980308735
TEDDM1	0.4710005324905437	0.6246983459630022	-0.15369781347245853	0.43582755465736134	0.9854763185071321
KLK12	4.358319031810921	4.5119993490874455	-0.15368031727652465	0.573993914311947	0.9854763185071321
C1orf222	1.209013978345683	1.3626594597174229	-0.15364548137173983	0.5589218000247838	0.9854763185071321
PINLYP	7.3524056415371435	7.506035441514555	-0.15362979997741188	0.6361267624587221	0.9859918953379686
LIMK1	7.961034923599616	8.114652971785711	-0.15361804818609492	0.14020590298629343	0.9188304804556948
RCL1	7.644482732349116	7.798053971960113	-0.15357123961099717	0.24244896116559222	0.9680948214750638
NLGN2	7.672407754557229	7.825974843739337	-0.1535670891821077	0.36918423860238814	0.9845633845990178
COL3A1	11.168966290980594	11.32251525404937	-0.15354896306877563	0.6614812723782517	0.9874227576308638
PGM2L1	4.867220975084886	5.020707714740262	-0.15348673965537607	0.4704533325680347	0.9854763185071321
BAIAP3	6.100997334734536	6.254462790873136	-0.1534654561386004	0.38522113173432904	0.9854763185071321
SLC26A2	6.344464333333051	6.497861308624379	-0.15339697529132756	0.16406393999183666	0.9335301419996158
PTMA	14.542758638997244	14.696100611186987	-0.1533419721897431	0.16238384257544702	0.931150674113363
PLXNA3	7.877243319584986	8.03057044180834	-0.1533271222233541	0.2696151297478727	0.9737054895812489
BAIAP2L2	7.525181466600536	7.678491411263847	-0.15330994466331127	0.5551840257367806	0.9854763185071321
KCNK3	6.13000682462113	6.2832634881898946	-0.15325666356876422	0.3985595953071702	0.9854763185071321
ACSBG2	1.6285716060628945	1.7817386185686892	-0.15316701250579468	0.4079547795518387	0.9854763185071321
PDLIM1	12.046896566690823	12.200063046213147	-0.15316647952232465	0.2439474571821334	0.9685852490257764
CCDC153	5.059234528652589	5.212328333261507	-0.15309380460891742	0.536680460700686	0.9854763185071321
AK1	10.885861891726273	11.03893021807936	-0.1530683263530861	0.21657713697205838	0.9588141716898987
GSTA4	9.399655102324807	9.552704822844598	-0.1530497205197907	0.3172871859454165	0.9779028442757544
RNF113B	0.593296034317775	0.7462451048061198	-0.15294907048834483	0.48193867394901335	0.9854763185071321
FAM210B	9.683449127081145	9.836352497288436	-0.15290337020729083	0.3146011309391449	0.9779028442757544
ATOH8	7.5761848057915815	7.729080880897096	-0.15289607510551484	0.4912356383040257	0.9854763185071321
FGD5	7.0565564726540915	7.209432261762154	-0.15287578910806232	0.41429090993588236	0.9854763185071321
AMACR	8.77241433935567	8.925283948707262	-0.15286960935159222	0.524519452205374	0.9854763185071321
ERG	7.031382628361164	7.184151149775052	-0.15276852141388808	0.33371832659627587	0.9785791402878176
SLC5A8	0.3998721102445991	0.5526213121270122	-0.15274920188241303	0.2592906936016778	0.973302405605644
GPR68	6.626893363548472	6.779569283519709	-0.1526759199712373	0.6085921891822782	0.9854763185071321
P4HA1	8.130346550923079	8.28301890376728	-0.1526723528442009	0.4174806834259177	0.9854763185071321
TLE6	4.769648857983191	4.922314773176101	-0.15266591519290973	0.30751161168920915	0.9779028442757544
MARCKS	9.97655145504205	10.129119042781474	-0.1525675877394228	0.09982154667773657	0.8866107973452326
CCL27	1.4101709146780925	1.5627139661577794	-0.15254305147968683	0.48078331957900944	0.9854763185071321
ADAMTS1	9.740688184823059	9.893207213772282	-0.1525190289492233	0.5502194029178915	0.9854763185071321
AGAP8	6.283106421433501	6.4356098402403825	-0.1525034188068819	0.3681959111290033	0.9832234506570979
SEC61B	11.954137682538656	12.106540851751058	-0.15240316921240193	0.1579670742695567	0.9250470599990889
SBK1	3.9564208027629415	4.108748792347332	-0.15232798958439053	0.4079547795518387	0.9854763185071321
CEP112	6.377940909736917	6.530246204590551	-0.1523052948536341	0.40900677327875445	0.9854763185071321
KCNMB1	8.245515555795803	8.397549568096116	-0.15203401230031233	0.36034869715114426	0.982825927591554
RAI2	8.920692454771052	9.072704093111684	-0.1520116383406318	0.3584034170535896	0.982825927591554
PARP11	6.090341153147701	6.242311635912578	-0.15197048276487646	0.27366017615120064	0.9741879059851506
FMO3	5.752710532690796	5.904663165616335	-0.15195263292553918	0.577791805328293	0.9854763185071321
ZNF98	1.4691621011646199	1.6210925236759133	-0.1519304225112934	0.5489816721677796	0.9854763185071321
KLHL13	6.130656062872647	6.282580962973668	-0.15192490010102144	0.5752585635543894	0.9854763185071321
PRPS1	8.490000262116896	8.641823978488494	-0.15182371637159875	0.23286647540739747	0.9623245405308651
LIPJ	1.266764689690882	1.4185528184296587	-0.15178812873877678	0.37915804256993624	0.9854763185071321
NRP1	8.168626036658962	8.320378373876382	-0.15175233721742032	0.5269403139258021	0.9854763185071321
ZNF239	5.506204850265413	5.657738162402908	-0.1515333121374951	0.41111559785593876	0.9854763185071321
SPATA31A7	0.09648593105960815	0.2479158184370183	-0.15142988737741014	0.8022193456740754	0.9922481746219167
GUCA1A	1.409321517634252	1.5607410214935127	-0.15141950385926073	0.7175026047055673	0.9922481746219167
LINC00346	3.168262135135228	3.3196810237907823	-0.15141888865555453	0.7936235566731455	0.9922481746219167
RNF186	3.608977990611554	3.760388505644605	-0.15141051503305114	0.9054780757232299	0.9977448003249864
TTLL7	6.50205013890361	6.653396200240929	-0.15134606133731854	0.42175615237412	0.9854763185071321
LPAR6	7.862074694965002	8.013333930936737	-0.15125923597173507	0.516091532214062	0.9854763185071321
FLCN	8.959307776494708	9.110501669730251	-0.15119389323554344	0.16294242656018199	0.9328850903847955
LPPR4	3.1716030325123095	3.322739394839281	-0.1511363623269717	0.739804327097095	0.9922481746219167
SERPINA4	5.505110994890364	5.6562257812518775	-0.15111478636151343	0.8382820216368776	0.993414379102734
RASA3	7.476901352961143	7.627987638337762	-0.1510862853766195	0.3681959111290033	0.9832234506570979
NRSN2	8.542067719349951	8.692956965342967	-0.15088924599301556	0.43364526595244735	0.9854763185071321
WNT6	4.678986700400011	4.829836012510516	-0.15084931211050545	0.6547697542646411	0.986711196487029
CHI3L2	5.469967910142318	5.6207715373932015	-0.15080362725088303	0.9201932015127521	0.9977448003249864
SPATS2	8.240342866266845	8.39100712649822	-0.15066426023137502	0.09204988347899501	0.881584837564455
ZNF860	3.5905181563353556	3.741120465529959	-0.15060230919460338	0.3701742141329686	0.985039857947052
MEF2C	7.948965138475385	8.099563268724403	-0.15059813024901736	0.3964896097025441	0.9854763185071321
KIF15	4.52927405549085	4.6798086259380245	-0.15053457044717433	0.24545244624162266	0.9688296382645062
FAM20A	7.442067583491932	7.592584236155604	-0.1505166526636721	0.9703992604225538	0.9977448003249864
SLC6A4	3.808814091198387	3.95932081484116	-0.15050672364277284	0.2996632849169065	0.9768154188127263
NTSR2	0.5142166659169091	0.6647099598389851	-0.150493293922076	0.4079547795518387	0.9854763185071321
CTGF	11.086205897500365	11.236666559253408	-0.1504606617530424	0.714731291873536	0.9922481746219167
CTRB2	3.7976206502058063	3.948038570900886	-0.15041792069507975	0.5113073047783516	0.9854763185071321
KCND3	6.705189681004369	6.8555901582208865	-0.15040047721651728	0.6414305228048494	0.9859918953379686
FDX1L	8.581031440486566	8.731321293105157	-0.15028985261859162	0.022264531246423136	0.6070084476943984
NPIPB7	1.8650077948124615	2.015147828248569	-0.1501400334361076	0.38827477231501306	0.9854763185071321
EMP2	10.399999516613802	10.550125554257116	-0.15012603764331445	0.5391295702624224	0.9854763185071321
FGD1	6.341336812161423	6.491439534800647	-0.15010272263922442	0.19530190101762057	0.948818914219957
BDNF	2.79179921137801	2.9418222323633176	-0.15002302098530773	0.5702078889112947	0.9854763185071321
SH3GL3	2.5251489382976047	2.6750639752730425	-0.14991503697543784	0.49944883747098967	0.9854763185071321
PROC	4.766163730161871	4.916001702076721	-0.1498379719148497	0.49827107570386253	0.9854763185071321
RUSC2	8.05551640509927	8.205284046368847	-0.14976764126957676	0.3137091110614555	0.9779028442757544
TOP2A	7.4434385342475125	7.5930799209605935	-0.14964138671308103	0.38016446001419024	0.9854763185071321
CNIH4	9.645171721642578	9.794779937660783	-0.14960821601820484	0.17619309970595043	0.9405911371732123
ACSL4	8.474482211664096	8.624025783513224	-0.1495435718491276	0.5029909741664305	0.9854763185071321
ENPP2	8.683450049703483	8.832956296497887	-0.14950624679440416	0.5136965198974439	0.9854763185071321
FAM215A	0.6687409608492497	0.8182244734602925	-0.14948351261104276	0.7161164808280821	0.9922481746219167
PARP10	9.25103528391297	9.400440981356596	-0.1494056974436262	0.07641364606386969	0.848370828723368
OGFR	9.600344413847893	9.749622277887466	-0.14927786403957377	0.082451996558355	0.8615121981186238
GPR161	5.885496810697753	6.034773252259626	-0.1492764415618728	0.37514878891773784	0.9854763185071321
EVPL	7.631359578777518	7.780630285824089	-0.14927070704657108	0.7979183885810038	0.9922481746219167
METTL1	8.214138174032488	8.363332955979336	-0.1491947819468482	0.27122819836622425	0.9737054895812489
FLT1	7.05586461027561	7.205032611346163	-0.14916800107055295	0.45799597860052477	0.9854763185071321
TMEM230	11.065861833877381	11.214968529499297	-0.14910669562191536	0.09495116589893926	0.8829389785261428
KCNE2	8.308953725940874	8.45800992162445	-0.14905619568357587	0.43255649508522387	0.9854763185071321
MICALL2	9.264486553302412	9.413522717783284	-0.1490361644808722	0.5866992391280421	0.9854763185071321
POU5F1B	2.0893591725711564	2.2383608278994207	-0.14900165532826426	0.553940820579784	0.9854763185071321
FGF8	0.7518870831335968	0.9008873658117614	-0.14900028267816467	0.5305822693667677	0.9854763185071321
TAS1R1	2.303930714881239	2.4529307144638763	-0.14899999958263743	0.5125011865092279	0.9854763185071321
PGPEP1L	1.8901375510979757	2.039090812087822	-0.14895326098984651	0.40480848634557953	0.9854763185071321
CHIT1	2.6496089800889524	2.798517664203228	-0.1489086841142755	0.7566765814808821	0.9922481746219167
FCGR3B	5.037904208613575	5.1867925455673385	-0.1488883369537639	0.7822015592599014	0.9922481746219167
SCFD1	9.650342513474929	9.79911961196196	-0.1487770984870309	0.08783193685866142	0.8760105334446558
RP11-618P17.4	0.7030651857937055	0.8518256974919932	-0.14876051169828775	0.6668701782313101	0.9875468980890936
RHBDF2	8.222763074511366	8.37144796774294	-0.1486848932315734	0.20975666022576867	0.9578957612918001
HIST2H4A	7.145859041802703	7.2945243666635555	-0.14866532486085227	0.7188896593621741	0.9922481746219167
C11orf82	4.19863794878336	4.347293570044451	-0.14865562126109122	0.26561129781792503	0.973302405605644
CDRT1	1.1230754427653649	1.2716861118455225	-0.14861066908015763	0.5995333584250514	0.9854763185071321
C20orf197	0.7700345686948793	0.9186235191121199	-0.14858895041724063	0.2843706828717245	0.9741879059851506
FXN	8.229652288913632	8.378238556950356	-0.14858626803672337	0.08646110101729565	0.8700282298076777
TMEM258	12.011724081245976	12.160251604268874	-0.1485275230228975	0.3506885187780199	0.9828105583901081
PIK3R5	6.0444958477392765	6.193008284384347	-0.14851243664507052	0.5689485310790262	0.9854763185071321
MTPAP	6.995178544531964	7.1436451895927195	-0.1484666450607559	0.15633445312209804	0.9242292833806741
TEX30	6.866214306325619	7.0145973753127455	-0.14838306898712617	0.3741505833318687	0.9854763185071321
CDK8	7.912067352284075	8.060439220366957	-0.14837186808288205	0.5089239056433652	0.9854763185071321
TROAP	6.254835349620139	6.403144349215485	-0.14830899959534616	0.5125011865092279	0.9854763185071321
AAED1	7.16794025669987	7.316225627713396	-0.14828537101352612	0.15151336943113203	0.9199382536841605
LRRC26	5.860677418956243	6.00893154858249	-0.14825412962624718	0.8209245531823124	0.9926081315601049
PLP2	12.302069288470578	12.45031444715839	-0.1482451586878124	0.29707712895344207	0.9755552088933916
ANKRD36	6.484160577471033	6.632395699873372	-0.1482351224023395	0.3923691545158602	0.9854763185071321
SCN2B	2.8743971123652248	3.022620973070341	-0.14822386070511628	0.6981834440507497	0.9915823948791432
LY6G5C	6.52551632693296	6.673653630419532	-0.14813730348657206	0.3365092922659093	0.9791511792213997
CASQ1	3.710787364514292	3.8588050155380467	-0.14801765102375475	0.5391295702624224	0.9854763185071321
CXCL5	5.053033754481403	5.201042658856237	-0.1480089043748345	0.6111915788011408	0.9854763185071321
FASN	10.871379826737392	11.019370411809923	-0.14799058507253093	0.48541377906896055	0.9854763185071321
RECK	6.858622209748014	7.006608620589431	-0.14798641084141728	0.4079547795518387	0.9854763185071321
AKT3	7.688633612419459	7.836541257440534	-0.14790764502107479	0.321797262560103	0.9779028442757544
PCDHGA9	4.788263871777577	4.936114252282173	-0.14785038050459587	0.48657515467421364	0.9854763185071321
PTPRQ	1.2578601540323784	1.4054089344637049	-0.14754878043132647	0.5866992391280421	0.9854763185071321
MAGEA10	0.19070931737594923	0.3382406297564336	-0.14753131238048436	0.9467460413277351	0.9977448003249864
ST8SIA5	1.8519744527567423	1.999409496466476	-0.1474350437097336	0.5651784505517443	0.9854763185071321
GP1BB	5.622713051517536	5.770137896532731	-0.1474248450151947	0.6047023655596626	0.9854763185071321
TRAPPC3L	0.7241010858051294	0.8714842259681985	-0.14738314016306908	0.38117251750856895	0.9854763185071321
CORT	3.6906675299443585	3.8380161850701677	-0.1473486551258092	0.09204988347899501	0.881584837564455
DTX3	8.958277155395322	9.105534803258523	-0.14725764786320106	0.36034869715114426	0.982825927591554
TRABD2B	4.739979441668868	4.887230149600458	-0.14725070793159034	0.7384038141746032	0.9922481746219167
BTN3A3	8.16725036768534	8.314278787404664	-0.1470284197193248	0.3365092922659093	0.9791511792213997
SYT11	6.851366452135709	6.998299964412042	-0.1469335122763331	0.516091532214062	0.9854763185071321
IL22RA2	0.3944252872810646	0.5413348816451203	-0.14690959436405576	0.5816014811156484	0.9854763185071321
MANBA	8.093452520925572	8.240317194833239	-0.14686467390766644	0.2569475445635987	0.973302405605644
ABCA2	8.881724286486364	9.028553867814951	-0.14682958132858737	0.35646475517819454	0.982825927591554
C12orf45	7.976201268029946	8.123019454740712	-0.14681818671076563	0.37514878891773784	0.9854763185071321
C9orf41	7.066560823420456	7.213337238158866	-0.14677641473840985	0.2793926183815121	0.9741879059851506
ARHGAP4	8.187585203453986	8.334341684407217	-0.1467564809532309	0.46931316984094307	0.9854763185071321
ANO10	8.805862906543197	8.952452597653531	-0.14658969111033393	0.09605785516618237	0.8829389785261428
TMEM41A	8.27344761255209	8.420000842240581	-0.14655322968849127	0.2292534039260229	0.960611187493939
GPR114	5.2569864012373975	5.403459821400903	-0.14647342016350517	0.5765245282245932	0.9854763185071321
SH3TC1	7.7530989830825625	7.899560165816647	-0.14646118273408426	0.40900677327875445	0.9854763185071321
NPM3	8.231381313464096	8.37780053518073	-0.14641922171663424	0.36918423860238814	0.9845633845990178
HSD3B1	0.26437091304437116	0.4107776951552688	-0.14640678211089764	0.8050899917240841	0.9922481746219167
UXT	11.815172120045258	11.961572430128799	-0.14640031008354093	0.11955092454134897	0.9007559441928051
GRK5	8.948279293715697	9.094653748259876	-0.14637445454417986	0.5269403139258021	0.9854763185071321
SLC15A3	9.076554086122542	9.222830420904245	-0.1462763347817031	0.3923691545158602	0.9854763185071321
DPYSL5	1.5817011912764471	1.7279448757258926	-0.14624368444944547	0.80078502041999	0.9922481746219167
TEK	6.307908598898827	6.454151185743327	-0.1462425868445001	0.4006360755200634	0.9854763185071321
GADD45GIP1	10.924481818861393	11.070691371031264	-0.14620955216987142	0.09027303936059272	0.8791725095374944
ZNF74	6.6389547878283794	6.785160174584552	-0.14620538675617212	0.16182670464602178	0.931150674113363
TOMM7	12.491724202052104	12.637861612725809	-0.14613741067370434	0.16575710101725438	0.9335301419996158
PPP1R14B	11.038964884648275	11.185094225008124	-0.14612934035984892	0.33186600272652267	0.9785791402878176
RNF217	6.848299369903799	6.994399055253128	-0.14609968534932882	0.5113073047783516	0.9854763185071321
CFHR1	1.3782314083232163	1.5242766750540406	-0.1460452667308243	0.43255649508522387	0.9854763185071321
PRND	1.6770154632154233	1.8230125226049427	-0.14599705938951946	0.5841477717008314	0.9854763185071321
SEPT12	1.2281755998222885	1.374133378955504	-0.1459577791332154	0.5564285925637403	0.9854763185071321
PRSS8	10.595165797966077	10.741069626478335	-0.14590382851225847	0.9393630445353247	0.9977448003249864
SLC38A11	5.431084247707652	5.576932409620714	-0.1458481619130616	0.8455381054352694	0.9939930271228457
C9orf43	3.0527309114174086	3.198539473621251	-0.1458085622038423	0.47388298008816565	0.9854763185071321
MYOM3	2.434866023072674	2.580666084392077	-0.14580006131940282	0.7258387486569726	0.9922481746219167
SLC17A1	0.08211321974150979	0.22789163000073936	-0.14577841025922958	0.45687274275400636	0.9854763185071321
LRRC8C	6.0131003326770935	6.158676844203508	-0.14557651152641427	0.3652408235196375	0.982825927591554
SEMA5B	3.6060086663692874	3.7515264175702905	-0.14551775120100308	0.47847714389586726	0.9854763185071321
KRTAP5-6	0.0	0.14547631801499922	-0.14547631801499922	0.7468197544786785	0.9922481746219167
EGFL8	7.753793304823552	7.899247788694316	-0.14545448387076387	0.5317990878722691	0.9854763185071321
KATNAL2	4.8892653515560545	5.03464063184557	-0.14537528028951563	0.7230563664308745	0.9922481746219167
CCDC141	2.474308336881321	2.6196541939229827	-0.14534585704166192	0.5651784505517443	0.9854763185071321
PHKG1	4.738587178171745	4.883889698360046	-0.14530252018830137	0.5330173188237501	0.9854763185071321
BST2	10.550000597851298	10.695282857288303	-0.14528225943700512	0.566433808984366	0.9854763185071321
GAB2	8.110342135564311	8.255599365615865	-0.14525723005155378	0.13674763966613757	0.9165984557529732
EVC2	4.918636808361652	5.063857806931921	-0.14522099857026927	0.4413108981351389	0.9854763185071321
C9orf85	7.537930186375834	7.6831450454426635	-0.1452148590668294	0.2523054412521817	0.9712506227192418
LNP1	5.139671774485171	5.28483017873321	-0.14515840424803894	0.31908621890665534	0.9779028442757544
IL1RAP	6.230695001432591	6.375847228811302	-0.14515222737871092	0.4912356383040257	0.9854763185071321
DEFB132	0.16242579346125294	0.3075669492951293	-0.14514115583387635	0.49944883747098967	0.9854763185071321
AC139426.2	2.043613951247819	2.1887016500015934	-0.14508769875377459	0.45575105636550417	0.9854763185071321
MCF2L2	3.908001772487206	4.052968289289761	-0.14496651680255512	0.5041746294432502	0.9854763185071321
MYF6	0.32503550130747216	0.4699695292300239	-0.14493402792255172	0.3272643239240278	0.9785791402878176
DBNDD2	10.947586023956964	11.092515448948403	-0.1449294249914388	0.22144550921290562	0.960611187493939
CYP4X1	6.977593906059632	7.1225213643200185	-0.1449274582603861	0.6177114680133157	0.9854763185071321
AL589739.1	1.1208721116379257	1.2657889558901685	-0.14491684425224283	0.44461978429847293	0.9854763185071321
SATB2	4.589009572736126	4.733903678124959	-0.14489410538883263	0.5639244310616427	0.9854763185071321
C19orf44	6.266193556067078	6.411057521302428	-0.14486396523535028	0.22214734266807157	0.960611187493939
THRA	9.804137910085043	9.948931271141218	-0.14479336105617513	0.18098551024694598	0.9420143219826752
PPP2R3B	6.309300087126465	6.454082223318473	-0.14478213619200808	0.4413108981351389	0.9854763185071321
PTTG2	1.0221627942127745	1.1669423217615142	-0.1447795275487398	0.5956697847205012	0.9854763185071321
RINL	6.9417122705929	7.086419120587201	-0.14470684999430095	0.5879769064526974	0.9854763185071321
NFATC1	7.20000399971046	7.344653819110666	-0.14464981940020571	0.26007502204568067	0.973302405605644
ANO2	4.018649160793127	4.163286626911286	-0.14463746611815864	0.46703743532651143	0.9854763185071321
ZNF581	8.824135139410043	8.968742036687363	-0.14460689727732046	0.10488913377455367	0.8922190118179222
PLA2G4E	1.156866815178504	1.3014598951034382	-0.1445930799249342	0.7300191043886706	0.9922481746219167
FRMPD3	2.6139349347676673	2.7585221559981696	-0.14458722123050238	0.6926987632821435	0.9915823948791432
LRP2BP	4.150952462024772	4.29549280420929	-0.14454034218451728	0.6085921891822782	0.9854763185071321
DGCR6	6.890708916578474	7.035219057601121	-0.14451014102264725	0.5403562217075608	0.9854763185071321
PRR16	6.044489274316725	6.188928831902514	-0.14443955758578841	0.6361267624587221	0.9859918953379686
C9orf47	2.998317667019782	3.142736531733026	-0.1444188647132436	0.5918176056003627	0.9854763185071321
FAM110B	6.963087055952862	7.107489014957432	-0.1444019590045702	0.6722763267648645	0.9883315237911104
NXT2	6.875527128173923	7.0198769276587925	-0.14434979948486948	0.38016446001419024	0.9854763185071321
C7orf50	10.24862070152361	10.392955990413668	-0.14433528889005842	0.4912356383040257	0.9854763185071321
POMC	5.4703525368821495	5.614637349137642	-0.14428481225549206	0.660136768369174	0.9874227576308638
ARL6IP4	12.198965429446881	12.343144703152372	-0.14417927370549144	0.03537866539406953	0.703716898896802
THSD1	5.456210475890689	5.600374017746832	-0.14416354185614288	0.43473561962912166	0.9854763185071321
RAD9B	2.8360194997081645	2.980099710987077	-0.14408021127891235	0.41429090993588236	0.9854763185071321
SF3B3	10.671034734016333	10.815094070748353	-0.14405933673202043	0.03426110937477178	0.6925231120236889
PLAGL1	8.276208129056077	8.420253281883504	-0.14404515282742736	0.4659018672503056	0.9854763185071321
AC010441.1	8.668273692716298	8.812263677001924	-0.1439899842856267	0.6190190902516435	0.9854763185071321
