Name	Mean(log(thyroid_black))	Mean(log(thyroid_white))	logFC	M-W U test pval	Adj pval
ZNF814	9.23069785636607	9.299025737380289	-0.06832788101421805	0.10549986690963808	0.4250804372031701
CD47	10.90418626492584	10.972509163416326	-0.06832289849048578	0.5692050498889393	0.8420406440238293
HGS	10.815348220129547	10.883670071019768	-0.06832185089022147	0.2055646954286905	0.5662901577896402
CYTH3	9.665581994709303	9.733893824804177	-0.06831183009487418	0.4198808870976303	0.7536832954683661
ZC3H12B	4.579496076527015	4.647730989405106	-0.06823491287809169	0.42571529353940485	0.7573631851069299
MME	4.493726304953138	4.561952112761212	-0.06822580780807375	0.8711151250788012	0.9665965184874872
MVD	9.657209539683816	9.72543080217049	-0.0682212624866736	0.3418391247014302	0.6939665744133816
TCF15	2.828872990356624	2.897085040795985	-0.06821205043936107	0.6948258623010981	0.9036110114415595
CACNA1S	0.3975960532590284	0.465802062832117	-0.06820600957308859	0.8538242802770224	0.9608754737938042
EBF1	6.591836019434297	6.660035180475699	-0.06819916104140233	0.6058135238271598	0.8609501284385669
SMG6	9.608138237756828	9.676329533863166	-0.06819129610633823	0.279423769167086	0.6452219708470864
USP3	8.722556940689055	8.790673067798778	-0.06811612710972348	0.226301199498544	0.5886869654717158
COL4A3BP	9.451395166137347	9.519475351001844	-0.06808018486449718	0.24252700014748463	0.6067172701491744
SRC	8.481163841863061	8.549212801375742	-0.06804895951268009	0.5513056978709356	0.8326736912942013
AC004076.7	0.27770563175353685	0.3457428753913184	-0.06803724363778157	0.8059494145837249	0.9455005628960835
CXorf27	0.03369537095686344	0.10156020829928289	-0.06786483734241945	0.7255384844848944	0.9155066084278319
FAHD2B	6.7535036260130274	6.821350030313075	-0.06784640430004796	0.22245550459779218	0.583853530729931
RDH13	8.8574384158809	8.925280149329845	-0.06784173344894562	0.21053105569349984	0.572609257211771
TWIST1	5.551175075464463	5.619013725260415	-0.06783864979595222	0.9561405688523616	0.9903689335986973
STEAP3	6.808595488729048	6.876400576370641	-0.06780508764159343	0.4929441084019781	0.8025655374769198
FAM129C	2.739524378439369	2.80731499473095	-0.0677906162915809	0.8964395137352357	0.97509146653205
ANGPTL1	9.656281000127619	9.724045407028564	-0.06776440690094532	0.6083766542935088	0.8619024214697303
PRKG1	7.000215100098209	7.0679777503433705	-0.06776265024516182	0.6206169069824969	0.8701058591197255
ADA	6.947907666107385	7.01565589616886	-0.06774823006147468	0.8187479360420089	0.9498277714489504
CARHSP1	9.93814061495514	10.005843044796736	-0.0677024298415958	0.3367430099622106	0.6889971573342074
PTPN4	8.390931411511131	8.458614727004397	-0.0676833154932659	0.48833044503090317	0.7994852629362468
FAM109B	6.875358044032035	6.943038556295997	-0.0676805122639621	0.7227896582553804	0.9140011981771273
AC005082.1	0.0	0.06767765740252374	-0.06767765740252374	0.8747254370316795	0.9669499034428496
ZNF23	7.693488007204221	7.761163917218899	-0.06767591001467821	0.2901546068587013	0.6534031098985065
ZNF286A	7.915586934900166	7.9832589648525305	-0.0676720299523641	0.22700548282522182	0.5891725599562405
DCP1A	7.755118470618316	7.822770105467217	-0.06765163484890113	0.5817089460671466	0.8480015469282698
IGFBP7	13.875581385942565	13.943220982473266	-0.06763959653070017	0.5134005198711025	0.8138971333471899
STAT5B	9.469302621083498	9.5369284920149	-0.06762587093140127	0.10354147081682019	0.42261256533301866
OR2A7	7.591389485441149	7.658988281022074	-0.06759879558092496	0.5312800111833351	0.8220621549423024
ALKBH5	10.46348737984735	10.531048476957077	-0.06756109710972602	0.14703147208553413	0.49404744826969516
CDK15	1.6371012841582577	1.7046494641729246	-0.06754818001466689	0.8031122139304075	0.9443010936858791
INSIG2	8.720464127001678	8.787977140034668	-0.06751301303298973	0.1820064639669179	0.5382756936936519
GRAMD1A	9.892094146750486	9.959475880722458	-0.06738173397197222	0.49932583881986015	0.8061810440236962
JMY	7.584879672429616	7.652210123562755	-0.06733045113313896	0.23162143520846312	0.5952151231856259
LHX3	0.05345062294479049	0.12075862926740362	-0.06730800632261313	0.16298579458374185	0.5160461215158391
SPTLC2	7.765581546071435	7.832882529432498	-0.06730098336106316	0.25037262576506236	0.6155219034062251
PPARD	9.98721005962916	10.054495001454267	-0.06728494182510758	0.31463929370114807	0.6723232215047881
REL	6.030243511047892	6.097521701310847	-0.06727819026295556	0.7344964529064778	0.9192309923263313
SLC22A11	1.5420338959547424	1.6092695714360432	-0.06723567548130083	0.8337405850455992	0.9548325001323363
MGAT4A	7.888144994212407	7.9553590188417065	-0.06721402462929937	0.3289638276725254	0.6836021485134679
SQLE	7.83418792806881	7.901385911926215	-0.06719798385740461	0.5228971143894613	0.8181976327228172
UBE2Q2	9.173253937195103	9.240448231028532	-0.06719429383342934	0.30330715059896207	0.6636028143570757
SERTAD1	8.829997531898131	8.897154773275362	-0.067157241377231	0.5679617526463142	0.8412263694855786
CAMKMT	7.2981392793919415	7.365281944079197	-0.06714266468725505	0.1111399735934473	0.43697780636525524
APOL3	9.273723783438095	9.340861400542154	-0.06713761710405919	0.5415500663359013	0.8282423419641783
NAT6	8.136279690530158	8.203409735332679	-0.06713004480252138	0.080622988649103	0.3769417027259337
USP4	9.601860662934234	9.668989280599929	-0.06712861766569489	0.21660456871663447	0.577316318669303
DCAF15	8.859766507426203	8.926890943073127	-0.0671244356469245	0.18655031446242243	0.544115042759391
ERG	7.708836295657755	7.775954029743283	-0.06711773408552801	0.23090698265788667	0.5942176018320521
FAM72B	3.7397052066379173	3.8068174725791706	-0.0671122659412533	0.5500815338925185	0.8319286576358201
C5orf24	9.20767405024329	9.274756587001743	-0.06708253675845377	0.20327641948983388	0.5639101525893153
GIT1	9.39837224372811	9.465431177828586	-0.06705893410047636	0.030033691850211097	0.23409071647186896
CD46	10.858604545622748	10.925617419775698	-0.06701287415294921	0.22454731575470954	0.5852949355266596
TTL	7.483716405767432	7.550714382184946	-0.0669979764175137	0.3744292382472708	0.7197704546083277
AC106873.4	0.11696227417394192	0.18394403920295893	-0.06698176502901701	0.6759617995726046	0.8960343761420974
CLEC4E	6.784905923589622	6.851876271557162	-0.06697034796754053	0.7967380452837891	0.9424039280839364
HIST1H1T	0.498562784569097	0.5655299150001916	-0.06696713043109459	0.8754478149464663	0.9672787481529481
BIRC2	9.184417815700124	9.251384749458822	-0.06696693375869778	0.18962577114316326	0.5485172401618947
RTN4RL2	9.901394107438158	9.968277103537286	-0.06688299609912818	0.8495121818464897	0.959997260845636
GRN	12.211860728665183	12.278726631131308	-0.0668659024661249	0.10950475189362885	0.43326103443119024
WDR52	7.432095643790233	7.498952954675121	-0.06685731088488822	0.4219970323632004	0.7553970860427173
PRRC2B	10.583022371640704	10.649849542424029	-0.06682717078332523	0.18411660591787982	0.5412641851455088
TARSL2	8.041393991934878	8.10820399505784	-0.0668100031229617	0.14074764802982098	0.4862337471156539
HNF4G	0.19814565945240303	0.26495443499020827	-0.06680877553780523	0.440778281812616	0.7667832714080965
SLCO1A2	1.1152192512032808	1.181994363047179	-0.06677511184389817	0.574191191364587	0.844678858109443
ABRACL	9.693720509626436	9.760487286086661	-0.06676677646022533	0.31419836057958195	0.672169686699794
NCKAP5L	8.064419854399734	8.131160205639105	-0.06674035123937117	0.37049832861487986	0.7166010578519745
PAIP2	11.079999492147032	11.146703977326691	-0.06670448517965966	0.29987560214139775	0.6602991737636483
COLGALT2	5.897457701823184	5.964082468817781	-0.06662476699459763	0.6401582571818938	0.8800907510981089
NPR2	7.969074009085707	8.035619447698695	-0.06654543861298734	0.4843126680638471	0.7977240063875483
RP11-474G23.1	0.2848823625078076	0.35141546786180183	-0.06653310535399426	0.6995721181377708	0.9058377117330311
RGPD5	7.863716336479554	7.930225875075932	-0.06650953859637809	0.47576382904489656	0.7917224830560724
CHAC2	4.800018297795629	4.8665166388342485	-0.06649834103861973	0.5439808737668721	0.8294524173679064
GAS6	11.566744664852367	11.63322096412543	-0.06647629927306298	0.4854587723914561	0.7977240063875483
FRMD4B	9.729070114523912	9.795543170123652	-0.06647305559974015	0.43428562761381106	0.7627010462972735
HRSP12	8.572560727962086	8.639026514481909	-0.0664657865198226	0.2749660622121959	0.6414348565400937
DPYSL2	8.618833494114762	8.685280808175218	-0.06644731406045601	0.5193253500737653	0.8161851290596663
ECT2	6.072773034438237	6.139208450471155	-0.0664354160329177	0.29562271043136057	0.6567310078526396
PATL1	8.612091247602029	8.678502251543678	-0.06641100394164923	0.22210823024464	0.583446572798988
FOXO4	8.48535120931586	8.551760378659543	-0.06640916934368235	0.21797119436085377	0.5786722145335086
RP11-382J12.1	2.2694626610749826	2.3358695818762154	-0.06640692080123278	0.6019779206917899	0.858984712970217
FAM160B2	10.24790653404142	10.314307427397432	-0.06640089335601296	0.30416909984360996	0.6642915992747122
NAGA	8.706976204317654	8.773369583932164	-0.0663933796145102	0.18593967051637417	0.5432910764389871
MORC2	8.56697751743242	8.633369832755276	-0.06639231532285628	0.40369337729408017	0.7426327057858372
CEBPE	0.94691247285285	1.0132864017542247	-0.06637392890137472	0.7016098395012346	0.9058999218005306
CMC1	9.380931497982099	9.447303172429919	-0.06637167444782044	0.10218786806888902	0.42000574436258337
PRPSAP2	9.449302654627791	9.515656423215233	-0.06635376858744202	0.13467238501994672	0.4756891923939623
ZFYVE19	8.853257027682965	8.91958839251934	-0.06633136483637614	0.5022410655727739	0.8076657206367646
ZNF248	8.303258277773732	8.369586459174565	-0.06632818140083252	0.11787436314535871	0.44742140508613437
RP9	8.629069658688607	8.695394628891725	-0.06632497020311767	0.39192834581088953	0.7341148857253852
C11orf53	0.2731858822008152	0.33950801381083784	-0.06632213161002265	0.34745449196635425	0.6984372193919696
CYP4A22	0.770199984550225	0.8365049818622052	-0.06630499731198025	0.32534366676884374	0.6808179776162452
MOSPD1	7.4734883598285355	7.539777433427585	-0.06628907359904979	0.45172206957327676	0.7750129374534636
MTF2	8.166044221277698	8.23224794571434	-0.06620372443664202	0.4283828623499083	0.7587734574126171
CTHRC1	6.802297879503849	6.868426492581994	-0.06612861307814555	0.8473578113138039	0.9589908314471163
INTS6	8.556979758029877	8.623070071615327	-0.06609031358545003	0.5145826640647917	0.8139997809387637
RBL1	1.2481315069160706	1.3141694173292362	-0.06603791041316565	0.9233256932347748	0.98170398302246
KRT7	14.283255832251545	14.349288415058352	-0.06603258280680713	0.6752917449726594	0.8957329395077985
RNASE2	3.057925961062861	3.12389994444341	-0.06597398338054905	0.936439139059797	0.9858621654752889
JMJD7-PLA2G4B	7.275113115922674	7.34108511158481	-0.06597199566213607	0.5817089460671466	0.8480015469282698
FAM13A	10.250697068047149	10.316666704702323	-0.06596963665517386	0.6686054230292696	0.8933706503454921
MRPL41	9.550466174425216	9.616404156399614	-0.0659379819743986	0.4814538363262355	0.7955214359620215
MYBPC1	2.3758133733951965	2.4417497775524564	-0.06593640415725988	0.8002776056717751	0.9435877090828931
AC079354.1	0.2288096137069666	0.29468157464771805	-0.06587196094075146	0.7476538068804734	0.9234567088455051
ALDH3A2	10.80534891532949	10.871198158624836	-0.0658492432953448	0.22106873720363407	0.582381165213631
POTEM	0.018390047392139536	0.08420299031122189	-0.06581294291908235	0.35694302119590515	0.7059780953540209
UBE2D3	12.08325608315112	12.149063784214732	-0.065807701063612	0.1588798285320534	0.5100510201349827
PDXK	10.41162707374652	10.477415718817136	-0.06578864507061688	0.42040933793650626	0.7539630588379765
FER	7.055127808700449	7.120898802650775	-0.06577099395032526	0.49063436167874397	0.8012404048505456
SPIN1	10.048139161551715	10.113895118260265	-0.06575595670854995	0.19430876387434937	0.5542288500672906
CIR1	9.817675784439404	9.883409087636318	-0.0657333031969145	0.20036167860582255	0.5605202597187774
CLIP4	9.416742204521132	9.4824716625824	-0.06572945806126818	0.593705248466247	0.8540726686467053
PURB	8.172559800953396	8.238277525741635	-0.06571772478823945	0.1832100518729718	0.5403435570381477
NFIX	9.994418285154032	10.060075664013873	-0.06565737885984113	0.551918281712719	0.8331152711605502
HEYL	7.582787647512773	7.648429534061114	-0.0656418865483408	0.5704496452197927	0.8429232404659525
IGSF23	0.3538955720209683	0.41952317188494503	-0.06562759986397676	0.588640375669411	0.851833017218221
CHIC2	8.423491092112357	8.489100490916714	-0.0656093988043569	0.23812221053755311	0.6028212557845896
CDT1	4.58419953139478	4.649807324220355	-0.06560779282557494	0.6115873422670314	0.8639643714991604
SPATA25	5.335826709059287	5.401416577289294	-0.06558986823000712	0.921142046394413	0.9812153564330027
ATP8B2	8.78441759027894	8.849963487619782	-0.06554589734084182	0.48890587673519514	0.7998521224489197
ERAP2	7.037885580244761	7.1033738667355815	-0.06548828649082061	0.78614469621888	0.9385910061320468
FAM189B	8.148371399933223	8.213857555000468	-0.06548615506724431	0.43698416097569037	0.7641243917128443
LYST	7.835344089468918	7.9008250395475965	-0.06548095007867882	0.4941011629322296	0.8030852636610232
ZNF250	8.338605857529238	8.40408383096356	-0.06547797343432116	0.19242548268401816	0.5514481338538691
CD40	9.216745826894535	9.282210060177523	-0.065464233282988	0.8045304924431359	0.9448706602421094
RAI2	8.9427908058009	9.008240062669428	-0.06544925686852743	0.3888937601729837	0.7315910711982625
RAB43	8.330696972199869	8.396141022964638	-0.06544405076476956	0.5748159103320698	0.844678858109443
STK4	7.57209361680516	7.637530041231511	-0.065436424426351	0.32805634887229473	0.6831193946560978
E2F1	4.5073820658820845	4.5727842694863385	-0.06540220360425408	0.7511287025083242	0.9242943196001081
WWC3	8.605349641762512	8.670748865287669	-0.06539922352515681	0.4188251573087153	0.7526042195270176
EIF1AX	10.155116999340647	10.220449767028047	-0.0653327676873996	0.37888221243590947	0.723519225425478
NUB1	10.336279381695215	10.401610161313531	-0.06533077961831601	0.17403527692842446	0.5286074822248943
MCAM	9.600930628376172	9.666255842421403	-0.06532521404523095	0.2650162472506987	0.6324827538893625
JAG1	8.629771018767883	8.695092348686178	-0.06532132991829442	0.1731659415014648	0.5280807311829666
LRRC24	5.342583847713752	5.407899813554718	-0.06531596584096633	0.8761702966554056	0.9676660668701181
BSDC1	10.300000180309448	10.365280545838038	-0.06528036552859007	0.005879069282314742	0.10216565817701917
EEA1	6.818141504946222	6.883410751394538	-0.06526924644831578	0.33582171997923516	0.6886595163001724
DPH7	9.232791618598286	9.298051336787115	-0.06525971818882859	0.33215280324449337	0.687093009165006
CD3E	7.560247078287189	7.625504292530444	-0.06525721424325504	0.9335234230127105	0.9850703157719152
HSF1	10.71209268593503	10.777340207917169	-0.06524752198213868	0.22210823024464	0.583446572798988
EFHD1	8.689765728990515	8.754905985505593	-0.06514025651507716	0.574191191364587	0.844678858109443
C3orf14	8.026741744849904	8.09187190394131	-0.06513015909140663	0.24512276591200877	0.6096935007906997
TCP10	0.2146413750192264	0.2797606913485879	-0.06511931632936149	0.7338060761679364	0.9191249146609669
EGR1	13.118139387548885	13.183258458566504	-0.06511907101761949	0.7159332943896353	0.9121294374548509
TNFAIP3	8.293021642573722	8.358128080074074	-0.0651064375003525	0.6746219476042057	0.8954967135399267
ANKRD10	10.664185453333458	10.729288139905531	-0.06510268657207341	0.30589787409647096	0.6657519219699963
MUS81	9.801164067006676	9.866254600988004	-0.06509053398132814	0.11573631744673318	0.44486910370196386
FAM212B	6.1041794946341685	6.1692477141452775	-0.06506821951110897	0.5599121551292242	0.8368584463860017
TP73	3.7065059162279677	3.771557592561089	-0.06505167633312148	0.6599524172512816	0.8894172094422075
FMR1	9.547442990110136	9.612471924250569	-0.06502893414043243	0.368542519783172	0.7150203867360315
PAQR4	6.016269678879948	6.081268223670512	-0.06499854479056388	0.4359035907176714	0.7637014135786658
PSPN	5.311819867239949	5.376777385873318	-0.06495751863336885	0.5312800111833351	0.8220621549423024
MFAP2	7.577449298325706	7.642394832643511	-0.06494553431780492	0.6526659445411194	0.8861814793098387
USP50	2.3841088533825925	2.44905278113181	-0.06494392774921742	0.7629807611236584	0.9293342443542045
UFM1	10.187209909953767	10.2521350684012	-0.06492515844743352	0.09399908652213573	0.40576235215480827
CYSTM1	11.108604501840833	11.173520581692474	-0.06491607985164016	0.1737451369856584	0.5281666557808063
CSPP1	7.23139864576611	7.296294502889223	-0.06489585712311285	0.15672223602110147	0.5083215249183081
CCNG2	9.444649685458625	9.50947523442122	-0.06482554896259529	0.3199622060597238	0.6761605589185066
EPB41L1	9.239068569626058	9.303857437378108	-0.06478886775204984	0.35550942814222486	0.7045965508027205
RAB21	9.62837209657593	9.69314611779723	-0.06477402122130016	0.19336543929022476	0.5527501774216879
ZFHX3	7.797672892961085	7.862435971955443	-0.06476307899435785	0.3893985288360874	0.7318602690570509
ARL5A	9.20000086566638	9.264756498590256	-0.06475563292387498	0.4617015046859845	0.7826235855678657
C6orf106	9.992790985120582	10.057528460336025	-0.06473747521544304	0.14424065247719098	0.4917466796919884
PEA15	11.388604371330418	11.453295843753327	-0.06469147242290951	0.2741608153845967	0.6409520885474037
FYN	10.342093223704746	10.406741580541725	-0.06464835683697956	0.4120010790945008	0.7482412896359243
KSR2	4.385547577754387	4.450186197534598	-0.06463861978021068	0.38486996596563006	0.7287639654986541
ERCC6	6.675336791454018	6.7399619251651695	-0.06462513371115186	0.19652297977571487	0.5569680217359663
GAK	10.414186065378521	10.478800884515397	-0.06461481913687628	0.13443365856426648	0.4756762754560756
KDM3A	9.293489117556355	9.35808935237728	-0.0646002348209258	0.24924109812239048	0.613983346274175
EML5	6.701398186550237	6.765954114640712	-0.06455592809047506	0.28434247259125833	0.6490092882356181
AL583828.1	0.10746613436830836	0.17199488382066735	-0.064528749452359	0.7953233864960714	0.9416479986260858
SPEN	9.683487261496348	9.748015014253077	-0.06452775275672984	0.45558839346515934	0.7774714975438045
SMAD7	9.559303180493366	9.623819998140887	-0.0645168176475206	0.3588601345790491	0.7077713635427378
C6orf141	5.398076894578652	5.462578977020405	-0.06450208244175304	0.653988321232402	0.8869190041167999
CDK2AP1	10.546046299895334	10.610486729317566	-0.06444042942223227	0.30546507101430176	0.6653665677924248
YWHAZ	12.467674398052402	12.532022616955446	-0.06434821890304399	0.2607178920869683	0.6276529082204714
SEC23A	8.559771457664807	8.624081669789659	-0.06431021212485177	0.47803539641498904	0.7930388631362526
BIN3	9.43604705132366	9.500336543034912	-0.06428949171125176	0.18260752274103964	0.5390029504310881
ADSSL1	8.320003254746705	8.384270315208052	-0.06426706046134711	0.42784857192529546	0.7581957956508203
CHP1	9.960466714592455	10.024719641109517	-0.06425292651706194	0.36126561063141505	0.7095954811064852
GGCT	9.515812591388896	9.579886961971658	-0.06407437058276244	0.9904925574360585	0.9976881337563408
MAS1L	0.14875436458481298	0.2128057694037124	-0.06405140481889943	0.6626101073071471	0.8901671234954173
FAM200B	10.56674405722809	10.63078639462628	-0.06404233739818999	0.30937492966714675	0.6686845738307711
ELMOD3	8.888838657673022	8.952809565654848	-0.06397090798182603	0.35982111414285534	0.7082860063521056
CAMTA1	11.082325447975432	11.146291957441674	-0.06396650946624227	0.153791918269381	0.5046591739679219
TBX20	0.2586638760859872	0.32261276625762925	-0.06394889017164207	0.8928146578998587	0.9739407337329876
DDX26B	6.66465824308294	6.72857929549543	-0.06392105241249002	0.4958394653835655	0.8034725815077405
IGSF9	5.515564555826389	5.579454748947235	-0.0638901931208462	0.3367430099622106	0.6889971573342074
CTD-3105H18.14	2.478914101059018	2.542777061707525	-0.06386296064850683	0.5962451416949566	0.8554290625924491
ARHGEF12	9.796742913939601	9.860599362054435	-0.0638564481148336	0.6447547106043541	0.8825458691865086
GLIS2	8.701162413139688	8.765018676904623	-0.0638562637649347	0.48890587673519514	0.7998521224489197
TFPI	9.315812757645453	9.379663180908903	-0.06385042326344958	0.6914429754699198	0.9019811954199685
CTSV	5.4281300977072195	5.491947917634887	-0.06381781992766733	0.6401582571818938	0.8800907510981089
DHH	2.9103342370340837	2.974151438335081	-0.06381720130099744	0.543372663523195	0.829358275903824
HCN4	0.6827372262876693	0.74652606494622	-0.06378883865855067	0.8884677913874296	0.9725192581288538
CCP110	7.705814988868093	7.769588412044868	-0.06377342317677481	0.3833676295409977	0.72758350033354
TCP1	11.32976748687545	11.393520623830655	-0.06375313695520468	0.3583802504203557	0.7073611271979536
AHNAK	10.694185463012094	10.757902715192001	-0.06371725217990765	0.574191191364587	0.844678858109443
SLC38A6	7.746279937496253	7.809964624706364	-0.06368468721011045	0.17931985284358554	0.5355482387647392
FLT1	8.78046211309998	8.844083503025427	-0.06362138992544786	0.7427975694049282	0.9213259779338386
KIF20B	5.5185843913248185	5.5822013209417545	-0.06361692961693599	0.2241977078267322	0.5852212490956639
CECR1	8.868604688572168	8.932211689119649	-0.06360700054748136	0.7365688689835175	0.9202436881338972
VAMP3	10.59372024633836	10.657228178381388	-0.06350793204302718	0.1402540022437505	0.4857941971972583
DENND2A	5.920467226016003	5.983937052488652	-0.06346982647264898	0.8009860127452028	0.9436287770305732
SATB1	9.06000018346305	9.1234451539928	-0.06344497052974951	0.4843126680638471	0.7977240063875483
FLT4	8.58674306077323	8.650149824910713	-0.0634067641374827	0.5276790123850355	0.8201135154084542
MURC	3.524174665938948	3.587536728294343	-0.06336206235539521	0.6277519853150417	0.8736526942195889
IL36B	0.03629569661568555	0.09964284500339993	-0.06334714838771438	0.650024466519016	0.8850363026498446
SUGT1	9.431861338612919	9.49520717028146	-0.06334583166854202	0.25150773562050954	0.6164816798278223
NPRL3	9.41976572220017	9.483108765400138	-0.06334304319996775	0.1958884692282098	0.5562084193302396
SYCP2	5.336040136903841	5.399353552812946	-0.06331341590910533	0.5086861207522733	0.8112251866147462
FAIM	9.079999525124562	9.143258702148044	-0.0632591770234825	0.10950475189362885	0.43326103443119024
HIST3H3	0.55067651601932	0.6139329100652046	-0.06325639404588457	0.6860431691101078	0.8997060701255334
SLC27A2	5.885609257819199	5.948862457691933	-0.06325319987273392	0.5586786826336942	0.8361814733830407
CYP3A7	1.700301609401521	1.7635462363636487	-0.06324462696212763	0.694148795972672	0.9032464898724137
SLC35E2B	9.377209521921209	9.440299758847022	-0.06309023692581306	0.2685692117239572	0.6364583583496042
GHR	6.653957468867699	6.717004508587614	-0.06304703971991543	0.5312800111833351	0.8220621549423024
KRT36	0.37679919705333903	0.43983844885351037	-0.06303925180017134	0.8993409593676636	0.9759159597213782
IFT122	9.01488270588801	9.077864752586908	-0.06298204669889884	0.2301940975193325	0.5929695762407473
LAMP5	3.6561868048833066	3.7191655155460173	-0.06297871066271066	0.9546801356846917	0.9901836454860531
MIEN1	10.42860538478875	10.491572879664977	-0.06296749487622755	0.2782031865553749	0.6444462520410185
LAMTOR3	10.236511506157251	10.299475625412851	-0.06296411925560008	0.3441717671194312	0.6959094285310403
PRODH2	0.22592392604776923	0.28887214666812444	-0.06294822062035521	0.6880662365957602	0.9006081860631007
CMKLR1	7.078840023673284	7.14176339859744	-0.06292337492415534	0.842335407376501	0.9574717537848481
NFIB	8.546976071954953	8.609887697043723	-0.0629116250887698	0.36030220941894153	0.7090031159306065
ITSN2	10.402558144076442	10.46546797453606	-0.06290983045961696	0.3050326742905941	0.6649814536964688
ZNF181	8.252094361617646	8.314981626905913	-0.06288726528826771	0.30030312420193306	0.6606015820709753
C22orf42	0.06819713913087043	0.131082540383099	-0.06288540125222856	0.5234936324668172	0.8182171330660553
CRYBA2	0.218173566161914	0.2810566350563228	-0.06288306889440878	0.8466399403747287	0.9588934449069999
SPANXD	0.052223659366427554	0.1150968794581652	-0.06287322009173765	0.7434906964153398	0.9219345382389983
NEUROG3	0.3781868715517205	0.4410507940773733	-0.06286392252565282	0.5494699544181855	0.8317635117499786
TET2	6.642096005525873	6.70490678370255	-0.06281077817667757	0.2709559493730662	0.6382112972041234
DGKQ	7.236052774917423	7.29880387144012	-0.06275109652269784	0.3102482582426539	0.6689050880922472
AXL	8.221861343386271	8.284606064713484	-0.06274472132721343	0.58485486580712	0.8496631155136621
TBCD	10.939999714601488	11.002733784421563	-0.06273406982007579	0.5045797130877225	0.8089265611578875
HGF	6.124171726746099	6.186891692375555	-0.06271996562945592	0.6553117849836767	0.8874582263624866
SIGLEC7	3.5930325656562156	3.655747401226357	-0.06271483557014124	0.4511712563037613	0.7743597134863915
TGFBR3	7.971166605078111	8.033859961775674	-0.06269335669756249	0.7324259687012553	0.9185966353548145
C12orf23	9.717209303740303	9.779888360724941	-0.06267905698463849	0.20100674745631408	0.5610321662336234
FAM127B	10.789767157366628	10.852433875500198	-0.0626667181335705	0.1853305054708939	0.5423813539508147
A2M	12.045813903218155	12.108464328135202	-0.06265042491704698	0.5415500663359013	0.8282423419641783
MIER3	7.5816320531468255	7.644271718649863	-0.06263966550303746	0.3888937601729837	0.7315910711982625
SMG5	9.820001090871934	9.882622194141542	-0.06262110326960801	0.2741608153845967	0.6409520885474037
QKI	9.174184161081385	9.236778304435846	-0.06259414335446145	0.3970178026329093	0.737579131036473
SLC13A2	0.21560939825190478	0.2781426909259651	-0.06253329267406033	0.56671975631213	0.8403436086921114
VTI1B	11.090000139676539	11.152471548921469	-0.06247140924492989	0.15915110063938143	0.5103820822053908
FAM127A	11.156976274208942	11.219437829266303	-0.06246155505736084	0.3390533388096957	0.6910844327254816
TAF5	5.69466479981485	5.757079917168072	-0.062415117353221916	0.33078366161051564	0.684883133839326
APTX	8.85348727994496	8.915878813418884	-0.06239153347392268	0.05504876178198592	0.3154650879715316
DISP2	6.9106980728780565	6.97306895907175	-0.06237088619369313	0.8258793860613087	0.9521977322707366
ROPN1B	5.043491358591562	5.105849226268139	-0.06235786767657725	0.580452796772542	0.8470517896491614
POU5F2	0.830759867754765	0.8931175454542617	-0.06235767769949674	0.3427709651528671	0.6945421470142429
SLC29A1	10.359068786855458	10.421423405289229	-0.06235461843377088	0.7748886451299121	0.9331661710709488
DCUN1D4	8.92581388732254	8.988164161903613	-0.062350274581072895	0.2669860978886939	0.6344403463920789
PTPLB	8.21721307512659	8.2795508591471	-0.062337784020510156	0.22841873520222178	0.5909876410715816
PDHA1	11.62000003306079	11.682322116415168	-0.06232208335437761	0.27536929054116444	0.6419643521935082
SETD5	9.990930827652862	10.053220914007385	-0.0622900863545226	0.6077354188253292	0.8615971857112639
FGF19	0.053045495670489676	0.11533403387847999	-0.06228853820799031	0.6739524079310386	0.8954564276092561
BPTF	9.74348747972914	9.805767785928133	-0.06228030619899272	0.036298651533355986	0.25622908594010824
SMARCD3	9.934883952027262	9.99711650554728	-0.062232553520018996	0.5994269502812916	0.8582361335316732
TPM4	11.163953678663532	11.226179513544398	-0.062225834880866415	0.664606168776313	0.8905096781749715
AC010646.3	0.0	0.06221179687756938	-0.06221179687756938	0.782622253839441	0.9365343640793677
HERC4	8.586043027056201	8.64823897358877	-0.06219594653256877	0.20100674745631408	0.5610321662336234
STK3	7.969532469522954	8.031724787545432	-0.062192318022478155	0.17991431456040663	0.536180575482593
MYO5C	8.929766618081358	8.991908352908583	-0.06214173482722529	0.2026260459500413	0.5630493666222386
HKR1	10.019999999232096	10.082134989523865	-0.06213499029176894	0.17725073663564617	0.5332161241507083
AFF4	9.076743183693894	9.138875036093394	-0.062131852399499365	0.22454731575470954	0.5852949355266596
DNAJB6	10.77720811055192	10.839325524231194	-0.06211741367927459	0.56671975631213	0.8403436086921114
CCDC80	10.757209005892165	10.819325830297103	-0.0621168244049386	0.9138676079576871	0.9790785855712334
CAGE1	0.6535289632236261	0.7155891617401821	-0.062060198516555976	0.4791733997757399	0.7936254962455235
CSTB	10.789999826806996	10.852059873818	-0.06206004701100376	0.43644368314663917	0.7638393578191998
KLHL29	4.676963138072345	4.738983055235616	-0.06201991716327093	0.7056917133146148	0.907310800062532
ZRANB1	8.460003009551464	8.522021388386433	-0.06201837883496886	0.28723861807553697	0.6508883554052108
MICAL3	8.53394894356722	8.5959554368461	-0.06200649327888108	0.23702989419423637	0.6019785850042438
