ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
hsa04672	Intestinal immune network for IgA production	44	-0.532798658599262	-1.74677145570724	0.00157294534014943	0.0116624411445129	0.0088068777521493	2672	tags=45%, list=16%, signal=38%	HLA-DOA/TGFB1/CD80/IL15RA/PIGR/HLA-DMA/CD86/HLA-DQA1/HLA-DQA2/HLA-DMB/HLA-DPB1/HLA-DRA/CXCL12/CD40/TNFSF13B/HLA-DRB1/IL6/HLA-DPA1/HLA-DRB5
hsa04217	Necroptosis	144	-0.385790812407577	-1.54633413610824	0.00159362549800797	0.0116624411445129	0.0088068777521493	1736	tags=20%, list=10%, signal=18%	HIST1H2AL/TLR3/HIST1H2AH/PYCARD/CYBB/GLUL/H2AFY2/TNF/TICAM2/HIST1H2AC/STAT1/HIST2H2AA3/HIST1H2AG/HIST1H2AB/FASLG/HIST2H2AA4/TNFSF10/HIST3H2A/HIST1H2AE/HIST2H2AC/HIST1H2AI/HIST1H2AD/H2AFB1/IL1B/HIST2H2AB/HIST1H2AJ/HIST1H2AM/IFNG
hsa05204	Chemical carcinogenesis	68	0.483107224443326	1.70682533575862	0.00276789244760775	0.0198058081806599	0.0149563311204068	1754	tags=34%, list=11%, signal=30%	CYP3A5/GSTM1/UGT1A10/CYP2C9/ADH4/GSTT2/UGT1A1/UGT1A6/NAT2/GSTM2/GSTT2B/GSTA1/UGT1A7/SULT1A1/SULT1A4/CYP2C8/GSTM3/CYP2E1/ADH7/GSTM4/UGT1A4/UGT2B11/UGT2B4
hsa00982	Drug metabolism - cytochrome P450	58	0.508443209531531	1.74193197825285	0.00316957210776545	0.0221870047543582	0.0167544887161057	1754	tags=40%, list=11%, signal=36%	CYP3A5/GSTM1/UGT1A10/CYP2C9/ADH4/GSTT2/UGT1A1/UGT1A6/GSTM2/CYP2D6/GSTT2B/GSTA1/UGT1A7/CYP2B6/CYP2C8/GSTM3/FMO4/CYP2E1/ADH7/GSTM4/UGT1A4/UGT2B11/UGT2B4
hsa00830	Retinol metabolism	53	0.501450003521723	1.68674755032367	0.00359712230215827	0.0246441144956375	0.0186099720447606	1848	tags=34%, list=11%, signal=30%	CYP3A5/UGT1A10/CYP2C9/ADH4/UGT1A1/UGT1A6/DHRS9/SDR16C5/UGT1A7/CYP2B6/CYP2C8/RDH5/DGAT1/ADH7/UGT1A4/UGT2B11/UGT2B4/RETSAT
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	88	-0.427564854695065	-1.59180683944774	0.00406008932196508	0.0272364325348491	0.0205675577494284	2173	tags=23%, list=13%, signal=20%	TLR2/CD247/AKT3/CD3E/CD3D/BATF/RASGRP1/NFKBIE/LCK/BATF2/TICAM2/NFATC1/STAT1/ALK/PDCD1/BATF3/CD274/PRKCQ/IFNG
hsa00561	Glycerolipid metabolism	49	0.501434274025485	1.65981384393789	0.00442477876106195	0.0286801619433198	0.0216577881951843	2482	tags=37%, list=15%, signal=31%	AKR1B10/MOGAT2/LPIN3/LIPF/DGKA/DGKD/LPIN1/DGAT1/GPAT2/MBOAT1/AGPAT4/ALDH1B1/MBOAT2/ALDH7A1/DGKQ/MGLL/DGKH/AGPAT2
hsa05168	Herpes simplex virus 1 infection	458	-0.28828882460271	-1.31081325404237	0.00445344129554656	0.0286801619433198	0.0216577881951843	3959	tags=28%, list=24%, signal=22%	ALYREF/EIF2B2/ZNF548/ZNF677/ZNF786/ZNF688/ZNF222/ZNF555/ZNF534/BID/ZNF689/ZNF630/ZNF878/ZNF570/ZNF506/ZNF616/EIF2S1/IRF7/TAB2/ZNF350/ZNF624/ZNF701/ZNF461/PPP1CB/IFIH1/ZNF550/ZNF460/ZNF43/ZNF93/ZNF600/ZFP1/ZNF529/ZNF569/ZNF83/CASP3/TP53/ZNF268/ZNF140/FAS/PIK3R2/ZNF486/TAPBP/CALR/ZNF829/ZNF227/ZNF577/OAS1/ZNF20/ZNF492/ZNF257/HLA-DOA/ZNF233/HLA-F/IRF9/IL12A/ZFP82/ZFP28/ZNF850/ZNF568/ZFP69B/ZNF582/ZNF891/TLR2/HLA-A/ZNF615/ZFP30/HLA-G/ZNF347/ZNF468/ZFP92/ZNF551/ZNF547/ZNF14/ZNF331/ZNF256/EIF4EBP1/HLA-B/HLA-E/ZNF304/TLR3/ZNF853/ZNF610/AKT3/ZNF790/ZNF530/LTA/ZNF420/SOCS3/TNF/HLA-DMA/PILRA/ZNF614/ZNF845/ZNF595/ITGA5/B2M/STAT1/HLA-DQA1/CD74/ZNF543/HLA-DQA2/ZNF649/HLA-DMB/HLA-DPB1/TAP1/HLA-DRA/ZNF544/ZNF665/ZNF813/OAS2/FASLG/TNFSF14/HLA-DRB1/ZNF528/HLA-C/IL6/IL1B/HLA-DPA1/BST2/ZNF749/CCL5/IFNG/CCL2/C3/HLA-DRB5
hsa00980	Metabolism of xenobiotics by cytochrome P450	63	0.474680201213283	1.65163258922462	0.00514444004748714	0.0324805822606051	0.0245276708146446	1754	tags=33%, list=11%, signal=30%	CYP3A5/GSTM1/UGT1A10/CYP2C9/ADH4/GSTT2/UGT1A1/UGT1A6/GSTM2/CYP2D6/GSTT2B/GSTA1/UGT1A7/CYP2B6/GSTM3/CYP2E1/ADH7/GSTM4/UGT1A4/UGT2B11/UGT2B4
hsa05134	Legionellosis	55	-0.471347712201452	-1.61107809007144	0.00562248995983936	0.034816187828236	0.0262914004194917	2431	tags=33%, list=15%, signal=28%	IL12A/BCL2L13/TLR2/CR1L/PYCARD/NLRC4/BNIP3/HSPA1B/ITGAM/TNF/CD14/EEF1A2/HSPA6/IL6/ITGB2/IL1B/C3
hsa04625	C-type lectin receptor signaling pathway	102	-0.390939306618554	-1.48865239297183	0.00682456844640707	0.0414624724479825	0.0313103338852042	3041	tags=29%, list=18%, signal=24%	NRAS/PIK3R2/CYLD/PPP3CC/IL10/IL17D/IRF9/IL12A/EGR2/MAPK12/CLEC1B/RELB/PYCARD/CCL17/AKT3/LSP1/CLEC7A/TNF/NFATC1/MRAS/STAT1/CLEC6A/FCER1G/CLEC4D/IRF1/CD209/IL6/IL1B/CLEC4E
hsa05131	Shigellosis	226	-0.327823203124011	-1.39284483391135	0.00744514106583072	0.0443951004295832	0.0335249042145594	2491	tags=16%, list=15%, signal=14%	UBB/ARF6/CASP4/ILK/MAPK12/RRAGD/MYL12A/HIST1H3B/RIPK2/CYTH4/HIST1H3E/PYCARD/AKT3/NLRC4/BNIP3/TNF/CD14/WASF1/ITGA5/HIST1H3G/HIST1H3A/HIST2H3C/HIST1H3I/HK3/HIST1H3D/HIST2H3D/HIST1H3F/IL1B/HIST1H3J/HIST1H3H/PRKCQ/CSF2/CCL5/HIST1H3C/C3
