Name	Mean(log(prostate_black))	Mean(log(prostate_white))	logFC	M-W U test pval	Adj pval
MTRNR2L4	1.2179076278111152	1.2933920232843223	-0.07548439547320718	0.5844527046680466	0.8747577792089467
MYOZ1	5.663038736611692	5.738522994996422	-0.07548425838472994	0.8803537218673507	0.9707557509474564
C16orf52	7.702317377528194	7.7777565020522035	-0.07543912452400914	0.6552035319294766	0.8997561999321089
FSCN1	7.659229847750994	7.734610147254806	-0.07538029950381198	0.7864391139149939	0.941473025873915
CADM4	9.688463375302588	9.763819665318394	-0.07535629001580624	0.5707401525569327	0.869890338803821
CD160	3.3607200290837103	3.4359732688730906	-0.07525323978938037	0.8487922049418879	0.9618694316720591
KLHL35	3.8700127348698796	3.9452646026257487	-0.07525186775586912	0.6807619602404382	0.9088137237867513
NDUFA7	11.267691035947667	11.342921153919189	-0.07523011797152179	0.6264822847506998	0.8885207826399615
LRP4	6.905362699974112	6.9805608237835015	-0.07519812380938973	0.5142354533880967	0.8486096481609294
HOXC9	2.4028162605423984	2.4780017722570107	-0.0751855117146123	0.8135754836337743	0.9496754716022495
ATRNL1	5.71617396959786	5.791330039642908	-0.07515607004504776	0.8843133807845728	0.9714165686017636
CTDNEP1	11.22923024521398	11.304381965604327	-0.07515172039034645	0.3254092702200604	0.7382104670213926
NID1	8.788462014094279	8.863595916322963	-0.07513390222868388	0.7903007259734626	0.9426877666641801
EIF5B	9.936152599232823	10.011236052490702	-0.07508345325787857	0.413454370173589	0.7895387427494394
TBC1D9B	10.336155331514108	10.411236533401556	-0.07508120188744805	0.14290199404698145	0.5918879043856325
TSPYL4	8.993075749105836	9.068089209778325	-0.07501346067248882	0.7329676745364753	0.9246247342701591
BRI3	12.053077516851674	12.128089764308516	-0.07501224745684176	0.5207289291205136	0.8524508096308129
AC007040.11	1.0779773367928682	1.1529328464939566	-0.07495550970108833	0.70669234599893	0.9175362518950961
MAEL	4.035507429467281	4.110232559350198	-0.0747251298829168	0.9280388911142782	0.9816148382491134
SH3GL2	5.205998206729352	5.280711427531779	-0.07471322080242704	0.8330986229297279	0.9563436571570252
LOXL3	5.772270954960236	5.846974851317954	-0.07470389635771824	0.5305477374691512	0.8547713548114103
FAM214B	8.08769024221296	8.162361443077838	-0.07467120086487888	0.43379843270712315	0.7999531243886316
GNPTG	10.861538475587565	10.936179539550183	-0.07464106396261805	0.5239914344559482	0.8530376333522596
CEP170B	8.471540024147844	8.546179334482929	-0.07463931033508509	0.33286928131720006	0.7434652135576217
PTGR2	7.939998689566273	8.014607991139869	-0.07460930157359602	0.27625651449809485	0.7050425507342073
C4orf36	7.096154863506685	7.170680051436197	-0.07452518792951146	0.6229304753100176	0.8879087278974751
FABP9	0.0	0.0745193042806264	-0.0745193042806264	0.7941674936890287	0.9434073703649202
C1orf123	10.470768880625103	10.545280456336311	-0.07451157571120781	0.3964747385366161	0.779173188543094
MAGEA4	0.17139075703641934	0.24586184196105476	-0.07447108492463542	0.7903007259734626	0.9426877666641801
KRT75	0.8387949128433025	0.9132571072683929	-0.07446219442509039	0.7216663654143372	0.9223149366263795
TTC16	1.5917957508899492	1.6662384398054828	-0.07444268891553363	0.7104254910823602	0.9184545356422193
SLC9A5	3.441651393337818	3.5160338934287947	-0.07438250009097658	0.9839879759127153	0.9941411859160308
AC024580.1	3.5575969823990494	3.631944174723305	-0.07434719232425557	0.6264822847506998	0.8885207826399615
DOK4	8.74461283996613	8.81887746447491	-0.07426462450878013	0.7329676745364753	0.9246247342701591
ARIH1	9.134613969055719	9.208875779110434	-0.07426181005471477	0.6018057410912148	0.8793393899834085
PPP1R15A	10.394615651548538	10.468875988929328	-0.07426033738079063	0.6992472611967921	0.9143886781730436
ELP2	10.444616451447063	10.518875798569116	-0.0742593471220534	0.45774241814396466	0.8164941154983236
CAPNS1	13.16923065134686	13.243483185509447	-0.07425253416258748	0.6844441445496784	0.9096618813791683
R3HDM4	10.2638461235144	10.33808968928541	-0.07424356577100966	0.4547094504698592	0.8146747183430474
ADORA1	3.0124180128653633	3.0866482211659783	-0.074230208300615	0.8291853404742575	0.9546193451366823
PPFIA3	8.593079645475564	8.667304025826327	-0.0742243803507634	0.5538180589167812	0.8645011133103984
ZNF141	6.923878655640798	6.998095199835552	-0.07421654419475399	0.5538180589167812	0.8645011133103984
TMEM200B	8.65614941242911	8.730336492794239	-0.07418708036512811	0.7291939945506895	0.9244748366694854
TRIM54	2.9478798852623957	3.022054668315848	-0.07417478305345204	0.8645459504272337	0.9668474577329309
MEDAG	4.794717685193214	4.868802651914282	-0.07408496672106857	0.9559863235075591	0.988891453125052
KLHL21	9.320771122170791	9.394831784780632	-0.07406066260984012	0.666109918129939	0.9047728094408152
TIAM2	7.609237564459827	7.683258875866976	-0.07402131140714907	0.5142354533880967	0.8486096481609294
VPS39	9.633075322233118	9.707078889920247	-0.07400356768712868	0.3036869661008479	0.7243938476265411
C9orf69	8.693074813170528	8.767077630327046	-0.07400281715651857	0.35590590986260096	0.7573917305933264
MTF2	7.321547271465736	7.395395577474812	-0.07384830600907577	0.9759839790348974	0.9922748967891225
TCEAL4	12.731538438732649	12.805280848570193	-0.07374240983754454	0.5305477374691512	0.8547713548114103
MRPS7	10.40076908955522	10.474494063262657	-0.0737249737074368	0.14290199404698145	0.5918879043856325
MFSD7	6.606154959666404	6.679879346488118	-0.07372438682171367	0.39090974538406464	0.7762782993059192
ZNF740	8.43922685602644	8.512924041707011	-0.0736971856805706	0.32049682087862963	0.7352170426806401
NUPL1	8.450770938271187	8.52438162544255	-0.07361068717136199	0.7595597157851446	0.9316474638927164
C1orf134	3.1069606740219062	3.180547348143441	-0.07358667412153475	0.5605573471661444	0.8655252570232997
PLA1A	7.963080796728243	8.036636611161923	-0.07355581443367942	0.8330986229297279	0.9563436571570252
GRAMD4	7.672309111027444	7.7458426437913905	-0.07353353276394614	0.9679823996743662	0.9917245422406367
MAGEE2	2.248293693892161	2.3217540767226788	-0.07346038283051781	0.42500956131160306	0.7961606799636818
TBC1D1	10.058461851140398	10.131910267059313	-0.07344841591891438	0.9081286343851969	0.9771839698329812
DMRTA2	0.37250978246373406	0.44587083578740583	-0.07336105332367177	0.47617672959663093	0.8274933778066643
CFL1	14.003846258784467	14.077191024369412	-0.07334476558494529	0.6053040418023542	0.8806356613919536
TIMM44	9.708462161302982	9.781798074416823	-0.07333591311384069	0.2171020256844104	0.6604078990754103
TMEM25	9.417687798867632	9.491010419948424	-0.07332262108079135	0.7519313636564546	0.9296791578351222
NXF2B	0.46054137849319754	0.5337818544819065	-0.07324047598870898	0.7633827345346482	0.9326307346444632
TACR1	4.63617677722542	4.709322636477953	-0.07314585925253336	0.8922412762230935	0.973256955113499
CCDC71L	7.3392374357699355	7.412357374032327	-0.07311993826239149	0.9959967420491582	0.9981891187650931
FUT11	7.880000858539104	7.953036153213194	-0.07303529467409042	0.4918442837598679	0.8362087468105596
IRF7	8.673849022184214	8.746852954940154	-0.07300393275593997	0.6697612721754149	0.9054106508950903
BTAF1	7.768473301846203	7.841462964839126	-0.07298966299292253	0.9559863235075591	0.988891453125052
TBXA2R	5.213914681886136	5.28686954993886	-0.07295486805272411	0.8213715705066224	0.9524876817616431
SPSB3	10.123847574821717	10.196742608190808	-0.07289503336909142	0.6443702050967011	0.8962326390118467
GPD1	3.904332607837056	3.977201583949951	-0.07286897611289511	0.8213715705066224	0.9524876817616431
SSSCA1	10.346155078189419	10.41898864805676	-0.07283356986734191	0.42210321404777373	0.7948039427458701
NOP56	10.650769501252038	10.723594916154696	-0.07282541490265793	0.31563309940426953	0.7311511073964075
ACAD9	9.300770555450836	9.373595293051169	-0.07282473760033348	0.08802619991559046	0.5159746227430748
KIAA0907	8.683844369215155	8.756629665977583	-0.07278529676242762	0.8606022082156476	0.9654011343408299
PPID	9.450770073597528	9.523484271341367	-0.07271419774383858	0.17551716577106702	0.6209243634465176
CEP250	8.03538303324368	8.108092020601905	-0.07270898735822584	0.22276120258911436	0.6623554320902776
TRAPPC1	11.905385304198067	11.978090048912614	-0.07270474471454769	0.49501066340032207	0.8382272619104291
ALDOC	9.208462613153625	9.281124184421644	-0.07266157126801964	0.8922412762230935	0.973256955113499
PLP2	11.361538454001296	11.434157149989865	-0.0726186959885684	0.9719828368510578	0.9920282125493984
TIMM50	10.123847306712246	10.19640431778621	-0.07255701107396284	0.16006260552798224	0.6111237257600864
MYADM	11.186153784590273	11.258652054022162	-0.07249826943188964	0.8843133807845728	0.9714165686017636
DNAJC5	9.456153263561559	9.528651288159947	-0.07249802459838861	0.37720628188213645	0.7682488040301353
ZNF785	7.369993296132379	7.442478485371371	-0.07248518923899194	0.8252762917606598	0.9534943745191355
MATN1	1.8255984212773844	1.8980653825132348	-0.07246696123585039	0.69553548164603	0.9140635150625991
BTN3A3	8.236924242212583	8.309329274735175	-0.07240503252259245	0.6407756696625078	0.8938955569432088
COL20A1	0.9239897295053784	0.9963527352277635	-0.07236300572238508	0.5639418224813685	0.8664902110040228
GABRD	2.319056661821786	2.3913935677108364	-0.0723369058890504	0.9081286343851969	0.9771839698329812
PLEKHG5	7.127696632339818	7.2000002604847975	-0.07230362814497937	0.6624664605387971	0.9035979013879998
PYGO1	6.405372274275686	6.477647538771089	-0.07227526449540367	0.7141655969941828	0.9193739911258965
FHOD3	9.476154762310063	9.548427496224901	-0.07227273391483813	0.8213715705066224	0.9524876817616431
SYT14	1.4993709173034706	1.5715813447006353	-0.07221042739716466	0.6158531787832358	0.885094546401538
MPP1	9.142312235008642	9.214494743413617	-0.07218250840497475	0.8724434691075097	0.968424480976776
DDX5	13.010769219195092	13.082696607312213	-0.07192738811712118	0.5272643869727321	0.8534073067496799
SPATA7	7.535392738729858	7.607307909194549	-0.07191517046469098	0.38814512929966416	0.7738258450799654
THSD7B	3.906756193164143	3.97864802872205	-0.07189183555790679	0.9240528290677741	0.9801881369318133
MYBPC3	0.5946944333609168	0.6665649076169601	-0.07187047425604332	0.9240528290677741	0.9801881369318133
PCNX	7.630751038523091	7.702588558753717	-0.07183752023062606	0.6336118859144646	0.8914817418320635
COPRS	10.894615112209927	10.96629191333524	-0.07167680112531372	0.9400075183310848	0.9847800807550459
ANXA6	11.636153541839965	11.707752627028045	-0.07159908518807967	0.8684930695766705	0.9678147086294024
MLKL	6.902331380980734	6.973918502586498	-0.07158712160576375	0.5775772703036235	0.8719195330545085
RBM25	9.448457443432032	9.520000077595599	-0.07154263416356699	0.991993584874491	0.9970301968948251
SYNPO2	11.651539506903937	11.723033037550856	-0.07149353064691866	0.9679823996743662	0.9917245422406367
KCNC3	5.661566220891675	5.733020715668059	-0.07145449477638355	0.413454370173589	0.7895387427494394
FAAH	10.678460974114111	10.74988737640048	-0.07142640228636843	0.38265174844562466	0.7708056235694852
ZNF35	6.497701340892314	6.56910183460196	-0.07140049370964618	0.38814512929966416	0.7738258450799654
AC135178.1	5.246107769560347	5.317434708363026	-0.07132693880267826	0.5174769194859465	0.851028504395707
AP5Z1	8.845380947031334	8.916626429935466	-0.07124548290413202	0.2246708556870184	0.6642379259370095
RGS13	4.780799529738529	4.852012233168555	-0.07121270343002628	0.9839879759127153	0.9941411859160308
C7orf26	9.151536992635277	9.222695863402038	-0.07115887076676053	0.20251827329391314	0.6466098866109302
HECTD2	7.7676838703512665	7.838764750069645	-0.0710808797183784	0.8370160450946089	0.9580025272286964
DNAJB2	11.25538479807568	11.326404590879408	-0.07101979280372817	0.4192085494755198	0.7929607502127302
C19orf35	2.7598292113182925	2.8308218008589545	-0.07099258954066201	0.9160865225826786	0.9789220060597162
CCDC14	8.177694175975933	8.248650790292784	-0.07095661431685052	0.951989711345521	0.9884063977552379
VPS26B	9.734615348147088	9.805506025078092	-0.07089067693100404	0.36115857032519194	0.7602195888537212
ESYT1	10.3238457494535	10.394718818276006	-0.07087306882250566	0.40774722002821007	0.7868912123719151
DNAJB1	11.363845840477676	11.434718758226266	-0.07087291774858961	0.8527252395619977	0.9625531215385585
SQRDL	10.197692389201974	10.26853914730179	-0.07084675809981711	0.6807619602404382	0.9088137237867513
MED16	9.562307625918022	9.633146831333994	-0.07083920541597166	0.3718088552119675	0.764868730500435
CRYGS	4.549294069504269	4.620049316555165	-0.07075524705089631	0.6844441445496784	0.9096618813791683
GHRHR	2.3721817835980192	2.442920102525762	-0.07073831892774285	0.9599840425344136	0.9899342835987057
CAPN14	1.7196913536603793	1.7903761937520755	-0.07068484009169618	0.7710460205508478	0.9352797473206367
POLR3E	9.47999931769031	9.550673986883286	-0.07067466919297516	0.3964747385366161	0.779173188543094
GNG2	7.303091305877439	7.373704487806512	-0.07061318192907251	0.5707401525569327	0.869890338803821
KMT2D	8.518462720047882	8.588988630727275	-0.07052591067939318	0.7029662425904515	0.9159634549658227
BLVRB	11.589230514984008	11.659662930499259	-0.07043241551525092	0.8057978230470256	0.9470919621382659
PGLYRP1	1.2437728542592361	1.3141692024736735	-0.07039634821443741	0.798039326474844	0.943697955571707
CLDN20	1.488068967707658	1.558446386405599	-0.07037741869794112	0.9001799560102473	0.9747935164025818
TNFSF9	2.912555688290819	2.9828588982321427	-0.07030320994132389	0.8291853404742575	0.9546193451366823
TMEM221	4.577790581538883	4.648080314211358	-0.07028973267247451	0.7367478199239406	0.9258660844917751
MMP16	3.6298233666446302	3.700095496054954	-0.0702721294103239	0.9121064766649007	0.9778245322004459
RP11-383H13.1	5.366939494912487	5.437187287622162	-0.07024779270967496	0.778731717209543	0.9384147445126844
GPM6B	8.480766199123908	8.551009502428263	-0.07024330330435546	0.8096843038161057	0.9487210024511945
OGT	9.51769162794955	9.587865339048038	-0.07017371109848902	0.8213715705066224	0.9524876817616431
PPP2R1A	12.56076921527505	12.630786430401761	-0.07001721512671111	0.37720628188213645	0.7682488040301353
SUPT7L	8.913844289307063	8.983817280888218	-0.06997299158115489	0.2007467263225312	0.6445697072965335
USP31	6.928472701352107	6.99842661312069	-0.06995391176858234	0.725426863742838	0.9235563818584107
URB2	5.719159032420974	5.789097578629673	-0.06993854620869921	0.7481262037274545	0.9290109383802265
FAM207A	8.540763912677885	8.610674819025247	-0.06991090634736175	0.6734204476724661	0.9065217823202715
ZNF17	6.455380566529221	6.525280746808138	-0.06990018027891765	0.6123278259008911	0.8836540701511116
GTF2A1L	3.9460751219347183	4.015911204909312	-0.06983608297459343	0.5272643869727321	0.8534073067496799
AES	13.615384590575587	13.685168534206108	-0.06978394363052054	0.991993584874491	0.9970301968948251
IMPG2	1.0243399552359458	1.0940307811604182	-0.0696908259244724	0.9719828368510578	0.9920282125493984
ACAA2	9.6238433726536	9.693482895636627	-0.069639522983028	0.9559863235075591	0.988891453125052
CELF1	9.35692474646494	9.426517042660775	-0.06959229619583418	0.8409375126284334	0.9593556740158499
RUFY2	7.59845135820485	7.667978758917656	-0.06952740071280594	0.5404596746191069	0.8598629854252796
PVR	8.61384545764763	8.683371578055258	-0.06952612040762851	0.6371895397988824	0.8929969910594263
SEC14L2	10.646922722758822	10.716404403758263	-0.06948168099944141	0.5045747843894581	0.8438306678880452
DEDD	9.389235575759006	9.45865279527589	-0.06941721951688429	0.18036392749340646	0.6273468005175551
HIRIP3	8.539236964902837	8.608651998242488	-0.06941503333965038	0.402087284622776	0.7831886232673793
CCDC86	9.401537738516355	9.470897396977323	-0.06935965846096792	0.7557425631782025	0.9311042863348278
ABHD16A	10.37615445078492	10.44550539017793	-0.06935093939300963	0.12718984892509977	0.5740722499687527
AKR1CL1	0.10909568691631481	0.1784217987751187	-0.0693261118588039	0.9001799560102473	0.9747935164025818
FAM69C	2.7711584950524855	2.840413832658265	-0.0692553376057794	0.6407756696625078	0.8938955569432088
GTF2H2C	8.52692554356503	8.596178952812988	-0.06925340924795798	0.9240528290677741	0.9801881369318133
FOXA2	2.974332657648787	3.043552088957726	-0.06921943130893915	0.6770873690634635	0.9071665684825864
COX6A2	3.559132743451758	3.6282753409124795	-0.0691425974607216	0.6088114250528285	0.8820742778887918
RPS6KA4	8.40307705109293	8.472134872914223	-0.06905782182129272	0.5879046405376945	0.8755351470661945
MTOR	8.923844405914545	8.992809014530168	-0.06896460861562304	0.8096843038161057	0.9487210024511945
AC009403.2	6.6061419396030345	6.675059033732356	-0.06891709412932112	0.8724434691075097	0.968424480976776
DDX54	9.976152995900357	10.04505589783553	-0.06890290193517323	0.4981879021774649	0.840403674921822
MBLAC1	6.534638188464441	6.603495564980211	-0.06885737651577006	0.7903007259734626	0.9426877666641801
SLC26A1	5.117748758837828	5.186508461149857	-0.06875970231202899	0.7903007259734626	0.9426877666641801
CPEB1	5.904605119008485	5.973354987466092	-0.06874986845760667	0.7179125823863085	0.9208778666304727
NPIPB8	2.0999523560412916	2.1686426422483214	-0.06869028620702977	0.7029662425904515	0.9159634549658227
SUPT5H	11.055384685228656	11.124044286955195	-0.06865960172653907	0.5571827406691089	0.8655247418172817
CD300LF	4.079238694192946	4.14789299174067	-0.06865429754772379	0.9121064766649007	0.9778245322004459
TECPR1	8.108460411343398	8.17707915279398	-0.06861874145058167	0.6881338447963885	0.9108433448238845
ST3GAL2	7.377700353951858	7.446293527057302	-0.06859317310544366	0.7903007259734626	0.9426877666641801
ITIH1	1.4002547476770633	1.46880084030259	-0.0685460926255268	0.9799857256094662	0.9929068169568622
SAPCD2	6.6076969381282264	6.676195826553329	-0.06849888842510232	0.5272643869727321	0.8534073067496799
MAPK3	10.647693474699535	10.716179792057508	-0.06848631735797284	0.9799857256094662	0.9929068169568622
MS4A4A	6.463884679523402	6.532363190989985	-0.06847851146658268	0.9759839790348974	0.9922748967891225
GLS	8.701535597571509	8.770000944681055	-0.06846534710954622	0.7595597157851446	0.9316474638927164
CTC-260F20.3	4.50538998964661	4.5738113814420736	-0.06842139179546347	0.8448629308895339	0.9601050603619239
POLDIP3	10.15923139404529	10.227639739006117	-0.06840834496082593	0.29204512326733767	0.714306444392258
HYKK	6.983063562851203	7.05146453478401	-0.0684009719328067	0.5741538921679956	0.8710113023043345
C6	3.198317832173636	3.26669959764293	-0.06838176546929375	0.8843133807845728	0.9714165686017636
MAF1	11.487692006376683	11.555955250831783	-0.06826324445509968	0.7329676745364753	0.9246247342701591
SPP1	7.7561552557496	7.824382480241674	-0.06822722449207408	0.6881338447963885	0.9108433448238845
WDR25	8.090000488780813	8.158203961058023	-0.0682034722772098	0.5471186900329778	0.8618740232575547
REPIN1	10.509999620131866	10.57820172197245	-0.0682021018405834	0.49501066340032207	0.8382272619104291
PRH1	0.09529129689131667	0.1634724359834869	-0.06818113909217023	0.9799857256094662	0.9929068169568622
PIM1	8.637691588884488	8.705843136049078	-0.06815154716458949	0.7367478199239406	0.9258660844917751
SH3BP5	8.883079546748336	8.951123279227797	-0.06804373247946138	0.8096843038161057	0.9487210024511945
C8orf31	4.81225592776474	4.880224684057819	-0.0679687562930793	0.5571827406691089	0.8655247418172817
NRD1	10.649230863152164	10.717191102708957	-0.06796023955679331	0.3745015561304247	0.7672879221787934
TCTEX1D1	3.288678505010326	3.356620022446232	-0.06794151743590593	0.6515842081026086	0.8988525676385932
NARF	10.19615203258585	10.264044687192161	-0.067892654606311	0.5174769194859465	0.851028504395707
KDM2A	9.576154600700832	9.64404492957946	-0.06789032887862767	0.6407756696625078	0.8938955569432088
RP11-944C7.1	0.20617879668030897	0.2740445917796452	-0.06786579509933621	0.87639705221783	0.9697984636645473
TENM3	5.790787373236119	5.858645909541411	-0.06785853630529193	0.8527252395619977	0.9625531215385585
HOGA1	5.101519959238891	5.169352087524901	-0.06783212828601037	0.798039326474844	0.943697955571707
IMMP2L	9.056152675433056	9.123931264088062	-0.06777858865500619	0.5338414360628403	0.8567430590039168
GRAMD2	6.120784243298396	6.188553192094549	-0.0677689487961528	0.48868880557840433	0.8343489760189275
UTP15	6.960016439994719	7.027757469305867	-0.067741029311148	0.7141655969941828	0.9193739911258965
SNTB1	6.187767933635114	6.255501986354651	-0.06773405271953692	0.6807619602404382	0.9088137237867513
C19orf24	10.457693214397636	10.525392614734349	-0.0676994003367124	0.4397155929459319	0.8035420809483556
PEX6	8.870770529563654	8.938425323263075	-0.06765479369942184	0.666109918129939	0.9047728094408152
CTRB1	2.7318649783752496	2.7994071826534266	-0.06754220427817703	0.9360163354256906	0.9836543277999236
TCEAL6	3.63169066622765	3.6992053376645773	-0.06751467143692746	0.9839879759127153	0.9941411859160308
RAB9B	6.767705441099927	6.835167315057654	-0.06746187395772729	0.81747127010833	0.951965392366066
GNLY	5.7930185212985075	5.860465113808591	-0.06744659251008311	0.7595597157851446	0.9316474638927164
NOP2	8.661546341547467	8.72898906241253	-0.06744272086506342	0.4547094504698592	0.8146747183430474
NBAS	9.214614647245348	9.282021741171613	-0.0674070939262652	0.4730763692434189	0.8251764042391672
SERGEF	10.129232741913276	10.19651724087794	-0.06728449896466415	0.5741538921679956	0.8710113023043345
TMEM107	8.218463306801636	8.28573065896176	-0.06726735216012436	0.7329676745364753	0.9246247342701591
AREL1	8.033844800006916	8.101014232586675	-0.06716943257975849	0.308428882601841	0.7272277071394003
ERI3	10.586154611074777	10.653258392444004	-0.06710378136922657	0.2007467263225312	0.6445697072965335
FANCL	8.555384297299252	8.622473307179037	-0.06708900987978517	0.4824107194128002	0.8310314057837607
DHX37	7.251538889333318	7.318542185676046	-0.06700329634272784	0.46998714969350863	0.82436732834616
DUT	10.783846398910887	10.85078681659694	-0.06694041768605352	0.4981879021774649	0.840403674921822
ATF6B	10.750769930396608	10.817640264119536	-0.06687033372292817	0.30133426863465207	0.7219020916040888
BCAS4	8.125380025210225	8.19224592307178	-0.06686589786155572	0.9839879759127153	0.9941411859160308
C19orf70	10.839230867344943	10.906067106221757	-0.06683623887681378	0.42500956131160306	0.7961606799636818
C1ORF220	0.5019659907247326	0.568788439528658	-0.0668224488039254	0.8882759314739512	0.9724261399377014
PI4K2A	8.101531883033216	8.168314022608216	-0.06678213957500034	0.5707401525569327	0.869890338803821
KRTAP2-3	0.14697943553099327	0.21372871365608012	-0.06674927812508685	0.6844441445496784	0.9096618813791683
YTHDF1	9.17923013086676	9.245955779974702	-0.06672564910794243	0.2696714945762504	0.6998086718755588
CCDC39	2.7968811334388897	2.863521537931515	-0.0666404044926252	0.7557425631782025	0.9311042863348278
RGR	0.9079288081294941	0.9745496168974953	-0.06662080876800125	0.9160865225826786	0.9789220060597162
KIAA0020	8.627689220881873	8.694156961778814	-0.06646774089694141	0.8843133807845728	0.9714165686017636
ANXA5	12.686923109536906	12.75337083277693	-0.06644772324002446	0.8606022082156476	0.9654011343408299
GPR128	0.5234970561648881	0.589900624845566	-0.06640356868067798	0.8057978230470256	0.9470919621382659
ZNF26	6.898452173098362	6.964830888244562	-0.0663787151462003	0.5810102277558451	0.8731214017567003
MRPL24	11.062306356429357	11.128539173819247	-0.06623281738989029	0.43379843270712315	0.7999531243886316
DIO3	4.980696769393386	5.046847550831407	-0.06615078143802045	0.9639827680680203	0.9909716737443433
ATIC	10.58846158335718	10.654605920772969	-0.06614433741578907	0.7443271694578325	0.9283445014495306
SPIN3	6.755365346509202	6.821460328216776	-0.06609498170757355	0.70669234599893	0.9175362518950961
PPP2R5B	8.250770252212911	8.31685491916522	-0.06608466695230852	0.5239914344559482	0.8530376333522596
ZNF408	7.547693666792908	7.613709780314564	-0.06601611352165637	0.7903007259734626	0.9426877666641801
NAT14	8.372311722261886	8.438310793623822	-0.0659990713619365	0.9959967420491582	0.9981891187650931
L3MBTL2	8.913844324949402	8.979661779420733	-0.0658174544713308	0.22276120258911436	0.6623554320902776
AKIP1	8.88307302140756	8.948875318161479	-0.06580229675391891	0.5142354533880967	0.8486096481609294
PPP1R26	7.9976911532189	8.063484632885501	-0.06579347966660087	0.4456788102023762	0.8071502079759024
COA1	9.676151612658899	9.741909605356579	-0.06575799269768012	0.3718088552119675	0.764868730500435
ZNF638	10.713846334298939	10.779437650096519	-0.0655913157975796	0.3691281931494872	0.7642749719916395
UBL4B	1.054637569640512	1.1202262183961755	-0.06558864875566361	0.4456788102023762	0.8071502079759024
LTF	11.851532847935543	11.917079633537176	-0.06554678560163296	0.9639827680680203	0.9909716737443433
CLEC5A	3.140710840971913	3.206184682909831	-0.06547384193791794	0.6992472611967921	0.9143886781730436
KRT9	1.5977224963682073	1.663172973417199	-0.06545047704899165	0.9001799560102473	0.9747935164025818
DOCK6	8.45385394427675	8.519212558419362	-0.06535861414261213	0.44269145959918765	0.8051829483891347
TEX261	10.144616255254736	10.209774324907807	-0.06515806965307114	0.5045747843894581	0.8438306678880452
DONSON	7.056912745290778	7.122022228725434	-0.0651094834346555	0.6992472611967921	0.9143886781730436
SNRNP200	10.952307894297501	11.017414933997463	-0.06510703969996179	0.3254092702200604	0.7382104670213926
SLC13A5	1.20091471066163	1.265986094069818	-0.06507138340818797	0.8724434691075097	0.968424480976776
LRSAM1	8.748460612793755	8.813481618774762	-0.06502100598100746	0.34811775887360896	0.7510864381715633
PRMT7	9.66999840042959	9.734944420242075	-0.06494601981248493	0.3455459680883448	0.7499801180818657
MAP7D2	4.593796343830672	4.658715169572062	-0.0649188257413904	1.0	1.0
PRELID1	11.21307631111598	11.2779770914892	-0.06490078037322	0.45774241814396466	0.8164941154983236
FMN2	4.960613283117443	5.025375780621203	-0.06476249750375995	0.8487922049418879	0.9618694316720591
ARHGEF2	8.991538183374987	9.056292112592962	-0.06475392921797507	0.7104254910823602	0.9184545356422193
AOC2	3.412275865917875	3.477028783989492	-0.06475291807161687	0.308428882601841	0.7272277071394003
C5AR2	2.429020315809615	2.4937552559478307	-0.06473494013821579	0.9400075183310848	0.9847800807550459
SETD1B	7.910002527155535	7.97471899859663	-0.06471647144109482	0.6515842081026086	0.8988525676385932
STAG3	5.256873231188848	5.321540240952239	-0.06466700976339101	0.9041530946044045	0.9754997724487805
MUM1L1	5.505459329105509	5.570108605477162	-0.06464927637165285	0.9121064766649007	0.9778245322004459
SRRM2	12.85153844510732	12.916179747853233	-0.06464130274591362	0.5045747843894581	0.8438306678880452
EHMT2	9.80538181970991	9.869999109070566	-0.06461728936065647	0.46690910840079725	0.8226128163098887
SLIT2	7.539218640105479	7.603828979375449	-0.0646103392699704	0.9799857256094662	0.9929068169568622
CALB2	3.880093304688622	3.9446619011785917	-0.06456859648996982	0.7481262037274545	0.9290109383802265
ZNF599	7.732304813665679	7.796853862909077	-0.06454904924339822	0.4730763692434189	0.8251764042391672
NOC4L	8.645382180351394	8.70988981002804	-0.0645076296766458	0.5605573471661444	0.8655252570232997
LHPP	9.173079116349804	9.23753042685504	-0.06445131050523578	0.39368628804491146	0.7778058882484191
COA5	9.851539609480685	9.915955496192613	-0.06441588671192733	0.3229469550459506	0.7369389732235123
SERPINB6	12.225384952408554	12.289775349115033	-0.06439039670647873	0.5948366439264114	0.8779613387784914
FSD1L	4.963847715614232	5.0281921382092865	-0.06434442259505424	0.7595597157851446	0.9316474638927164
HLX	6.363826765337146	6.42808037846066	-0.06425361312351363	0.8922412762230935	0.973256955113499
GATA5	5.886970238653731	5.951219274457272	-0.0642490358035408	0.5775772703036235	0.8719195330545085
CAPZB	12.701538558989814	12.765730313108953	-0.06419175411913969	0.7141655969941828	0.9193739911258965
CHST6	2.9406828380966976	3.0048070340240045	-0.06412419592730689	0.8724434691075097	0.968424480976776
FAM109B	7.908466068502758	7.972584340241827	-0.06411827173906914	0.7825827477202905	0.9400697184540551
ORAI2	7.924618332518735	7.988647799117848	-0.0640294665991128	0.778731717209543	0.9384147445126844
BX255923.1	0.9030484381769524	0.9670505878708708	-0.06400214969391849	0.9759839790348974	0.9922748967891225
ZIC3	0.7911416401912637	0.8551282364718737	-0.0639865962806101	0.7481262037274545	0.9290109383802265
DZIP3	7.439994735480959	7.5039314419501615	-0.06393670646920224	0.40774722002821007	0.7868912123719151
