Name	Mean(log(eso_Black))	Mean(log(eso_White))	logFC	M-W U test pval	Adj pval
HIATL2	7.3785010590607785	7.5934229356472	-0.2149218765864216	5.294329824734323E-5	0.006180790690260352
CEBPD	11.016875220260747	11.231648933128731	-0.2147737128679843	0.05169457233227548	0.4469471582707635
TNFAIP8L1	7.203749554119756	7.418494247432292	-0.21474469331253676	0.01801529532934487	0.27341213211502396
EFNA1	9.84799865378968	10.06273089116098	-0.2147322373712992	0.027067075640670124	0.3371720804157895
LRP4	6.447495507077008	6.662056331611748	-0.21456082453473968	0.11904792077235749	0.6111226770348867
NTNG1	3.099661265204669	3.314022427797016	-0.21436116259234694	0.3514721376037726	0.8387068356970527
PRKG2	4.619454523883641	4.833727344379795	-0.21427282049615393	0.21463325711628767	0.7289909010630975
IRS1	7.158002897696622	7.371987050983347	-0.2139841532867255	0.044206292136830916	0.418878768156069
FOSL1	7.374608209176093	7.588531860720375	-0.21392365154428195	0.3483277184922079	0.8362436605826641
ABCC3	7.696362644166262	7.9098904096230065	-0.21352776545674423	0.34078922656251676	0.8314847787458541
BMP1	9.280875907046338	9.49439778987561	-0.2135218828292711	0.03934020116172243	0.3984781666058337
SDHA	11.044499971392188	11.257801318000295	-0.21330134660810707	3.4968389934664224E-4	0.025072610924807275
GRB7	6.5374241825259505	6.750710060725263	-0.21328587819931233	0.36033809026321495	0.8468397023441062
CRISPLD2	10.05024994521819	10.263404098214536	-0.21315415299634566	0.21510810888266596	0.7295249309070972
RDM1	1.5987309471004867	1.8118697827914547	-0.21313883569096803	0.3452012374198138	0.8341122859384216
SLC22A3	7.392376867918348	7.605019933663006	-0.21264306574465763	0.14770294212937873	0.6550504747557659
LEFTY1	2.4469744110460807	2.6595907295767534	-0.21261631853067264	0.2844218673807519	0.7942054068974992
ZNF264	6.588253331940832	6.800694160682045	-0.2124408287412125	0.0013095221294374682	0.060994928443261306
AL358113.1	8.769998618010892	8.98207423433285	-0.21207561632195926	0.4879923093224685	0.9074325685984568
CLDN11	6.232011036597873	6.44395362320525	-0.21194258660737653	0.08614277028037476	0.5504674148583105
RPS28	14.045499976967857	14.257429097087387	-0.2119291201195299	0.015511711119065574	0.25495836395103233
DNA2	5.1478569397644955	5.35958157902415	-0.21172463925965435	0.009542609552701586	0.1954893196555695
TXNRD1	10.00687430827069	10.217571222134675	-0.21069691386398404	0.13170521555551584	0.6302194917753691
POLR2J	10.482000636544125	10.692676833343118	-0.21067619679899252	3.549126392898838E-5	0.004723265246913513
PLIN5	7.391486795572112	7.6019333590545415	-0.21044656348242974	0.4367899610585768	0.8899791892546197
SLC38A5	7.76888200481677	7.979306453334802	-0.21042444851803221	0.1893435381010533	0.701538163333522
KCNJ6	1.2538691608142027	1.4641060573912574	-0.2102368965770547	0.21039356724589275	0.7258358868501987
FOSL2	11.022374917489616	11.232517537509787	-0.21014262002017148	0.0521983104221756	0.44883646336575167
GGH	7.306123461134781	7.515991521554378	-0.2098680604195966	0.08768133811027601	0.5563946096391452
RP11-57H12.6	1.3066057696296363	1.5163425562546553	-0.20973678662501904	0.37605802097137475	0.8589951935194629
OR2A4	0.12224481395888913	0.33187344522038326	-0.2096286312614941	0.2772613274746838	0.7894886660579832
ARHGEF26	8.76250298126195	8.972110736763666	-0.2096077555017164	0.09954246393955912	0.5777291061790325
HLA-DQB2	4.93345779970612	5.1424279299426905	-0.20897013023657074	0.6874651203340706	0.9619718567113337
SPINK7	6.872258126366394	7.080979998634024	-0.2087218722676294	0.6584097361757939	0.9564441670383355
AC120194.1	8.314868601305168	8.5235294118631	-0.20866081055793195	0.23270979459446017	0.749146805344681
FAM25A	5.3352702679412465	5.543802060611073	-0.20853179266982647	0.7181893280967735	0.9670760841223467
AL049840.1	5.13625594861264	5.344683735862639	-0.20842778724999889	0.0451967730854429	0.4222154532844415
PYCARD	8.686126935159717	8.894486307885883	-0.20835937272616611	0.08451031861932279	0.5459609393390682
FAM72D	3.2903619535113315	3.498508975295347	-0.20814702178401534	0.23662907957304535	0.7506512449371715
DCAF4	7.85799920639551	8.06593981619992	-0.20794060980441031	8.397792182912589E-5	0.008801440782605734
CD40	8.192751142052897	8.40067432970007	-0.20792318764717344	0.020391246431576637	0.2852268663685666
ANPEP	6.829142408304918	7.036984911051216	-0.20784250274629823	0.4831712067584223	0.9054016480448878
NARS2	7.3468772003008045	7.554716436354806	-0.20783923605400112	3.6545728291570434E-4	0.025897696639925322
URM1	10.108500858669283	10.316329749375932	-0.207828890706649	1.836830154644531E-8	1.1150783592128733E-5
SPATA22	1.6879001852800966	1.8957279754996466	-0.20782779021955	0.18794005937506142	0.7008404675654349
LCE2D	0.37603782604506597	0.5837841915204917	-0.2077463654754257	0.2323329675230824	0.7490260231068113
RP11-211G3.3	2.0449845344631576	2.2526844687722787	-0.20769993430912104	0.24460711610032793	0.7599428178811279
APOL4	6.034383959401722	6.24201530274502	-0.2076313433432979	0.4668959858199686	0.9013209654152596
VGLL3	5.820388314697746	6.027866114166684	-0.20747779946893719	0.330795308914421	0.8265705048975467
SLN	4.185678492330489	4.392980710682357	-0.20730221835186846	0.5768340332105336	0.9368023375093846
NCCRP1	6.5061468869244	6.713448918074533	-0.20730203115013346	0.7263661077759309	0.9679257154515324
IL9R	1.8087005089044403	2.0159005187623276	-0.20720000985788722	0.045300296272666296	0.4222154532844415
MYH14	8.437121270541091	8.644257097857837	-0.20713582731674585	0.20175621062928284	0.7160826984621065
LILRB3	5.927113195872717	6.134185228085551	-0.20707203221283432	0.13162298943240436	0.6299915594068195
LHX6	5.963107835938995	6.169338322892288	-0.2062304869532925	0.1779161976031649	0.692500489580859
DLK1	2.8732127236279426	3.0791977726924626	-0.2059850490645201	0.13969974105576477	0.6459497887007613
MUC1	11.416249887601081	11.62223417060746	-0.20598428300637828	0.3205235542540291	0.819105735016611
RP11-872D17.8	4.0259958571147285	4.231920920676566	-0.20592506356183726	0.5790283995494272	0.9380239470373748
COL12A1	9.830374669283	10.036187933818796	-0.20581326453579685	0.25638650812395125	0.7715319044866821
CDH19	6.548381076063007	6.753989613739791	-0.20560853767678466	0.5373861161592312	0.9243366025209594
LACTB	7.85237985230293	8.057945047973346	-0.20556519567041676	3.7910738485946727E-4	0.026555014204079297
FOXD1	2.864007695334745	3.069358498585355	-0.20535080325061017	0.44478355791428537	0.8921941461839191
CA2	7.511129858102801	7.715706901517346	-0.2045770434145453	0.40856162155510856	0.8770302041208907
CENPA	3.9310341282829038	4.135201641335701	-0.20416751305279757	0.4125787507863081	0.8796399214844584
C1orf116	6.500309003641471	6.704434108288052	-0.2041251046465815	0.3962931348918116	0.8690295692534223
MXRA8	10.526625723936327	10.730655966064266	-0.20403024212793852	0.07861024929999139	0.5306337510198084
CHRNE	3.6887153022791948	3.8923013857589486	-0.20358608347975382	0.23485333894784222	0.749146805344681
THBD	8.938875206322486	9.142234263088069	-0.2033590567655832	0.1717937189439951	0.6853256559688853
C10orf91	1.5499719819569866	1.7533147774471296	-0.203342795490143	0.4286924294934845	0.8878888203471476
ADAMTS3	3.1702643700701563	3.3734242461438497	-0.20315987607369346	0.07001967195153758	0.5042302355007522
CT45A5	0.038643920849087555	0.2415768952875386	-0.20293297443845104	0.6910124604824803	0.9635341038440343
LDLR	9.861750483590672	10.064539002738401	-0.20278851914772922	0.17565269810001205	0.6910751647866537
LYG2	0.8355960907175101	1.0381090739507335	-0.20251298323322342	0.18708020453156016	0.7000420556664831
FBLL1	2.447568133556404	2.649966055872369	-0.20239792231596487	0.23574002624913515	0.749146805344681
KLF14	0.47058320082270966	0.672899842557783	-0.20231664173507335	0.12134560497018565	0.6125127931588196
HAPLN1	2.9358104055373504	3.1381140955831888	-0.20230369004583837	0.21415916151029024	0.7288855633387041
CD207	3.5626219316376635	3.7645789247169996	-0.20195699307933612	0.3158538224665547	0.8167969741048727
NTS	3.720899599756944	3.922831895027961	-0.2019322952710172	0.4649322203063614	0.9010656565577727
IGFBP4	12.629749890698244	12.831489416815478	-0.20173952611723323	0.14725429889297292	0.6547351785739314
ATP6V1C2	6.111006382329064	6.312500250924819	-0.20149386859575458	0.24317804968124201	0.7583490823278732
AHCY	10.70987497354832	10.911347400899164	-0.20147242735084347	0.012999701044886236	0.23531686451109443
C11orf96	9.899999289276444	10.101435533757494	-0.2014362444810498	0.42551531906735407	0.8865673253466024
BCL2A1	4.097655010026353	4.298975520012261	-0.20132050998590856	0.2535722086811979	0.7687357827014883
ANKRD18A	4.190935437873308	4.391764408862564	-0.20082897098925567	0.3479977702506102	0.8356718607336646
CABYR	4.888990464659413	5.089738874909624	-0.2007484102502115	0.15802847456200442	0.6708658691662528
CYP2B6	0.48201769478386575	0.6825760372660513	-0.20055834248218557	0.2870300295939885	0.7956454945153301
CRHBP	3.3100908151869843	3.510437442496026	-0.20034662730904174	0.15765052836481463	0.6706684005092278
CTD-3105H18.14	2.4672097224331173	2.667523653581584	-0.20031393114846674	0.06149817870358265	0.47700376088145113
MFI2	6.26237761411679	6.462691146184383	-0.20031353206759306	0.07036778461669568	0.5053383649208446
AL359091.2	1.7234276421279968	1.9235981197434082	-0.2001704776154114	0.05100380984410946	0.44486656364028804
ABHD5	8.763003172013082	8.962979314201107	-0.1999761421880244	0.06548045531352609	0.48934351513554847
CPA6	3.31760549744467	3.5175579217467585	-0.1999524243020887	0.1856891423826087	0.6992274083854786
SCN3B	4.360153693363793	4.55994837832338	-0.19979468495958663	0.08126446027991918	0.538961526080804
ADAMTS8	7.305127394772121	7.50478715507081	-0.19965976029868848	0.3013624903174561	0.8074758972578359
ANKDD1B	3.3116169736568493	3.511222584274055	-0.19960561061720572	0.044682144116010125	0.42054326027947103
INSRR	1.3254037875646019	1.5249754820002677	-0.1995716944356658	0.06074393709157544	0.4749972444447282
ACR	3.748493712010518	3.947892683534452	-0.19939897152393415	0.07126945515987448	0.5068173828081352
SIK1	8.985374384643631	9.184715939785313	-0.1993415551416824	0.16281087030276975	0.6761942006736699
HTATIP2	9.56374866134941	9.763014160455587	-0.1992654991061773	0.07806626550023088	0.528528932078143
GALNT14	5.543536835621572	5.742430749293497	-0.19889391367192477	0.34585795258269214	0.8341122859384216
PIEZO2	4.969261301657461	5.167937613492232	-0.1986763118347712	0.11396612624321134	0.6025275158454654
DUSP5	8.254875888889947	8.453474950700219	-0.1985990618102722	0.3411147982493541	0.8314847787458541
FJX1	5.725774309233733	5.924307100689155	-0.19853279145542135	0.1850496993131614	0.6986163192146134
HOPX	9.628378905395852	9.82684291055123	-0.19846400515537788	0.3833731418547526	0.8627943252780301
MEFV	3.141273892301009	3.3396486292871583	-0.19837473698614927	0.08637804345799838	0.5511972415757066
ECSCR	9.430752678191393	9.62875894132644	-0.19800626313504743	0.1573675184365485	0.6704920563548269
ELP5	9.309624336757654	9.507517391920782	-0.19789305516312794	1.7633491440893767E-4	0.01598261262725182
FGF7	8.251995688955045	8.449875621266543	-0.1978799323114977	0.38988908664217414	0.8669026165846686
NANOG	1.1067313265409262	1.3045816658030476	-0.19785033926212137	0.09577363581685605	0.5685715900785944
RGS11	8.212621526901998	8.41046091267957	-0.19783938577757176	0.2607165475673703	0.7759193539601371
CDC25A	4.073001001497504	4.270267239244522	-0.19726623774701757	0.14396665855759494	0.6499555740334455
ACSBG2	2.900190246219861	3.097449574764538	-0.19725932854467665	0.3932611236146283	0.8687333483782675
PVRL4	5.736930308532492	5.934165904520347	-0.19723559598785467	0.502405406257977	0.9110631543134798
GALNT15	8.009250432998128	8.20647082320399	-0.19722039020586202	0.2757026353066343	0.7884887553712977
APOA1	4.457764367912925	4.654974275441551	-0.19720990752862555	0.3613505545124146	0.8478377091960958
CPSF1	10.821874962494537	11.018935875098164	-0.1970609126036269	7.134138625317643E-4	0.04095319484622373
SPINK5	8.14937172828203	8.346411034248069	-0.19703930596603847	0.5905018138833784	0.9416416621748355
C11orf53	1.3271138039041153	1.524144803223773	-0.19703099931965773	0.5574789943086025	0.9318291460319402
ETFDH	9.435623922593317	9.632429294920515	-0.19680537232719786	0.0011187102241754232	0.05476868441581399
EP400NL	7.199130223323809	7.395692160594043	-0.19656193727023474	0.0018255073491247886	0.07437615177239519
NPAS2	9.500123389458155	9.69668399846534	-0.19656060900718586	0.07888339566662717	0.5316892679054825
CTD-3074O7.11	0.28926130517290055	0.48577266884175957	-0.19651136366885902	0.46886434383120534	0.9015759257411716
LAMC3	4.130095718712627	4.326528183738058	-0.1964324650254312	0.4755909827808089	0.9028940871890015
MT1G	9.963126669656793	10.159488370495517	-0.1963617008387235	0.4753923878912052	0.9028940871890015
SERPINF2	5.876258983330303	6.072544939801019	-0.19628595647071556	0.07167322639218321	0.508101517732363
C5orf17	1.3737788567594014	1.5696308714004765	-0.19585201464107516	0.6248518454455834	0.9483739479434774
CELSR1	7.134241600482089	7.330082298163208	-0.19584069768111867	0.17988845114689767	0.6936541334506247
PCDHGA8	2.142972715390055	2.338612113831966	-0.19563939844191092	0.029373117893996104	0.34872439575323144
ANXA8L2	5.508048863761841	5.70367549849007	-0.19562663472822894	0.5898370498751074	0.9413233369952384
PFKFB1	2.003648679324389	2.1990249358205003	-0.19537625649611146	0.06637785453309386	0.4926134827859435
RETNLB	0.05762489119015848	0.25299851427770803	-0.19537362308754955	0.4928392441573667	0.907639391443007
DUSP4	5.054501090185694	5.249821282559171	-0.19532019237347686	0.32209010859299325	0.8206358502651921
RAB11FIP1	8.609998259313778	8.804840557911346	-0.19484229859756752	0.27302445287068533	0.7865108091871119
FAM107A	9.174502064988848	9.369308591067528	-0.1948065260786791	0.14177733885831445	0.6489403852837374
NPIPB8	3.9843741037444516	4.179135215665173	-0.19476111192072176	0.018859980952717015	0.27610769542675423
CREB3L3	1.1981795125027763	1.3928643310365998	-0.19468481853382347	0.25370573326905743	0.7687357827014883
MEX3A	3.5021264167694732	3.6968106445277855	-0.1946842277583123	0.15344570376889222	0.666321687419901
LILRA6	5.428219392989702	5.622508006950662	-0.19428861396096053	0.12375616998995187	0.6166477066640228
LINC00346	2.952342119515559	3.1463546488618506	-0.19401252934629154	0.3817983237592417	0.8616246681912404
AC006486.1	1.7109719034698856	1.9049099521192294	-0.19393804864934383	0.03964776873707032	0.3993723253537194
RP11-80A15.1	1.082984307204107	1.2767519535765344	-0.19376764637242738	0.29792170972510645	0.8045299788721292
PNMA6D	0.829021517954906	1.022529470975983	-0.19350795302107693	0.3616884386030953	0.8481933870511938
IGSF23	0.17374519782694534	0.36708718535758067	-0.19334198753063533	0.287611806824138	0.7962885718882946
EMP1	12.447999688768842	12.64085111968108	-0.19285143091223844	0.23485333894784222	0.749146805344681
SLC6A13	1.4889750803075366	1.681749345015859	-0.19277426470832237	0.1558646310545132	0.6679942357193219
TDRD1	1.3902043878360628	1.5829370209201632	-0.19273263308410038	0.1070844362697243	0.5893689191127891
FN1	13.347875065254764	13.540531861651713	-0.19265679639694966	0.284710868629679	0.7942054068974992
ZNF665	5.950004091437739	6.142275419787551	-0.1922713283498121	0.11798740425191168	0.6087214181971149
B3GNT5	7.40711542544517	7.599376503257598	-0.19226107781242785	0.15699077099350844	0.6698959515777356
CCNO	3.655939813092612	3.8481482097590356	-0.19220839666642364	0.5927201805234494	0.9426792356731343
GPAT2	6.048366362365079	6.240504814651908	-0.19213845228682924	0.18633021777906789	0.6992994686023011
CCM2L	6.28674964879635	6.478701123393268	-0.19195147459691775	0.1128684719624864	0.6014661624879555
PIWIL1	0.531605030794736	0.7234909960003305	-0.19188596520559453	0.10701452436697334	0.5893403440493857
ASPG	6.192534219335656	6.384364059612434	-0.19182984027677819	0.5302091431300939	0.921052683617221
UBE2C	6.158140325983723	6.349733591153846	-0.19159326517012332	0.3042247562867295	0.808981176518665
F2RL2	4.985692378091231	5.177243542916561	-0.19155116482533074	0.26167044782248716	0.776399836386956
LSMEM1	5.736133679473865	5.927516142435023	-0.19138246296115735	0.0953266068550086	0.5685715900785944
TDRD5	1.8195948601560261	2.0105936081796405	-0.19099874802361438	0.6986027489466822	0.9640061572826926
GFOD1	7.162878906680978	7.353849345342764	-0.1909704386617852	0.041826095324152046	0.410418560368242
BCL3	10.529749080145683	10.72035448828596	-0.19060540814027682	0.15465157493097426	0.6675786875190575
STX11	5.934473199164094	6.124974598499997	-0.19050139933590327	0.2352330581911274	0.749146805344681
CCL16	2.8492386303511306	3.039640368798856	-0.19040173844772523	0.1839875833941096	0.697063005777725
COL3A1	11.102124156863951	11.29246478506181	-0.19034062819785902	0.39290534262201715	0.8686079266608614
TBC1D30	4.820542445502891	5.0106374880624935	-0.1900950425596024	0.10877320250224387	0.5943527044617057
RAI14	8.190503116734453	8.380407665877714	-0.18990454914326094	0.0999390036221749	0.5779895630254205
LMCD1	8.811876533243181	9.001666685484757	-0.18979015224157614	0.15493087245426784	0.6676765378933095
PTGER3	6.5501196452090635	6.739782457694152	-0.18966281248508832	0.25854524492774966	0.7743177110054558
MT-CYB	18.331375002057598	18.521028368052548	-0.18965336599494975	0.04067726026895935	0.4048165377149113
STX19	4.05370035290848	4.24319579901899	-0.1894954461105094	0.4575119606571021	0.8969972900728974
AC090616.2	3.0143447178911833	3.2038227115512306	-0.18947799366004725	0.13096661214986172	0.628667353841139
KLK4	1.4898436205639938	1.6788681823705685	-0.18902456180657468	0.20575425261118507	0.7207533080505679
ZNF514	8.124250191075813	8.313120266889882	-0.18887007581406934	0.006571047381213946	0.15684392517256668
IP6K3	4.869293913763097	5.057915679116399	-0.188621765353302	0.14396665855759494	0.6499555740334455
TMEM249	2.417376618965086	2.605952125681919	-0.1885755067168331	0.20771679783478125	0.72276238482366
AHSP	1.0415894201279046	1.2301322235394017	-0.1885428034114971	0.6735795157604397	0.9591266724807762
SIRPB1	3.8892439195955624	4.077526194106961	-0.188282274511399	0.18314114613594645	0.6965405603692518
HES4	8.463246394368996	8.651525652436444	-0.18827925806744794	0.07954209790377975	0.5333654959586291
ZNF492	1.2524547408554678	1.4406343014749918	-0.188179560619524	0.09131653399079287	0.5631753190112834
TCTEX1D2	7.890876840642287	8.079025487289675	-0.18814864664738806	0.013892985614182951	0.2446992785352997
GPR133	8.585501839783527	8.773581352891771	-0.188079513108244	0.35882273629441286	0.8452825861329514
AIFM3	4.572398928343429	4.760376865683511	-0.18797793734008117	0.03888264934609198	0.39679942098726184
STC2	6.0763488925388724	6.264289701245803	-0.18794080870693097	0.5812266781852394	0.9384356323948202
OR13A1	1.80717175797067	1.9948162374198735	-0.18764447944920337	0.32729512688615836	0.8244396750830866
CDK2AP2	10.537374594883797	10.724893250212217	-0.18751865532841983	0.001475138137742471	0.06489182551827508
FCGR3B	3.5440712306809017	3.7315253138262743	-0.1874540831453726	0.49122073819624656	0.907639391443007
GAN	6.078751482198468	6.266045646475942	-0.18729416427747392	0.019055971234977376	0.27750329031118015
ADARB2	4.536371612652822	4.723610690392534	-0.18723907773971238	0.25290531971062147	0.7687357827014883
RGS19	7.087490322945669	7.274685477995095	-0.18719515504942574	0.03909560784955135	0.3977705084670554
AC003102.1	0.3419196139381654	0.529104267683168	-0.1871846537450026	0.2977727083304701	0.8045299788721292
ANGPTL1	8.723627277591499	8.910797198208469	-0.18716992061697013	0.3013624903174561	0.8074758972578359
SIGLEC7	3.6303573615503204	3.8175162563619938	-0.18715889481167336	0.11206883401199741	0.5999405070624623
GPR153	7.185001176574255	7.372129727539706	-0.18712855096545056	0.04813553684558669	0.4329108133490493
ADSSL1	7.8604997553877265	8.047536476768371	-0.18703672138064498	0.08381840174516253	0.5445363981749852
SLC2A3	8.501501414782172	8.688367592336657	-0.1868661775544851	0.21463325711628767	0.7289909010630975
RP11-599B13.6	1.1811256222743272	1.3679638579386055	-0.18683823566427837	0.6491433975841325	0.9532812050974784
HSPB1	15.616249980660598	15.802890066489288	-0.18664008582869052	0.1558646310545132	0.6679942357193219
APOA2	2.768999078073858	2.955612019143064	-0.1866129410692059	0.4657171748026879	0.9011458607637632
KM-PA-2	4.2248871371157355	4.411338367132373	-0.18645123001663766	0.24317804968124201	0.7583490823278732
PCDHGB4	5.055629842026173	5.24201281833504	-0.1863829763088667	0.08353146000972123	0.5445363981749852
RP11-298I3.5	3.909671605504182	4.095911375020789	-0.18623976951660692	0.9135825941886084	0.9944377297930934
TRPS1	7.366248379281887	7.552446716672511	-0.18619833739062397	0.07061730482644446	0.5055355170987447
IL12RB2	3.347734716896079	3.533890891319497	-0.18615617442341792	0.31974214774010123	0.8185470894915271
IMPA2	11.092750371458088	11.2788830160671	-0.18613264460901213	0.09162485691008548	0.5637434632912847
TRIM47	9.880874735685065	10.066985851435033	-0.1861111157499682	0.11062640069052054	0.5976979295531853
SAMD4A	7.765123558195953	7.951167353955011	-0.18604379575905838	0.15907136490750717	0.6726277449954773
E2F2	3.82462804641344	4.010475648740402	-0.1858476023269624	0.19272144071754305	0.7034937267422656
CLECL1	2.741988899745608	2.9277322783642785	-0.18574337861867063	0.2802536557893298	0.7908242298164354
EIF2S3L	3.243074913810312	3.428649012447217	-0.18557409863690522	0.20644537147782738	0.7212321322375201
CTIF	9.759374537193995	9.944928475011858	-0.185553937817863	0.07747142729616618	0.5277827001646277
AC138969.4	11.308749346239047	11.494237459469334	-0.1854881132302868	0.06092071259823917	0.4757226213223768
MS4A15	0.25422410983798127	0.43954504639317504	-0.18532093655519377	0.3258701900743165	0.8232411892622976
HIST1H3G	1.2965233016219024	1.4817598082361485	-0.18523650661424607	0.5073278632257763	0.9129657051707266
HLA-C	12.559999996725674	12.74514185986342	-0.18514186313774594	0.025909490745884	0.32781413909858675
CIDEC	3.78634270351325	3.9714558626125185	-0.1851131590992683	0.7169895517093992	0.9670676512853086
FPGT-TNNI3K	4.468746670188685	4.653821384133162	-0.18507471394447705	0.3578147294634859	0.8447656018912374
MYC	10.30050011343783	10.485496094118409	-0.1849959806805792	0.1691901557221448	0.6827589443854866
DND1	2.5514116563757687	2.736174833397143	-0.18476317702137424	0.09481776448705093	0.5685715900785944
MCF2L	9.131749924316217	9.31649023595617	-0.18474031163995264	0.13790113345666333	0.6421517367713507
GGT5	8.909126642691593	9.09370524079957	-0.1845785981079775	0.10722436862787388	0.5896045294235625
MYLK4	3.6498344704428747	3.834252263396316	-0.1844177929534414	0.0344135782884476	0.3768731736555669
APOBEC3H	3.114305179783559	3.2986534923256854	-0.18434831254212636	0.10841964980759977	0.5936676675574285
ACRC	5.015641280893428	5.199896181786535	-0.18425490089310692	0.042280222632923636	0.4110848096470315
CNFN	9.340243700370312	9.52448352627139	-0.18423982590107713	0.8079681907216043	0.9821597042732518
CDIP1	8.997247840635008	9.181365219929349	-0.18411737929434047	0.02623268398493417	0.3299375971917272
PRPSAP1	9.95250021393228	10.13657815290319	-0.18407793897091018	0.00215178643540892	0.08063443325445938
APOLD1	7.708379716486812	7.892270781263877	-0.18389106477706463	0.33415889841063284	0.8276571736641172
MT1M	9.041748165499094	9.225336741404966	-0.18358857590587263	0.3647383009910643	0.849291792576881
HHATL	3.3773299755960218	3.5606462312411096	-0.1833162556450878	0.34536534162442556	0.8341122859384216
DUOXA1	7.636618580351208	7.819851371756765	-0.18323279140555648	0.37140125968145654	0.8544668697977118
C14orf164	0.5933787762186674	0.7765864410867223	-0.18320766486805484	0.4049299738941958	0.8740532272914117
SLC35F3	2.468208681483198	2.651358673083772	-0.18314999160057388	0.2737275064624882	0.7874151552195285
TJP3	6.47719387684589	6.66004379130758	-0.1828499144616904	0.4180942177043899	0.8819912096823826
RBP4	4.858846991401256	5.04165771972505	-0.18281072832379408	0.9864233945632208	0.9996521867704078
F2RL1	5.147368322555222	5.329729685744574	-0.1823613631893526	0.42831793723796985	0.8878197913560408
MATN3	4.226779443994781	4.409119710852517	-0.18234026685773586	0.12438427893521975	0.618247838584361
GRASP	8.680876808096038	8.863138608468809	-0.18226180037277118	0.08978740914044347	0.56115590091481
OIP5	4.229152765798306	4.411314510067124	-0.18216174426881793	0.3261864936150197	0.8232411892622976
ADRA2B	4.846115078946504	5.028056826850587	-0.18194174790408368	0.33127447598887216	0.8266339956051796
KANSL1	9.490623628401325	9.672340411877501	-0.18171678347617615	2.17196268631481E-5	0.0032159174344036845
CGA	1.9425310753383411	2.1241146162602216	-0.18158354092188045	0.4989340090584833	0.9090298623435423
PTCHD2	1.0847460166879541	1.2661701985025344	-0.1814241818145803	0.09267941747909414	0.5645075421836998
AC022498.1	1.5886764013309	1.769972198855211	-0.18129579752431102	0.20760097946954414	0.72276238482366
SLC25A18	4.22445671252891	4.405653530927829	-0.1811968183989192	0.32792972867414316	0.8246694585216094
KLRC2	1.9906778035846497	2.1718521840771783	-0.18117438049252854	0.3092388341822425	0.8123262149324969
HBB	10.41425147077005	10.59528419931739	-0.18103272854733987	0.6995536763655505	0.9642954551899339
PTX3	6.0384712974811565	6.219479892217041	-0.18100859473588482	0.535693035075917	0.923854769357801
RPSAP58	10.257624839611868	10.438493259604057	-0.18086841999218883	0.08393340166401397	0.5445363981749852
RAPGEF3	9.509500321441502	9.69019518404061	-0.1806948625991076	0.028547471738750385	0.34550535763396867
BMP7	7.186492165066245	7.367133296750748	-0.1806411316845029	0.3336770400501834	0.8276571736641172
L34079.2	0.4709055288072535	0.6515122507479162	-0.18060672194066268	0.4476585103130226	0.8941165134710822
HOXA10	2.1190956579123053	2.2989508888544203	-0.17985523094211509	0.3466799652150401	0.8341122859384216
SLC25A26	8.728374877888701	8.908084281852508	-0.1797094039638072	5.56869149396344E-4	0.03449558145852455
GUCY2D	2.2754319310968896	2.4548637730117027	-0.1794318419148131	0.3211495773883335	0.8199003303824736
HRNR	2.63233384394544	2.8117285033546406	-0.17939465940920085	0.26730600273961425	0.7809074305251611
SBNO2	9.7568747201715	9.936258881062598	-0.17938416089109843	0.12034571852761933	0.611971579193379
MSX1	5.125745170078323	5.3049133915084905	-0.1791682214301673	0.2484028783944512	0.7632720130453425
APRT	11.396875082451944	11.575939479004989	-0.17906439655304496	0.02899316461528667	0.3474383480500954
TXNRD3NB	0.5255255833690822	0.7043271893552556	-0.17880160598617345	0.22611618529020971	0.7411857391118248
SDCBP2	8.581375290972888	8.76008877458721	-0.17871348361432204	0.23726556725063253	0.7516229797823134
C21orf90	3.6359197860725807	3.814530030841047	-0.17861024476846632	0.37709773085137555	0.8593223065897462
GRHL1	7.331750768294739	7.51025540163125	-0.17850463333651057	0.44669902115426985	0.8933980423085397
TGM5	4.542597217364673	4.720659219971836	-0.1780620026071631	0.5278976490476355	0.9197428474558057
ARHGAP40	4.265737769431873	4.443750477012016	-0.17801270758014276	0.6598042678523441	0.9564441670383355
FPR1	5.443989789411221	5.621847899908202	-0.17785811049698097	0.24682725023083552	0.7615313711807883
CLEC2B	7.78450018318312	7.9622869782919246	-0.1777867951088048	0.24998552905907556	0.7661959702497281
AP000349.1	0.33992380272674244	0.5173812981092829	-0.17745749538254046	0.19415108492094268	0.7054399664595785
CPNE4	2.2536813190300586	2.431057809220973	-0.17737649019091428	0.142475120872406	0.6489579069458103
TGFBR1	8.14424951918937	8.321419092565781	-0.17716957337641226	0.010165606856932685	0.20344618909720666
NFE2L3	6.721753159716876	6.898918131492323	-0.1771649717754471	0.04831758297381983	0.4331798263671372
ARSB	6.892238628624095	7.069142198349525	-0.17690356972542975	0.24033754504070415	0.7545298000829691
EPB41L4A-AS2	4.656378727335718	4.833113069689099	-0.17673434235338092	0.09168662177622444	0.5637434632912847
B4GALNT2	0.9782471131999475	1.1549811374501409	-0.17673402425019336	0.4188328800240707	0.8819912096823826
C17orf89	10.0039994973685	10.180567166315566	-0.17656766894706521	0.0018096648520622427	0.07437615177239519
PROCA1	5.382732866043411	5.559231715946498	-0.17649884990308706	0.06325782550908687	0.48206585467205887
GJA1	10.822000479702874	10.998350970121972	-0.17635049041909845	0.41020217015772253	0.8777584212093106
